"","BBB-WBO-B21","BBB-WBV-B70","BBO-BBO-B16","BBO-BBY-B27","BBO-WBO-B16","BBO-WBV-B64","BBR-BBB-B50","BBR-BBG-B38","BBR-BBY-B26","BBY-WBG-B42","BPO-BPO-O16","BPR-BPG-O38","BPR-BPR-O02","BPY-BPG-O42","BPY-BPY-O29","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111120847",3,2,0,0,2,4,1,2,1,0,0,2,0,0,2,3,1,0,0,1,0,2,1,1,2,1,0,0,1,0
"LOC111122024",21,21,19,4,21,22,8,20,10,3,3,9,1,1,7,27,12,2,1,14,7,14,5,5,12,6,2,0,14,0
"LOC111119166",4,2,0,0,4,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,2,0,2,0
"LOC111121155",3,22,50,26,24,11,11,55,43,5,0,10,0,1,16,13,44,9,2,12,5,3,2,51,3,6,13,0,0,1
"LOC111121262",46,22,17,8,58,30,12,6,55,9,1,15,1,1,10,35,23,5,1,37,5,17,6,29,3,10,7,0,6,0
"LOC111120701",3,233,1,2,7,6,22,19,0,2,0,0,3,5,1,4,3,1,2,6,65,1,1,4,5,4,2,0,138,1
"LOC111118226",1,0,0,0,0,2,2,78,1,0,0,32,7,0,0,0,68,0,0,0,1,1,0,0,1,1,10,1,2,0
"LOC111120689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111120124",24,29,70,31,29,24,47,20,47,6,14,17,13,2,20,52,81,8,2,66,19,15,11,93,44,69,26,2,10,1
"LOC111121161",135,14,6,4,5,7,31,8,4,10,0,0,0,0,1,4,2,0,0,4,1,2,0,0,1,1,0,0,6,1
"LOC111121893",1,5,1,0,2,3,10,4,2,0,2,1,3,0,2,0,15,1,1,4,0,3,0,19,0,8,2,0,0,0
"LOC111119932",55,25,37,21,33,65,21,33,10,6,6,20,3,8,18,53,45,5,2,35,16,16,2,27,16,7,17,1,23,65
"LOC111120401",7,2,2,3,6,21,3,4,5,4,0,0,0,0,0,13,6,0,0,7,1,1,2,2,0,2,2,0,4,0
"LOC111118721",5,7,0,1,2,1,2,1,1,1,0,3,0,0,0,2,1,1,0,2,3,0,0,3,0,1,0,2,2,4
"LOC111119757",0,0,1,0,1,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,2,0,0,0,0
"LOC111119761",4,63,27,21,31,45,20,45,30,13,2,25,2,1,3,14,59,8,0,20,23,12,0,16,18,7,12,3,8,2
"LOC111119756",149,158,62,31,125,155,54,108,105,38,4,47,12,2,32,59,131,17,6,57,38,39,14,59,59,32,19,4,72,2
"LOC111119758",5,1,5,0,6,0,1,0,1,0,0,2,0,0,0,15,10,3,0,3,0,0,3,1,1,0,1,0,1,0
"LOC111122092",55,35,36,31,36,48,13,18,23,19,3,36,0,1,6,21,42,9,3,14,11,24,5,54,15,24,5,6,52,1
"LOC111121741",2,1,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0
"LOC111121869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111118449",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0
"LOC111119596",72,76,35,46,58,53,28,48,21,21,11,15,15,10,12,85,29,24,8,101,10,12,4,34,42,57,19,17,22,1
"LOC111122410",90,56,47,55,59,55,35,51,51,7,2,21,3,0,14,24,54,5,4,41,14,20,3,78,48,47,8,2,29,1
"LOC111120659",132,44,48,41,78,58,20,40,36,8,4,17,4,5,11,46,40,4,3,21,6,30,3,26,16,11,27,2,14,0
"LOC111120108",5,0,0,0,12,0,5,1,0,1,0,3,0,0,0,0,23,0,0,0,0,0,0,4,1,0,0,0,0,0
"LOC111122119",5,2,5,4,4,3,5,2,5,2,2,1,0,0,3,5,2,1,0,6,1,3,1,5,1,6,4,5,4,0
"LOC111120120",208,250,120,85,177,190,78,172,148,26,16,86,24,13,30,180,172,25,22,150,44,38,11,94,86,93,56,120,82,1
"LOC111120045",13,17,12,15,22,13,6,26,12,4,3,5,0,0,1,28,13,2,2,7,6,9,1,23,5,7,6,0,5,2
"LOC111119652",96,85,85,53,69,105,27,82,68,12,9,52,12,16,18,128,87,13,5,68,31,28,3,76,56,40,17,39,24,1
"LOC111119651",9,3,16,4,5,26,2,2,30,0,0,23,0,0,0,3,1,2,0,4,6,0,0,13,12,2,0,0,1,0
"LOC111121452",86,66,56,11,94,43,17,68,45,18,8,13,8,6,6,57,44,3,8,48,18,12,6,45,30,30,7,1,34,0
"LOC111122214",0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111118136",28,19,9,9,32,32,8,34,11,0,6,14,4,0,12,29,19,5,0,21,2,7,1,31,2,19,8,0,2,1
"LOC111120417",0,1,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111119744",77,74,62,41,84,67,32,91,36,12,8,42,2,1,5,57,55,15,4,59,18,19,5,43,35,28,24,0,46,2
"LOC111119745",9,28,9,4,48,23,5,5,4,2,1,8,1,0,0,7,3,4,0,25,1,2,3,2,5,4,0,1,6,0
"LOC111119404",285,260,196,123,301,312,92,204,197,43,31,159,34,23,46,263,232,60,14,207,90,76,31,187,133,89,64,80,147,4
"LOC111119950",65,16,13,12,32,16,10,12,48,4,9,8,4,5,3,80,66,2,3,9,18,2,2,68,57,31,8,26,6,1
"LOC111119953",89,82,48,32,85,74,37,73,41,9,16,43,5,7,13,103,67,19,7,49,19,26,3,39,29,33,15,21,31,2
"LOC111119946",245,154,104,82,181,231,88,197,166,22,17,84,15,16,28,105,168,20,15,139,43,46,21,139,98,84,37,89,102,6
"LOC111119945",19,41,30,19,53,30,10,9,30,7,4,10,3,0,8,11,22,8,3,39,4,16,4,20,10,14,3,3,26,0
"LOC111119974",86,73,74,73,93,81,29,60,85,10,11,42,15,7,20,132,75,11,12,69,37,32,7,64,42,34,23,32,22,1
"LOC111119960",9,1,19,2,9,18,2,2,30,1,0,21,1,0,2,2,6,1,0,5,2,0,2,18,10,1,1,0,1,0
"LOC111119963",85,77,46,12,76,48,9,75,45,18,5,20,4,6,7,51,40,10,2,38,17,23,9,36,24,28,17,2,37,0
"LOC111119977",4,0,0,0,2,0,1,5,1,0,0,5,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0
"LOC111119944",1,0,0,1,0,1,0,16,0,0,0,24,0,0,0,40,0,0,3,0,0,1,0,0,0,0,5,0,0,0
"LOC111119958",19,14,5,6,27,21,7,35,7,4,2,8,4,2,2,17,25,1,0,11,5,9,3,20,2,16,3,1,2,0
"LOC111119978",0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111119957",0,3,0,3,3,5,0,2,3,1,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,2,0,0,3,0
"LOC111119948",65,65,55,24,84,91,33,78,38,25,2,37,4,0,6,41,51,11,4,63,19,16,5,42,22,22,22,1,43,1
"LOC111119970",42,27,20,21,22,20,12,21,27,18,4,10,3,3,5,22,21,2,3,26,2,4,0,13,6,10,21,0,16,3
"LOC111119942",400,287,191,133,344,349,147,250,238,79,30,184,30,29,43,284,224,64,17,267,62,90,33,211,156,95,68,83,196,4
"LOC111119949",27,35,27,18,42,35,12,21,17,9,3,11,0,5,6,12,23,6,1,9,14,1,3,37,7,18,9,38,12,1
"LOC111118213",1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0
"LOC111120501",107,92,71,36,110,82,32,92,81,12,7,44,13,10,14,93,93,12,17,54,37,20,6,73,51,32,16,60,28,3
"LOC111120500",178,137,93,46,174,165,48,105,89,33,12,57,15,13,19,129,97,19,9,104,43,25,22,57,67,41,28,74,93,1
"LOC111119220",1,4,2,0,0,0,3,1,2,0,3,0,1,0,2,0,3,3,0,4,1,0,0,0,2,3,0,1,0,0
"LOC111120754",1,1,2,0,0,0,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LOC111118146",0,0,0,0,1,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0
"LOC111119623",51,61,17,18,71,44,14,64,41,11,3,19,5,3,12,22,51,7,2,29,7,14,2,35,16,14,13,1,21,1
"LOC111119624",4,1,1,2,6,0,3,2,2,0,1,2,1,0,2,0,6,1,0,2,0,6,1,6,2,2,0,0,1,1
"LOC111120426",14,1,3,13,4,4,12,25,17,1,0,4,1,1,5,4,24,3,0,1,1,2,0,15,5,1,7,1,1,1
"LOC111121481",152,116,43,60,202,64,52,98,92,33,13,18,10,3,12,77,96,10,5,114,44,22,22,103,60,49,16,0,32,5
"LOC111120427",33,14,2,2,9,13,8,9,25,1,1,1,7,7,0,12,3,1,0,16,3,3,0,4,3,1,5,0,3,1
"LOC111121668",0,0,2,0,3,2,0,1,6,0,0,6,0,0,0,12,1,0,2,0,0,3,0,5,7,1,4,0,0,0
"LOC111118314",240,130,143,116,306,150,86,152,180,74,20,155,19,11,38,187,196,22,6,207,43,73,19,146,95,99,67,53,99,2
"LOC111118315",723,576,331,345,665,640,212,502,361,74,59,268,69,62,84,497,483,64,46,348,143,132,26,297,248,212,128,289,284,92
"LOC111122193",1,2,2,1,0,0,9,0,0,3,1,0,0,0,0,0,1,0,0,1,0,2,0,2,3,2,0,0,1,0
"LOC111122210",42,28,35,9,42,23,24,26,38,22,8,7,9,4,19,25,52,10,0,31,11,15,9,37,30,42,14,2,26,1
"LOC111122331",132,120,41,34,95,134,18,60,43,20,2,10,6,2,7,87,39,15,8,47,22,2,5,13,32,15,10,1,75,2
"LOC111122329",836,808,662,415,998,860,338,622,652,170,73,434,83,45,148,682,637,120,50,658,253,216,96,512,412,315,272,169,435,21
"LOC111118425",144,179,108,20,119,221,56,128,56,22,5,20,8,5,21,121,108,16,8,79,41,27,13,122,51,29,24,72,106,0
"LOC111121822",155,104,120,68,127,141,53,84,117,26,15,55,10,11,22,136,106,15,14,112,31,38,7,82,46,49,43,216,56,4
"LOC111119144",0,0,0,0,0,1,0,0,3,0,2,0,0,1,0,19,0,12,1,0,0,0,0,0,0,0,1,0,0,0
"LOC111119586",479,364,217,161,432,425,130,248,277,75,29,136,45,18,77,297,333,56,31,282,90,113,36,208,150,146,126,11,188,4
"LOC111119589",0,0,0,0,0,0,0,24,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0
"LOC111119588",13,18,14,12,43,23,11,5,16,9,3,18,2,3,9,21,12,3,1,42,7,6,3,25,15,14,7,1,9,0
"LOC111119590",3,1,2,4,8,1,1,4,2,0,3,7,0,0,3,3,5,2,0,4,2,0,1,8,4,1,1,0,1,0
"LOC111118706",2,4,3,1,13,8,6,2,2,2,2,0,0,1,1,3,2,1,0,5,0,0,0,2,1,1,0,2,3,0
"LOC111118856",4,5,10,2,15,4,5,3,0,1,0,9,0,0,2,6,2,0,1,15,3,1,1,3,0,2,0,1,2,0
"LOC111122058",2,0,1,0,6,0,0,1,1,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,0,2,0
"LOC111120429",13,13,5,3,17,14,2,7,2,1,0,3,0,0,1,8,8,2,0,9,2,2,0,6,4,1,3,0,6,0
"LOC111120431",1,0,2,2,6,3,2,3,9,0,0,3,2,0,0,5,7,0,0,2,2,1,1,1,1,1,1,0,0,0
"LOC111120432",0,0,0,0,0,1,0,25,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0
"LOC111119843",30,12,45,29,4,21,5,2,2,3,2,34,10,3,7,26,3,0,2,13,4,3,4,32,19,6,20,0,17,1
"LOC111120435",0,0,3,0,0,4,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,2,0,1,1,0
"LOC111121513",10,20,3,2,13,2,1,11,8,1,0,1,0,0,1,0,0,2,0,2,3,1,1,3,0,3,1,3,3,0
"LOC111118169",0,0,0,0,0,1,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0
"LOC111119791",0,0,2,0,1,0,6,1,0,1,0,0,0,0,5,6,1,1,1,5,0,2,0,19,0,6,0,0,0,0
"LOC111119785",7,25,9,13,36,33,24,22,10,7,0,16,13,3,4,44,7,10,1,46,9,6,1,25,9,15,8,0,16,1
"LOC111119794",77,56,31,30,51,58,26,12,29,19,4,19,4,1,9,30,58,11,0,35,9,16,1,45,14,17,11,3,48,1
"LOC111118553",4,2,0,0,0,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,5,0,0,1,0,0,0
"LOC111121528",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111121204",0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0
"LOC111120761",90,93,139,57,99,122,47,76,134,13,14,60,12,6,14,79,132,17,3,26,30,42,10,95,40,8,42,37,21,2
"LOC111122045",85,86,45,70,37,66,45,75,56,17,6,22,7,1,15,37,82,19,7,41,28,30,0,98,60,64,13,1,33,1
"LOC111120567",120,35,40,49,107,58,19,65,55,9,4,26,9,1,7,67,45,11,5,26,7,58,3,27,25,18,21,3,17,2
"LOC111120994",0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,4,4,1,0,2,0,2,6,0,0,0
"LOC111120995",0,0,0,0,0,4,0,1,5,3,0,2,0,0,1,8,1,0,1,2,0,0,0,0,0,0,0,0,1,0
"LOC111118544",10,1,2,0,14,1,7,0,0,0,0,4,0,0,0,0,19,0,0,0,0,3,0,4,0,0,0,0,1,0
"LOC111121612",1,1,1,0,3,0,1,0,1,0,3,0,1,0,0,0,2,0,0,12,1,1,0,0,3,2,3,0,0,0
"LOC111119530",234,189,129,63,167,162,75,169,113,36,12,72,23,12,25,163,166,23,25,115,47,41,14,96,72,88,38,99,87,3
"LOC111122136",1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0
"LOC111119265",0,0,1,0,6,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"LOC111119270",0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,4,4,0,0,1,2,0,0,0,0,4,0,0,0,1
"LOC111119269",87,103,61,45,39,119,43,44,66,26,4,42,6,3,20,99,90,16,3,43,17,12,8,50,34,17,16,55,23,1
"LOC111120445",305,256,226,97,231,319,134,206,171,42,33,149,32,23,51,209,182,38,15,217,62,57,22,179,95,104,66,180,117,122
"LOC111120446",0,0,5,0,1,0,0,1,8,0,0,7,0,0,0,14,0,1,0,1,0,3,0,0,1,0,3,0,1,0
"LOC111119272",14,8,36,11,12,6,17,9,23,3,4,15,4,3,1,40,18,8,3,12,2,21,0,56,24,9,12,2,2,0
"LOC111119263",48,78,40,19,134,38,30,53,37,16,2,21,10,6,5,68,27,9,1,52,16,12,7,56,26,18,10,1,47,0
"LOC111119277",17,15,1,6,23,12,3,7,5,1,0,5,0,0,0,5,4,0,2,8,1,0,2,6,6,3,3,0,9,1
"LOC111119275",0,0,0,49,0,10,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111119273",0,0,4,0,25,0,0,19,0,1,0,0,0,0,25,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0
"LOC111119267",0,21,3,1,25,66,1,0,5,0,0,2,4,2,0,13,3,1,0,1,1,0,0,2,0,0,0,0,0,0
"LOC111119992",0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"LOC111121370",71,50,29,22,35,51,15,75,35,15,4,19,5,1,4,27,24,1,1,83,10,10,6,51,17,50,13,22,46,1
"LOC111119487",11,8,14,9,12,11,8,19,24,3,5,8,0,2,6,25,26,1,0,14,1,6,2,20,15,10,3,0,3,0
"LOC111119485",262,296,273,194,295,218,106,217,211,29,33,134,32,14,62,290,294,64,24,222,97,57,20,220,171,85,76,15,156,7
"LOC111119486",14,41,14,10,23,36,9,21,12,3,1,11,1,1,0,12,16,1,3,11,5,7,3,5,1,0,4,3,29,0
"LOC111119488",18,55,9,7,15,37,10,14,10,7,1,11,1,2,1,34,6,0,1,22,5,9,2,4,5,2,5,2,25,0
"LOC111120467",329,259,251,138,241,322,133,198,169,79,30,180,38,10,45,223,194,37,11,197,52,104,27,228,127,83,66,23,139,5
"LOC111119852",176,108,91,71,185,83,59,108,129,58,11,50,7,1,23,123,126,27,8,113,24,53,14,73,44,54,26,2,78,2
"LOC111118031",4,0,0,0,1,72,0,0,3,4,0,0,0,0,2,0,2,1,5,0,0,0,0,0,10,0,0,0,0,0
"LOC111120447",187,99,36,49,232,97,50,98,86,27,10,64,6,6,17,107,45,9,4,50,19,36,12,71,44,36,8,3,67,1
"LOC111121323",134,101,30,66,212,151,33,258,35,9,7,25,5,8,15,193,127,26,19,245,18,29,15,13,13,54,61,2,45,2
"LOC111121324",75,117,72,38,114,89,37,104,51,25,17,44,17,19,25,63,113,13,6,84,28,36,7,45,25,44,29,2,41,1
"LOC111119574",311,233,252,143,330,321,121,231,215,96,40,140,43,22,70,386,275,60,23,210,54,77,28,197,125,165,94,68,182,111
"LOC111121073",188,151,60,54,173,208,33,100,101,20,8,70,19,25,21,159,90,28,12,86,32,15,13,63,46,26,18,46,82,13
"LOC111121070",2,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
"LOC111121077",1,6,8,2,8,7,0,1,2,0,3,1,0,0,1,16,0,0,0,16,0,2,1,6,1,10,4,0,4,0
"LOC111121071",6,41,20,19,49,45,8,6,5,5,7,0,7,2,8,49,34,3,0,25,16,1,3,22,19,13,2,1,16,129
"LOC111121076",1,6,8,2,4,2,1,8,3,2,0,1,1,0,3,1,8,0,0,4,1,3,1,3,1,6,2,0,2,0
"LOC111117985",1,9,23,33,6,5,23,23,46,8,11,8,14,7,10,11,16,3,0,13,5,7,3,36,21,30,17,1,0,1
"LOC111121281",0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,4,0
"LOC111120448",23,0,0,0,3,1,0,1,9,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0
"LOC111118664",0,0,0,19,0,1,0,1,14,1,0,0,0,0,0,1,1,0,0,0,0,1,0,9,0,0,0,0,0,2
"LOC111122013",3,6,5,4,13,1,2,8,4,0,1,0,0,0,3,3,5,8,1,2,3,3,0,6,4,1,5,1,3,0
"LOC111120450",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,9,0
"LOC111120459",2,2,1,1,72,0,0,0,0,0,0,0,1,0,2,3,1,1,0,1,0,1,1,2,0,3,1,0,0,0
"LOC111121958",3,4,13,8,17,6,13,8,22,0,4,24,2,1,3,17,49,7,1,6,5,11,3,17,16,17,7,0,1,0
"Trnat-ggu_3",80,61,16,23,16,70,21,31,36,8,1,20,2,0,5,28,49,7,4,26,7,5,3,7,14,8,7,1,20,3
"LOC111121956",2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,3,0
"LOC111121522",0,1,1,1,0,1,1,8,0,1,0,2,0,0,5,1,0,0,0,0,0,0,0,0,1,7,1,1,0,0
"Trnat-ggu_4",56,53,18,28,30,54,22,35,29,13,3,25,5,0,8,29,45,11,1,29,15,16,4,18,18,6,7,0,15,1
"LOC111121508",67,30,19,21,14,30,9,9,13,12,0,26,3,1,6,33,28,5,3,33,4,9,1,13,13,8,14,0,13,1
"LOC111121507",0,0,0,0,1,2,0,1,2,0,0,1,1,0,0,5,2,0,0,1,1,1,0,4,0,0,3,0,0,0
"LOC111119395",41,33,47,35,52,42,22,54,50,9,1,39,4,0,8,17,37,8,3,33,9,16,5,43,26,24,13,4,25,1
"LOC111119396",0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,1,0,1,1,2,0,2,0,1,0,0,0,0
"LOC111118780",4,3,6,0,2,0,2,0,1,0,0,2,0,0,3,4,2,0,1,3,1,4,0,3,2,1,0,1,1,0
"LOC111119737",1,0,18,1,0,0,4,17,6,1,0,17,0,0,3,0,16,0,0,9,0,5,0,0,0,3,0,1,9,0
"LOC111119736",15,24,31,9,13,10,6,4,3,0,2,5,1,1,2,9,7,1,0,24,6,1,5,10,8,7,2,0,5,0
"LOC111119511",123,87,123,45,147,112,47,65,58,8,10,79,8,6,20,77,132,12,9,70,29,26,10,84,35,42,9,22,48,1
"LOC111118990",38,31,18,15,20,32,9,25,23,8,3,17,4,1,4,26,35,2,1,23,5,14,3,29,33,10,1,0,11,0
"LOC111120634",2,4,18,10,10,7,4,23,21,0,1,7,1,0,3,8,33,4,1,2,0,3,1,14,7,6,5,0,1,0
"LOC111120632",3,8,13,5,6,3,7,1,5,1,0,2,0,0,2,5,6,1,0,15,3,2,1,9,6,1,8,0,5,0
"LOC111120631",11,5,2,0,7,10,1,0,9,0,0,1,0,0,1,3,2,0,0,2,1,3,0,6,0,2,0,0,5,0
"LOC111122137",3,2,0,2,2,1,1,3,1,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"LOC111122414",2,5,7,1,8,4,7,6,10,0,0,2,2,0,1,7,23,2,0,9,2,0,0,13,12,9,3,0,0,0
"LOC111120798",3,2,6,1,5,2,0,8,2,2,0,0,2,1,1,8,0,0,0,1,0,1,0,8,1,0,0,0,1,0
"LOC111120710",39,37,61,33,26,64,24,37,39,13,5,31,11,1,19,81,25,9,1,57,12,18,4,30,24,35,9,2,18,1
"LOC111122310",0,2,7,3,9,1,9,10,2,3,1,6,0,0,0,4,7,1,0,14,2,2,0,16,1,5,1,0,5,0
"LOC111121066",24,14,26,5,35,9,22,20,30,7,3,32,8,0,1,29,37,7,5,48,7,12,1,32,8,5,6,1,1,0
"LOC111118203",5,5,0,0,8,11,0,2,1,1,0,1,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0,2,0
"LOC111118580",104,101,36,51,83,125,26,83,67,20,9,51,9,6,8,83,58,17,9,61,8,14,4,45,37,38,16,20,42,1
"LOC111123423",11,17,49,27,26,30,23,58,43,7,12,36,12,7,12,54,94,15,2,41,8,20,5,102,31,31,7,23,6,0
"LOC111122772",2,0,3,1,2,2,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0
"LOC111127082",4,1,6,16,7,5,2,1,0,0,0,2,0,0,3,7,0,0,1,3,0,8,0,11,11,2,7,0,0,0
"LOC111125325",63,72,35,38,102,69,21,36,73,16,12,27,2,0,16,49,33,17,4,51,14,22,8,102,34,21,17,33,28,1
"LOC111125259",2,0,1,1,3,7,0,0,4,0,1,0,0,0,0,2,2,0,0,1,2,2,0,1,0,3,0,0,0,5
"LOC111125261",1,8,0,3,3,5,3,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0
"LOC111125260",0,2,0,0,0,1,2,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,1,0
"LOC111125262",102,81,55,5,69,106,26,82,68,32,5,50,11,0,16,36,73,19,3,24,23,28,7,30,21,17,18,1,36,0
"LOC111125255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"LOC111125263",6,6,3,2,2,7,2,6,3,1,0,0,0,0,0,3,4,0,0,2,0,1,0,2,2,0,0,0,4,0
"LOC111125256",10,4,9,6,8,4,1,4,3,2,1,1,1,0,0,11,2,0,0,10,0,0,0,1,0,1,2,0,3,0
"LOC111127208",25,9,8,6,19,9,0,13,3,10,1,6,1,0,3,5,15,0,1,10,0,3,0,0,8,4,6,0,2,1
"LOC111127101",91,133,127,35,74,26,78,84,59,22,11,81,21,9,14,71,88,19,6,90,40,28,13,20,45,51,20,37,50,1
"LOC111127121",50,49,19,75,24,57,31,39,41,19,0,20,4,3,7,17,3,19,1,0,5,42,4,21,5,14,24,1,5,0
"LOC111126823",0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0
"LOC111126852",9,5,0,1,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,3,1,0,0,1,1,0,0,0,0,0
"LOC111124854",0,2,0,1,0,2,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111123339",2,1,2,1,2,5,0,4,4,0,0,3,2,2,0,4,1,0,1,0,3,1,2,0,0,2,0,1,0,0
"LOC111123352",2,0,9,5,5,2,0,1,0,2,3,2,0,0,3,4,0,0,0,0,3,5,1,9,3,0,0,0,0,1
"LOC111123353",12,5,13,3,8,10,4,3,5,0,3,13,0,0,1,10,5,0,7,8,5,2,0,0,2,4,2,0,4,0
"LOC111123349",31,25,18,10,56,13,15,20,20,9,0,7,7,2,3,17,7,2,2,11,7,4,1,4,5,7,15,0,12,0
"LOC111123345",140,119,78,55,148,186,62,92,93,32,13,49,12,8,10,156,98,23,7,80,30,29,9,72,27,41,65,3,50,3
"LOC111123350",51,66,27,21,98,62,11,55,27,9,1,33,2,3,6,42,55,12,6,12,13,15,2,34,28,15,7,6,44,1
"LOC111123351",39,33,12,13,29,29,12,21,23,5,2,17,4,0,4,10,19,5,3,16,11,5,4,8,4,11,13,0,7,1
"LOC111123342",13,101,8,40,127,85,46,53,73,21,19,43,16,2,27,40,77,23,3,84,19,4,8,64,27,31,18,13,4,1
"LOC111123347",0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,2,0,2,0,0,0,1
"LOC111123341",70,77,51,34,156,41,46,40,46,37,3,34,13,3,14,87,83,18,4,73,13,21,6,72,17,34,22,10,32,0
"LOC111123344",36,32,29,32,38,46,19,44,45,10,5,20,4,6,10,97,47,13,1,49,8,23,5,54,14,30,13,16,12,3
"LOC111127287",0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111123343",10,1,0,13,0,1,6,5,2,2,0,3,1,0,0,1,4,2,0,3,0,4,1,1,1,4,1,0,0,0
"LOC111123346",3,0,0,3,2,2,1,1,2,2,0,3,1,0,0,3,3,0,0,0,0,1,0,1,0,3,1,0,0,2
"LOC111127300",3,0,2,0,2,5,0,0,2,0,0,0,0,0,0,1,4,1,0,1,0,3,0,3,0,0,0,0,0,0
"LOC111125127",1,0,0,1,1,3,0,1,1,0,0,2,0,0,0,0,2,0,0,4,0,1,0,1,1,2,0,0,0,1
"LOC111126449",0,0,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"LOC111123209",0,0,0,0,0,1,14,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,22,0,0,0,0,0,0
