GeneID	Length	X2018..BBB.WBO.B21.CV_sorted.bam	X2018..BBB.WBV.B70.CV_sorted.bam	X2018..BBO.BBO.B16.CV_sorted.bam	X2018..BBO.BBY.B27.CV_sorted.bam	X2018..BBO.WBO.B16.CV_sorted.bam	X2018..BBO.WBV.B64.CV_sorted.bam	X2018..BBR.BBB.B50.CV_sorted.bam	X2018..BBR.BBG.B38.CV_sorted.bam	X2018..BBR.BBY.B26.CV_sorted.bam	X2018..BBY.WBG.B42.CV_sorted.bam	X2018..BPO.BPO.O16.CV_sorted.bam	X2018..BPR.BPG.O38.CV_sorted.bam	X2018..BPR.BPR.O02.CV_sorted.bam	X2018..BPY.BPG.O42.CV_sorted.bam	X2018..BPY.BPY.O29.CV_sorted.bam	X2018..WBB.WBV.W69.CV_sorted.bam	X2018..WBG.BBB.W56.CV_sorted.bam	X2018..WBG.WBG.W44.CV_sorted.bam	X2018..WBO.BBR.W03.CV_sorted.bam	X2018..WBO.WBV.W64.CV_sorted.bam	X2018..WBR.BBY.W25.CV_sorted.bam	X2018..WBV.WBO.W23.CV_sorted.bam	X2018..WBV.WBR.W12.CV_sorted.bam	X2018..WBY.BBV.W65.CV_sorted.bam	X2018..WBY.BBY.W30.CV_sorted.bam	X2018..WPB.BPG.G45.CV_sorted.bam	X2018..WPO.BPO.G16.CV_sorted.bam	X2018..WPO.BPY.G28.CV_sorted.bam	X2018..WPR.BPY.G25.CV_sorted.bam	X2018..WPV.BPR.G11.CV_sorted.bam
LOC111101930	1428	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100907	10656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101931	32142	6	16	21	11	16	59	10	20	12	2	3	6	2	1	3	49	50	7	3	33	6	8	4	24	6	15	11	1	10	0
LOC111100906	21737	26	30	28	8	20	23	24	34	37	18	2	19	3	3	6	25	44	6	2	37	12	7	3	39	12	18	10	19	23	2
LOC111100910	5164	54	30	32	40	16	50	28	54	30	22	8	43	7	1	8	41	59	10	7	19	14	10	4	30	21	25	20	1	43	1
LOC111101932	1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102278	10204	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC111102280	6077	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
LOC111102279	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102277	1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102275	8277	58	52	82	44	103	78	47	149	67	15	11	32	10	3	25	70	127	18	0	58	23	41	8	121	63	65	19	44	31	2
LOC111101511	8547	26	25	18	10	28	21	9	29	23	6	1	16	3	1	4	18	15	7	3	15	2	10	1	6	17	5	11	1	7	0
LOC111101240	3264	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
LOC111099878	5405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102239	7298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101299	11953	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0
LOC111099734	25106	7	10	3	1	8	11	12	8	11	8	12	5	9	2	2	10	18	4	0	34	6	3	0	17	8	16	5	0	5	0
LOC111099724	13046	7	86	73	25	10	56	7	2	10	0	3	19	6	2	5	7	19	9	1	27	7	7	2	14	18	24	3	0	1	0
LOC111101575	5996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099470	3441	7	0	0	0	1	1	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099997	2549	45	106	26	15	40	2	31	31	42	9	2	7	3	3	14	50	3	8	1	24	18	6	0	1	16	16	5	0	8	0
LOC111100323	25387	180	121	61	63	155	209	92	50	117	24	16	124	20	11	50	256	54	12	10	114	26	26	29	248	64	54	57	23	101	6
LOC111100321	17302	152	148	141	87	149	168	78	105	98	34	19	51	20	12	31	167	161	37	18	149	23	64	7	119	92	117	41	108	58	53
LOC111101446	3570	2	0	5	3	6	8	1	0	2	0	0	1	3	1	7	6	2	0	4	0	0	0	0	7	6	1	0	0	1	0
LOC111099702	2281	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101468	3667	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101210	3851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100096	6338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100018	27485	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100019	12298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100017	174581	19	13	4	46	14	36	10	14	41	3	3	8	6	2	7	94	54	7	2	17	16	2	5	33	26	16	10	0	8	1
LOC111100023	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100022	1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100020	73471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100021	6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099587	26800	65	87	77	61	58	63	52	121	83	18	10	45	4	10	12	101	48	14	8	60	42	17	10	48	39	44	29	42	42	14
LOC111099902	4958	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	5	0	0	1	1	1	0	0	1	0	0	2	0	0
LOC111099422	16567	3	0	9	0	5	2	16	2	2	0	0	2	0	0	4	16	4	1	0	4	0	1	0	2	0	0	0	0	1	0
LOC111099801	15626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101223	6984	7	2	4	9	4	6	9	5	16	0	0	3	1	1	1	9	21	3	1	8	4	6	2	16	6	2	3	0	2	2
LOC111101519	2629	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100858	62643	256	64	76	41	90	32	45	235	121	25	4	52	4	6	12	52	171	15	4	64	17	40	15	37	36	45	18	19	109	1
LOC111100859	13169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099695	5545	0	1	1	7	0	0	2	5	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	8	0	0	0	0
LOC111099568	1763	4	0	0	3	3	7	0	8	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0
LOC111101458	4648	32	42	50	37	57	20	20	50	41	8	7	28	8	2	8	29	49	7	4	25	11	18	5	16	28	25	2	1	8	1
LOC111101457	11521	39	109	49	16	82	46	35	18	35	5	14	21	6	4	10	50	33	5	2	80	16	14	6	58	21	45	8	5	22	2
LOC111100303	48790	6	2	10	3	13	3	3	7	2	3	0	3	0	0	1	3	4	3	0	5	3	2	0	6	0	3	2	0	2	1
LOC111100308	35807	3	2	2	0	3	1	2	2	1	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0
LOC111101933	6057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100306	19248	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100307	6900	5	1	1	6	6	4	4	2	18	1	0	0	2	0	1	10	2	4	0	12	1	4	0	11	3	1	0	0	0	0
LOC111101934	20027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100305	69921	194	216	192	114	151	148	135	169	248	39	39	124	54	12	59	220	219	41	15	205	59	54	30	263	107	104	69	44	81	12
LOC111100310	471	0	0	0	0	0	0	5	1	2	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0
LOC111101936	734	55	1	2	0	0	1	0	5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	26	0
LOC111100304	76194	4	11	14	5	7	8	24	4	11	7	2	9	9	4	3	4	36	2	0	30	2	11	1	10	13	7	3	8	2	1
LOC111100309	1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101937	32740	3	4	1	1	1	1	1	1	1	0	1	0	1	0	0	2	2	0	0	1	0	1	0	1	1	0	1	0	0	0
LOC111100064	48324	55	8	11	6	23	7	2	13	2	4	0	14	1	0	2	13	9	1	3	4	19	7	3	3	4	1	2	0	22	1
LOC111099664	13862	152	169	122	90	85	128	91	95	155	23	14	78	22	3	30	139	120	33	8	149	32	30	15	168	56	78	64	4	54	4
LOC111101938	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099467	2401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100133	8434	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	7	0	1	1	0	0	0	0	0	0	4	0	0	0	0
LOC111101184	42479	0	0	4	0	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101186	6216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101187	6041	28	22	14	8	17	23	5	14	11	4	1	18	2	2	2	19	11	2	4	18	3	5	3	9	10	5	2	1	17	0
LOC111099464	9395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101157	7443	20	10	10	1	38	46	5	42	5	4	2	22	2	0	1	49	4	3	3	10	2	15	1	9	2	6	20	0	11	0
LOC111100311	55805	438	344	184	316	481	483	153	324	230	108	26	187	37	21	58	374	216	47	13	284	89	122	24	262	187	136	101	47	221	49
LOC111102233	6413	0	0	1	9	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0
LOC111099769	2622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102296	13645	7	5	8	5	6	7	3	1	3	0	0	2	0	0	2	2	0	0	0	9	0	1	0	4	1	0	0	0	2	0
LOC111101439	3719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100389	3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100391	5100	14	0	5	4	18	6	10	9	5	7	4	4	1	2	4	8	17	3	1	12	1	3	0	19	5	9	1	0	8	1
LOC111100390	4358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101570	2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099570	4230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099945	6511	46	40	73	25	63	64	32	56	26	13	16	25	11	3	8	69	107	10	3	54	10	16	7	39	38	38	20	1	23	1
LOC111101939	4789	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101940	2026	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099603	81607	660	456	303	269	559	430	201	385	312	120	46	216	60	24	97	386	351	115	48	397	126	132	36	273	248	158	102	82	239	5
LOC111101941	1545	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101942	15083	98	80	58	33	5	19	21	44	16	8	8	31	4	5	10	53	31	5	1	19	7	24	6	24	25	11	8	19	37	1
LOC111101056	3813	1	2	2	1	2	4	0	6	8	0	0	1	0	0	0	4	2	1	0	2	1	3	0	0	1	1	1	0	1	0
LOC111101057	6135	1	0	1	1	1	1	0	2	0	1	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	1	0	1	1	0
LOC111101058	7249	138	22	4	1	5	0	7	11	5	1	6	4	9	0	0	8	4	0	0	8	1	2	1	11	6	96	1	0	4	0
LOC111101836	4646	70	19	31	26	40	31	7	56	22	21	4	15	1	2	9	49	31	6	2	48	3	19	4	20	18	46	3	1	28	2
LOC111101943	26372	741	778	496	357	687	729	267	961	480	144	74	292	70	49	100	596	894	136	33	423	218	197	46	443	260	312	150	144	609	271
LOC111101401	18457	9	1	8	14	8	3	16	18	17	2	0	1	5	1	4	6	34	2	0	7	5	6	1	45	19	13	3	0	2	1
LOC111100312	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100403	503715	436	388	313	163	615	563	162	295	338	93	40	215	27	18	73	279	451	72	11	400	99	153	41	362	232	171	74	41	316	26
LOC111100450	3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100456	7631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100424	109837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100406	142758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100441	29620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100454	2774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100436	18807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100420	57357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101944	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100433	2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100445	2744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100413	364156	45	72	93	41	65	21	45	57	59	9	10	40	7	4	12	100	67	31	1	75	25	12	6	70	62	45	15	8	10	0
LOC111100426	147815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100455	13344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100423	10716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100431	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100421	12293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100447	2093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100416	9311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100448	2858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100440	13588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100399	62632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100434	4677	0	2	0	0	10	0	0	0	0	0	1	8	1	2	0	0	8	0	0	0	2	0	0	4	0	2	5	0	0	0
LOC111100428	23258	0	0	3	0	3	0	0	0	0	0	2	0	0	0	0	0	5	1	0	1	0	0	1	1	0	0	0	0	0	0
LOC111100405	5398	4	0	2	1	2	6	4	3	1	2	1	0	0	0	0	2	1	0	0	9	0	0	1	3	1	0	0	0	1	0
LOC111100402	24363	188	128	109	96	191	182	48	118	109	44	10	76	9	6	18	147	91	23	7	112	33	43	7	89	64	43	36	23	67	2
LOC111100407	59572	24	45	18	13	52	62	10	16	34	9	1	17	3	2	5	36	11	5	1	15	7	9	2	23	16	8	9	20	30	0
LOC111100438	6581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100461	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100409	18867	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
LOC111100458	14055	57	99	56	28	95	4	11	8	7	11	5	3	7	0	7	4	29	10	1	45	9	2	7	7	21	7	12	1	2	1
LOC111101945	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101947	1645	49	46	16	12	33	45	9	38	19	3	0	29	7	2	4	29	33	4	1	21	18	7	4	17	25	6	5	4	13	3
LOC111100419	175004	80	89	113	51	72	58	52	62	83	43	10	52	25	5	41	88	72	21	10	80	29	53	12	137	60	46	29	16	35	4
LOC111101948	1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101949	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100422	11285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100446	2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100417	8690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100449	2845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101950	1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101951	3097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100452	1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101952	1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100398	58612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101953	3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100462	5932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100410	19865	189	88	34	57	80	89	37	50	67	32	12	51	11	4	26	72	61	13	3	70	19	23	7	105	52	31	35	48	47	5
LOC111101954	2719	31	48	24	12	61	25	25	25	71	9	6	12	8	1	14	54	55	8	2	38	19	13	7	92	32	56	30	0	5	0
LOC111100437	4753	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LOC111100427	19256	14	1	2	3	13	10	8	8	3	4	0	2	0	0	2	5	8	2	0	10	3	3	0	8	2	6	2	1	4	0
LOC111100404	6071	3	2	1	0	1	2	3	5	1	0	1	0	2	0	2	1	3	0	0	3	0	0	0	2	0	2	0	0	1	0
LOC111100408	29184	116	94	71	55	128	110	45	103	84	33	14	68	13	6	16	117	80	14	6	83	24	40	13	95	66	44	26	52	97	6
LOC111100442	6724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100418	20279	1	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0
LOC111100432	4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100414	8991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
LOC111101955	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100457	4160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100425	8204	42	18	16	10	17	19	4	15	21	2	2	14	1	1	7	23	22	7	0	19	5	7	2	15	7	10	5	3	8	1
LOC111101956	2380	26	1	0	0	0	0	0	2	1	1	1	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
LOC111100453	2508	0	7	0	0	1	0	0	0	0	1	1	0	0	0	8	0	0	0	0	0	0	0	4	0	5	1	0	0	0	0
LOC111100463	2985	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100443	5312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100412	27227	36	46	20	14	63	36	17	13	45	9	0	24	2	1	9	20	25	4	1	29	7	14	2	21	22	13	16	3	7	2
LOC111100459	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100415	20698	18	13	17	8	20	16	7	11	8	3	1	13	3	2	6	16	10	6	0	22	5	5	0	12	11	22	3	5	6	1
LOC111100464	521	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100400	15333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100411	6724	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101957	5179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC111101958	13234	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100401	39584	523	455	352	206	375	355	178	379	332	100	33	221	21	14	70	241	296	73	12	335	120	125	36	248	187	160	114	52	203	5
LOC111100429	1997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100451	8980	11	66	29	12	51	41	23	25	27	10	7	7	7	3	8	19	39	6	3	23	12	7	2	44	13	23	8	1	5	106
LOC111101959	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100460	1113	61	49	33	4	6	15	6	26	52	4	1	12	8	3	3	38	46	4	2	2	18	3	0	25	14	17	2	0	16	0
LOC111100430	11970	147	185	119	111	143	183	68	129	123	66	31	101	21	13	43	123	164	20	9	96	70	43	10	179	117	81	42	14	64	3
LOC111101960	1593	10	10	3	1	9	6	1	4	2	0	1	3	0	0	0	2	3	3	0	5	1	1	0	3	6	1	0	0	5	0
LOC111101961	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101627	3117	9	4	9	0	1	10	4	15	8	5	0	8	0	0	1	0	0	8	0	2	1	0	0	6	1	0	0	7	1	0
LOC111101562	10759	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101962	7168	2	0	3	0	1	2	1	0	4	1	0	1	0	0	0	4	1	1	0	4	0	0	0	12	1	1	2	0	1	0
LOC111101550	235499	133	88	100	56	151	115	35	122	97	30	7	59	15	4	17	140	77	8	12	84	10	23	7	107	35	34	34	28	37	1
LOC111101546	18408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101561	8654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101547	6880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101549	79569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101558	3717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101555	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101545	21466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101563	1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101565	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101557	3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111101543	16541	31	47	30	23	49	40	11	13	18	8	2	19	2	4	10	24	18	8	0	36	10	7	6	21	13	18	14	2	13	5
LOC111101541	39813	643	558	486	245	603	636	247	554	422	95	50	252	53	38	84	561	468	92	32	420	115	204	49	398	268	221	173	178	228	6
