From	To
LOC111120136	111120136
LOC111122797	111122797
LOC111120139	111120139
LOC111134770	111134770
LOC111133415	111133415
LOC111134748	111134748
LOC111121430	111121430
LOC111120101	111120101
LOC111121435	111121435
LOC111120103	111120103
LOC111120106	111120106
LOC111121438	111121438
LOC111120105	111120105
LOC111121436	111121436
LOC111119147	111119147
LOC111122768	111122768
LOC111119145	111119145
LOC111134751	111134751
LOC111108489	111108489
LOC111134756	111134756
LOC111107159	111107159
LOC111133428	111133428
LOC111122773	111122773
LOC111120111	111120111
LOC111120113	111120113
LOC111120112	111120112
LOC111121443	111121443
LOC111120117	111120117
LOC111119138	111119138
LOC111121447	111121447
LOC111120118	111120118
LOC111119135	111119135
LOC111110596	111110596
LOC111135899	111135899
LOC111134568	111134568
LOC111110597	111110597
LOC111122581	111122581
LOC111108271	111108271
LOC111121254	111121254
LOC111121255	111121255
LOC111122587	111122587
LOC111135891	111135891
LOC111134561	111134561
LOC111134560	111134560
LOC111135890	111135890
LOC111134574	111134574
LOC111134577	111134577
LOC111133246	111133246
LOC111108268	111108268
LOC111134579	111134579
LOC111109592	111109592
LOC111121262	111121262
LOC111108262	111108262
LOC111121266	111121266
LOC111121267	111121267
LOC111134570	111134570
LOC111134572	111134572
LOC111133241	111133241
LOC111133240	111133240
LOC111134540	111134540
LOC111133212	111133212
LOC111135872	111135872
LOC111133214	111133214
LOC111134544	111134544
LOC111134546	111134546
LOC111133217	111133217
LOC111108291	111108291
LOC111123891	111123891
LOC111108295	111108295
LOC111123892	111123892
LOC111123898	111123898
LOC111121238	111121238
LOC111133221	111133221
LOC111108287	111108287
LOC111133222	111133222
LOC111133224	111133224
LOC111135886	111135886
LOC111133229	111133229
LOC111134559	111134559
LOC111108282	111108282
LOC111122578	111122578
LOC111135880	111135880
LOC111133275	111133275
LOC111133277	111133277
LOC111121291	111121291
LOC111104713	111104713
LOC111121296	111121296
LOC111133274	111133274
LOC111133289	111133289
LOC111133288	111133288
LOC111104702	111104702
LOC111133281	111133281
LOC111133280	111133280
LOC111133282	111133282
LOC111133285	111133285
LOC111134585	111134585
LOC111133259	111133259
LOC111121273	111121273
LOC111121275	111121275
LOC111103402	111103402
LOC111103400	111103400
LOC111134580	111134580
LOC111103407	111103407
LOC111134596	111134596
LOC111099882	111099882
LOC111134595	111134595
LOC111099886	111099886
LOC111134599	111134599
LOC111121280	111121280
LOC111099887	111099887
LOC111121283	111121283
LOC111134592	111134592
LOC111133261	111133261
LOC111133260	111133260
LOC111134594	111134594
LOC111133262	111133262
LOC111115405	111115405
LOC111115406	111115406
LOC111103420	111103420
LOC111128725	111128725
LOC111128721	111128721
LOC111103422	111103422
LOC111103429	111103429
LOC111127406	111127406
LOC111103414	111103414
LOC111127404	111127404
LOC111128734	111128734
LOC111133298	111133298
LOC111115426	111115426
LOC111115424	111115424
LOC111104779	111104779
LOC111103448	111103448
LOC111128700	111128700
LOC111104775	111104775
LOC111103444	111103444
LOC111133290	111133290
LOC111115421	111115421
LOC111133291	111133291
LOC111133294	111133294
LOC111133296	111133296
LOC111133295	111133295
LOC111128709	111128709
LOC111115416	111115416
LOC111116747	111116747
LOC111103430	111103430
LOC111103436	111103436
LOC111104767	111104767
LOC111103434	111103434
LOC111128711	111128711
LOC111128713	111128713
LOC111128712	111128712
LOC111116779	111116779
LOC111115444	111115444
LOC111116776	111116776
LOC111102132	111102132
LOC111128762	111128762
LOC111127431	111127431
LOC111128761	111128761
LOC111126102	111126102
LOC111127434	111127434
LOC111128766	111128766
LOC111103465	111103465
LOC111128768	111128768
LOC111126106	111126106
LOC111114110	111114110
LOC111115441	111115441
LOC111115437	111115437
LOC111115433	111115433
LOC111103452	111103452
LOC111103453	111103453
LOC111104783	111104783
LOC111126111	111126111
LOC111103450	111103450
LOC111126112	111126112
LOC111103451	111103451
LOC111104781	111104781
LOC111126113	111126113
LOC111104789	111104789
LOC111102125	111102125
LOC111126114	111126114
LOC111127446	111127446
LOC111103484	111103484
LOC111103482	111103482
LOC111103480	111103480
LOC111128748	111128748
LOC111103489	111103489
LOC111128743	111128743
LOC111127414	111127414
LOC111128746	111128746
LOC111115460	111115460
LOC111114126	111114126
LOC111103474	111103474
LOC111128753	111128753
LOC111127422	111127422
LOC111127427	111127427
LOC111128759	111128759
LOC111128758	111128758
LOC111103479	111103479
LOC111128754	111128754
LOC111102146	111102146
LOC111128756	111128756
LOC111115452	111115452
LOC111115454	111115454
LOC111138129	111138129
LOC111138126	111138126
LOC111126145	111126145
LOC111127477	111127477
LOC111126140	111126140
LOC111126147	111126147
LOC111127478	111127478
LOC111126149	111126149
LOC111114153	111114153
LOC111138125	111138125
LOC111138124	111138124
LOC111138122	111138122
LOC111115479	111115479
LOC111103497	111103497
LOC111126155	111126155
LOC111127486	111127486
LOC111102163	111102163
LOC111126156	111126156
LOC111103495	111103495
LOC111127488	111127488
LOC111127482	111127482
LOC111126159	111126159
LOC111103498	111103498
LOC111103499	111103499
LOC111138104	111138104
LOC111126123	111126123
LOC111126124	111126124
LOC111127455	111127455
LOC111127450	111127450
LOC111126129	111126129
LOC111114176	111114176
LOC111114175	111114175
LOC111114173	111114173
LOC111138116	111138116
LOC111128794	111128794
LOC111126134	111126134
LOC111127465	111127465
LOC111128797	111128797
LOC111102183	111102183
LOC111128793	111128793
LOC111126131	111126131
LOC111126136	111126136
LOC111126137	111126137
LOC111126138	111126138
LOC111127469	111127469
LOC111138114	111138114
LOC111138112	111138112
LOC111123909	111123909
LOC111126184	111126184
LOC111126186	111126186
LOC111123910	111123910
LOC111109608	111109608
LOC111123917	111123917
LOC111138167	111138167
LOC111114195	111114195
LOC111135900	111135900
LOC111135903	111135903
LOC111123921	111123921
LOC111114186	111114186
LOC111109620	111109620
LOC111127491	111127491
LOC111109622	111109622
LOC111126165	111126165
LOC111127498	111127498
LOC111126161	111126161
LOC111127492	111127492
LOC111110619	111110619
LOC111138142	111138142
LOC111138141	111138141
LOC111109627	111109627
LOC111109629	111109629
LOC111138145	111138145
LOC111138159	111138159
LOC111110600	111110600
LOC111126177	111126177
LOC111110603	111110603
LOC111110601	111110601
LOC111123900	111123900
LOC111123907	111123907
LOC111123904	111123904
LOC111099870	111099870
LOC111108310	111108310
LOC111108312	111108312
LOC111134602	111134602
LOC111135930	111135930
LOC111110631	111110631
LOC111108314	111108314
LOC111135936	111135936
LOC111110637	111110637
LOC111110636	111110636
LOC111134608	111134608
LOC111134609	111134609
LOC111123958	111123958
LOC111123956	111123956
LOC111109649	111109649
LOC111123959	111123959
LOC111135941	111135941
LOC111108304	111108304
LOC111134612	111134612
LOC111108303	111108303
LOC111135947	111135947
LOC111134614	111134614
LOC111134616	111134616
LOC111135946	111135946
LOC111135949	111135949
LOC111110628	111110628
LOC111123961	111123961
LOC111123960	111123960
LOC111121302	111121302
LOC111123962	111123962
LOC111121306	111121306
LOC111108305	111108305
LOC111122636	111122636
LOC111108307	111108307
LOC111108309	111108309
LOC111122639	111122639
LOC111135910	111135910
LOC111109666	111109666
LOC111135911	111135911
LOC111108336	111108336
LOC111135914	111135914
LOC111110659	111110659
LOC111110658	111110658
LOC111135912	111135912
LOC111109660	111109660
LOC111138181	111138181
LOC111122604	111122604
LOC111138185	111138185
LOC111107009	111107009
LOC111138184	111138184
LOC111122603	111122603
LOC111123938	111123938
LOC111122606	111122606
LOC111109650	111109650
LOC111111975	111111975
LOC111111970	111111970
LOC111135925	111135925
LOC111111976	111111976
LOC111111977	111111977
LOC111138191	111138191
LOC111109659	111109659
LOC111138196	111138196
LOC111135972	111135972
LOC111108353	111108353
LOC111135973	111135973
LOC111108352	111108352
LOC111108355	111108355
LOC111110677	111110677
LOC111108356	111108356
LOC111134646	111134646
LOC111108359	111108359
LOC111135975	111135975
LOC111119008	111119008
LOC111108358	111108358
LOC111134647	111134647
LOC111134649	111134649
LOC111109680	111109680
LOC111108351	111108351
LOC111123994	111123994
LOC111120003	111120003
LOC111123998	111123998
LOC111122666	111122666
LOC111123997	111123997
LOC111107029	111107029
LOC111134650	111134650
LOC111111995	111111995
LOC111135981	111135981
LOC111110660	111110660
LOC111135982	111135982
LOC111109674	111109674
LOC111107014	111107014
LOC111109677	111109677
LOC111110665	111110665
LOC111108348	111108348
LOC111134659	111134659
LOC111133328	111133328
LOC111134658	111134658
LOC111133327	111133327
LOC111099822	111099822
LOC111111998	111111998
LOC111120010	111120010
LOC111122674	111122674
LOC111120014	111120014
LOC111121347	111121347
LOC111120016	111120016
LOC111120015	111120015
LOC111121349	111121349
LOC111135980	111135980
LOC111134622	111134622
LOC111108379	111108379
LOC111134621	111134621
LOC111107048	111107048
LOC111135952	111135952
LOC111134625	111134625
LOC111134629	111134629
LOC111108370	111108370
LOC111119021	111119021
LOC111119020	111119020
LOC111123971	111123971
LOC111122641	111122641
LOC111123970	111123970
LOC111121313	111121313
LOC111122645	111122645
LOC111123973	111123973
LOC111122648	111122648
LOC111121318	111121318
LOC111123979	111123979
LOC111122649	111122649
LOC111121319	111121319
LOC111119022	111119022
LOC111135962	111135962
LOC111110682	111110682
LOC111134630	111134630
LOC111134633	111134633
LOC111133302	111133302
LOC111133301	111133301
LOC111135966	111135966
LOC111134635	111134635
LOC111133304	111133304
LOC111135963	111135963
LOC111134634	111134634
LOC111108369	111108369
LOC111135969	111135969
LOC111135967	111135967
LOC111134638	111134638
LOC111109690	111109690
LOC111109693	111109693
LOC111099803	111099803
LOC111122651	111122651
LOC111121321	111121321
LOC111123982	111123982
LOC111121324	111121324
LOC111121322	111121322
LOC111123985	111123985
LOC111121323	111121323
LOC111119018	111119018
LOC111119016	111119016
LOC111119015	111119015
LOC111119012	111119012
LOC111132264	111132264
LOC111132265	111132265
LOC111132267	111132267
LOC111132268	111132268
LOC111119285	111119285
LOC111119284	111119284
LOC111103700	111103700
LOC111119282	111119282
LOC111119281	111119281
LOC111120288	111120288
LOC111119280	111119280
LOC111103707	111103707
LOC111120292	111120292
LOC111119272	111119272
LOC111120299	111120299
LOC111133575	111133575
LOC111133574	111133574
LOC111133577	111133577
LOC111132246	111132246
LOC111121591	111121591
LOC111121592	111121592
LOC111120267	111120267
LOC111120266	111120266
LOC111121597	111121597
LOC111120273	111120273
LOC111119290	111119290
LOC111115725	111115725
LOC111115720	111115720
LOC111102413	111102413
LOC111115713	111115713
LOC111115715	111115715
LOC111127724	111127724
LOC111103736	111103736
LOC111127725	111127725
LOC111127723	111127723
LOC111127729	111127729
LOC111115742	111115742
LOC111115741	111115741
LOC111115744	111115744
LOC111115743	111115743
LOC111102436	111102436
LOC111101101	111101101
LOC111103765	111103765
LOC111115740	111115740
LOC111102426	111102426
LOC111132291	111132291
LOC111132292	111132292
LOC111127708	111127708
LOC111115768	111115768
LOC111138403	111138403
LOC111115769	111115769
LOC111102451	111102451
LOC111101121	111101121
LOC111101120	111101120
LOC111127757	111127757
LOC111126428	111126428
LOC111101123	111101123
LOC111101122	111101122
LOC111103787	111103787
LOC111138412	111138412
LOC111115755	111115755
LOC111115754	111115754
LOC111101110	111101110
LOC111126432	111126432
LOC111125101	111125101
LOC111125100	111125100
LOC111102448	111102448
LOC111125105	111125105
LOC111127769	111127769
LOC111103778	111103778
LOC111102444	111102444
LOC111101114	111101114
LOC111125107	111125107
LOC111101113	111101113
LOC111127767	111127767
LOC111115751	111115751
LOC111101119	111101119
LOC111114459	111114459
LOC111113129	111113129
LOC111114456	111114456
LOC111102474	111102474
LOC111101148	111101148
LOC111127738	111127738
LOC111126401	111126401
LOC111102475	111102475
LOC111126402	111126402
LOC111102476	111102476
LOC111114451	111114451
LOC111114450	111114450
LOC111113121	111113121
LOC111113116	111113116
LOC111115775	111115775
LOC111115774	111115774
LOC111113114	111113114
LOC111103793	111103793
LOC111103794	111103794
LOC111103792	111103792
LOC111126410	111126410
LOC111103799	111103799
LOC111101139	111101139
LOC111127743	111127743
LOC111101135	111101135
LOC111102495	111102495
LOC111125130	111125130
LOC111101165	111101165
LOC111127795	111127795
LOC111125138	111125138
LOC111125137	111125137
LOC111127798	111127798
LOC111127799	111127799
LOC111101168	111101168
LOC111138440	111138440
LOC111114473	111114473
LOC111114474	111114474
LOC111138442	111138442
LOC111114471	111114471
LOC111137111	111137111
LOC111137126	111137126
LOC111113134	111113134
LOC111113135	111113135
LOC111114465	111114465
LOC111113136	111113136
LOC111101152	111101152
LOC111125147	111125147
LOC111101156	111101156
LOC111126477	111126477
LOC111126478	111126478
LOC111101158	111101158
LOC111126479	111126479
LOC111101157	111101157
LOC111137120	111137120
LOC111115795	111115795
LOC111115790	111115790
LOC111114498	111114498
LOC111126443	111126443
LOC111125115	111125115
LOC111125113	111125113
LOC111101189	111101189
LOC111101188	111101188
LOC111125117	111125117
LOC111113163	111113163
LOC111113165	111113165
LOC111113166	111113166
LOC111138421	111138421
LOC111113160	111113160
LOC111137106	111137106
LOC111137104	111137104
LOC111137109	111137109
LOC111137108	111137108
LOC111126452	111126452
LOC111127785	111127785
LOC111126450	111126450
LOC111125124	111125124
LOC111101178	111101178
LOC111126455	111126455
LOC111126456	111126456
LOC111127788	111127788
LOC111126458	111126458
LOC111127789	111127789
LOC111138432	111138432
LOC111114482	111114482
LOC111138489	111138489
LOC111109921	111109921
LOC111109920	111109920
LOC111125176	111125176
LOC111110907	111110907
LOC111113180	111113180
LOC111137152	111137152
LOC111137153	111137153
LOC111138482	111138482
LOC111109924	111109924
LOC111113188	111113188
LOC111138488	111138488
LOC111113181	111113181
LOC111138486	111138486
LOC111101190	111101190
LOC111137169	111137169
LOC111101196	111101196
LOC111101191	111101191
LOC111101194	111101194
LOC111137160	111137160
LOC111113174	111113174
LOC111138498	111138498
LOC111113171	111113171
LOC111113173	111113173
LOC111108610	111108610
LOC111126484	111126484
LOC111126487	111126487
LOC111125155	111125155
LOC111125157	111125157
LOC111137130	111137130
LOC111138461	111138461
LOC111108616	111108616
LOC111137133	111137133
LOC111110923	111110923
LOC111125169	111125169
LOC111137141	111137141
LOC111138472	111138472
LOC111109936	111109936
LOC111113198	111113198
LOC111113199	111113199
LOC111108607	111108607
LOC111108609	111108609
LOC111113194	111113194
LOC111113195	111113195
LOC111109961	111109961
LOC111108630	111108630
LOC111109965	111109965
LOC111134920	111134920
LOC111109964	111109964
LOC111134927	111134927
LOC111134926	111134926
LOC111134929	111134929
LOC111134928	111134928
LOC111122940	111122940
LOC111107307	111107307
LOC111108639	111108639
LOC111121616	111121616
LOC111137198	111137198
LOC111134932	111134932
LOC111110946	111110946
LOC111122952	111122952
LOC111108624	111108624
LOC111108626	111108626
LOC111108629	111108629
LOC111108628	111108628
LOC111122919	111122919
LOC111108651	111108651
LOC111125192	111125192
LOC111108654	111108654
LOC111108653	111108653
LOC111108656	111108656
LOC111107325	111107325
LOC111108655	111108655
LOC111110977	111110977
LOC111125199	111125199
LOC111110979	111110979
LOC111107326	111107326
LOC111107328	111107328
LOC111108659	111108659
LOC111137177	111137177
LOC111122929	111122929
LOC111108643	111108643
LOC111108642	111108642
LOC111110961	111110961
LOC111137182	111137182
LOC111121603	111121603
LOC111107315	111107315
LOC111107316	111107316
LOC111137183	111137183
LOC111107318	111107318
LOC111108648	111108648
LOC111107340	111107340
LOC111106010	111106010
LOC111107341	111107341
LOC111107342	111107342
LOC111099995	111099995
LOC111108675	111108675
LOC111110995	111110995
LOC111119328	111119328
LOC111119327	111119327
LOC111107347	111107347
LOC111134967	111134967
LOC111134969	111134969
LOC111099997	111099997
LOC111132307	111132307
LOC111122982	111122982
LOC111120320	111120320
LOC111120321	111120321
LOC111119326	111119326
LOC111121659	111121659
LOC111107349	111107349
LOC111122987	111122987
LOC111108661	111108661
LOC111099980	111099980
LOC111134972	111134972
LOC111134971	111134971
LOC111106001	111106001
LOC111109993	111109993
LOC111107333	111107333
LOC111108665	111108665
LOC111107335	111107335
LOC111132313	111132313
LOC111107336	111107336
LOC111132318	111132318
LOC111132319	111132319
LOC111122996	111122996
LOC111121666	111121666
LOC111122997	111122997
LOC111120335	111120335
LOC111121663	111121663
LOC111119315	111119315
LOC111107337	111107337
LOC111119314	111119314
LOC111107339	111107339
LOC111122998	111122998
LOC111107363	111107363
LOC111107364	111107364
LOC111108698	111108698
LOC111134940	111134940
LOC111108697	111108697
LOC111134942	111134942
LOC111134944	111134944
LOC111120302	111120302
LOC111121630	111121630
LOC111118013	111118013
LOC111118012	111118012
LOC111118011	111118011
LOC111122969	111122969
LOC111119341	111119341
LOC111121639	111121639
LOC111107351	111107351
LOC111106021	111106021
LOC111134950	111134950
LOC111106022	111106022
LOC111107356	111107356
LOC111099960	111099960
LOC111119338	111119338
LOC111134953	111134953
LOC111099968	111099968
LOC111122970	111122970
LOC111120311	111120311
LOC111118006	111118006
LOC111121647	111121647
LOC111118005	111118005
LOC111121645	111121645
LOC111133672	111133672
LOC111107387	111107387
LOC111131012	111131012
LOC111132344	111132344
LOC111099956	111099956
LOC111119362	111119362
LOC111118030	111118030
LOC111119361	111119361
LOC111119360	111119360
LOC111119369	111119369
LOC111119368	111119368
LOC111119366	111119366
LOC111119365	111119365
LOC111133682	111133682
LOC111106044	111106044
LOC111133687	111133687
LOC111099941	111099941
LOC111106048	111106048
LOC111132357	111132357
LOC111131026	111131026
LOC111106049	111106049
LOC111099945	111099945
LOC111131029	111131029
LOC111106040	111106040
LOC111118027	111118027
LOC111119358	111119358
LOC111118026	111118026
LOC111119357	111119357
LOC111118023	111118023
LOC111106076	111106076
LOC111133651	111133651
LOC111132325	111132325
LOC111099932	111099932
LOC111103801	111103801
LOC111121672	111121672
LOC111119383	111119383
LOC111119382	111119382
LOC111118050	111118050
LOC111099928	111099928
LOC111120341	111120341
LOC111121674	111121674
LOC111120345	111120345
LOC111103805	111103805
LOC111103803	111103803
LOC111107395	111107395
LOC111132332	111132332
LOC111106068	111106068
LOC111134995	111134995
LOC111131003	111131003
LOC111134997	111134997
LOC111099923	111099923
LOC111132337	111132337
LOC111134999	111134999
LOC111132338	111132338
LOC111131007	111131007
LOC111106061	111106061
LOC111107393	111107393
LOC111107394	111107394
LOC111119372	111119372
LOC111099918	111099918
LOC111120358	111120358
LOC111118047	111118047
LOC111119377	111119377
LOC111119376	111119376
LOC111119375	111119375
LOC111133474	111133474
LOC111133476	111133476
LOC111132146	111132146
LOC111133477	111133477
LOC111132147	111132147
LOC111120160	111120160
LOC111121492	111121492
LOC111107182	111107182
LOC111121490	111121490
LOC111121491	111121491
LOC111120164	111120164
LOC111121494	111121494
LOC111120165	111120165
LOC111119161	111119161
LOC111121495	111121495
LOC111120168	111120168
LOC111120167	111120167
LOC111121498	111121498
LOC111133471	111133471
LOC111107175	111107175
LOC111132155	111132155
LOC111132158	111132158
LOC111107171	111107171
LOC111119152	111119152
LOC111119159	111119159
LOC111132121	111132121
LOC111134785	111134785
LOC111134784	111134784
LOC111132123	111132123
LOC111134786	111134786
LOC111119185	111119185
LOC111119184	111119184
LOC111121472	111121472
LOC111120143	111120143
LOC111121473	111121473
LOC111119182	111119182
LOC111121477	111121477
LOC111103605	111103605
LOC111119188	111119188
LOC111134794	111134794
LOC111134793	111134793
LOC111132132	111132132
LOC111134795	111134795
LOC111132138	111132138
LOC111107192	111107192
LOC111121481	111121481
LOC111107193	111107193
LOC111107194	111107194
LOC111116905	111116905
LOC111119175	111119175
LOC111120154	111120154
LOC111119172	111119172
LOC111119170	111119170
LOC111120159	111120159
LOC111120158	111120158
LOC111121488	111121488
LOC111119177	111119177
LOC111119176	111119176
LOC111134791	111134791
LOC111132189	111132189
LOC111103625	111103625
LOC111103626	111103626
LOC111103623	111103623
LOC111132180	111132180
LOC111103629	111103629
LOC111103614	111103614
LOC111128934	111128934
LOC111119195	111119195
LOC111119194	111119194
LOC111127606	111127606
LOC111128931	111128931
LOC111119190	111119190
LOC111132192	111132192
LOC111103618	111103618
LOC111127607	111127607
LOC111132193	111132193
LOC111127608	111127608
LOC111115624	111115624
LOC111132167	111132167
LOC111115628	111115628
