gene_id,logP
LOC111107449,-3.21038697893212
LOC111106171,NA
LOC111106172,NA
LOC111106170,NA
LOC111106168,NA
LOC111108441,NA
LOC111105728,0
LOC111109993,0
LOC111107450,0
LOC111105763,0
LOC111108689,NA
LOC111106190,NA
LOC111106762,NA
LOC111106763,NA
LOC111106714,NA
LOC111106991,NA
LOC111105731,NA
LOC111106783,NA
LOC111106784,NA
LOC111107451,NA
LOC111106780,NA
LOC111106786,NA
LOC111106785,0
LOC111106782,NA
LOC111106781,NA
LOC111110598,NA
LOC111110397,NA
LOC111107452,NA
LOC111107453,NA
LOC111107454,NA
LOC111108286,NA
LOC111108292,NA
LOC111108293,NA
LOC111108284,NA
LOC111108291,0
LOC111108289,NA
LOC111108294,NA
LOC111107456,NA
LOC111108290,0
LOC111108288,NA
LOC111108285,NA
LOC111110560,0
LOC111110561,NA
LOC111110562,NA
LOC111107435,NA
LOC111108500,NA
LOC111108499,NA
LOC111110061,NA
LOC111108131,NA
LOC111108129,0
LOC111105724,-7.65865540195427
LOC111109925,NA
LOC111109791,NA
LOC111110638,NA
LOC111110637,0
LOC111108189,-0.506995468941543
LOC111107079,NA
LOC111108030,0
LOC111107457,NA
LOC111108031,NA
LOC111108036,NA
LOC111108033,0
LOC111107458,NA
LOC111108035,NA
LOC111108032,NA
LOC111108034,NA
LOC111107459,NA
LOC111107460,NA
LOC111109625,NA
LOC111110148,0
LOC111106729,NA
LOC111107010,NA
LOC111110418,NA
LOC111106861,NA
LOC111106862,0
LOC111106859,0
LOC111108483,NA
LOC111108482,0
LOC111110123,NA
LOC111107461,NA
LOC111107464,NA
LOC111107465,NA
LOC111106175,NA
LOC111110346,0
LOC111107466,NA
LOC111110420,NA
LOC111107331,NA
LOC111106963,NA
LOC111110642,0
LOC111110324,NA
LOC111110323,NA
LOC111106229,NA
LOC111107467,NA
LOC111106758,NA
LOC111106749,0
LOC111106761,NA
LOC111106751,NA
LOC111107468,NA
LOC111106757,NA
LOC111106754,-0.408114274962992
LOC111106755,0
LOC111106752,0
LOC111106759,NA
LOC111107470,NA
LOC111106750,0
LOC111106760,NA
LOC111106461,NA
LOC111108206,0
LOC111106051,0
LOC111106386,0
LOC111106388,NA
LOC111107471,NA
LOC111107472,NA
LOC111107473,NA
LOC111110646,NA
LOC111107474,NA
LOC111109781,NA
LOC111105808,NA
LOC111110381,NA
LOC111110587,NA
LOC111107476,0
LOC111105793,NA
LOC111107505,NA
LOC111110467,0
LOC111106589,NA
LOC111106591,NA
LOC111106590,NA
LOC111107566,0
LOC111107567,NA
LOC111107568,NA
LOC111109765,NA
LOC111110581,NA
LOC111106165,NA
LOC111107477,NA
LOC111110436,NA
LOC111106405,NA
LOC111106401,0
LOC111106407,NA
LOC111106402,0
LOC111106404,NA
LOC111106406,NA
LOC111106400,0
LOC111107478,0
LOC111106701,0
LOC111106789,NA
LOC111108472,0
LOC111108471,NA
LOC111109693,-0.694189170015648
LOC111107406,0
LOC111107407,NA
LOC111107404,0
LOC111107408,NA
LOC111105849,NA
LOC111110591,NA
LOC111105898,0
LOC111110258,0
LOC111110457,NA
LOC111108108,0
LOC111110244,0
LOC111109962,NA
LOC111110278,NA
LOC111110120,NA
LOC111106198,NA
LOC111109615,NA
LOC111107503,NA
LOC111109614,NA
LOC111107052,NA
LOC111110655,NA
LOC111108422,NA
LOC111108421,NA
LOC111108420,0
LOC111106323,NA
LOC111107746,NA
LOC111106710,NA
LOC111109285,NA
LOC111109831,NA
LOC111109866,NA
LOC111109538,NA
LOC111109630,NA
LOC111110330,NA
LOC111109316,0
LOC111109733,NA
LOC111109732,0
LOC111108638,NA
LOC111106896,NA
LOC111109598,NA
LOC111105675,NA
LOC111106511,NA
LOC111107834,NA
LOC111107837,NA
LOC111107838,NA
LOC111107839,NA
LOC111107835,NA
LOC111108748,NA
LOC111107511,0
LOC111106205,-0.286736476325568
LOC111108409,NA
LOC111108410,NA
LOC111110678,NA
LOC111107515,NA
LOC111110521,NA
LOC111110488,NA
LOC111107238,NA
LOC111107242,NA
LOC111107241,NA
LOC111107240,0
LOC111110582,0
LOC111107535,NA
LOC111107516,NA
LOC111109522,-0.383045435701307
LOC111109523,0
LOC111107517,NA
LOC111106148,NA
LOC111110301,0
LOC111110302,NA
LOC111110630,NA
LOC111107525,NA
LOC111105770,NA
LOC111110483,NA
LOC111110108,NA
LOC111107427,0
LOC111107425,NA
LOC111107426,NA
LOC111107428,0
LOC111106307,NA
LOC111106055,NA
LOC111110177,0
LOC111106555,NA
LOC111110229,NA
LOC111110230,NA
LOC111105831,0
LOC111109471,0
LOC111109474,NA
LOC111106876,NA
LOC111108726,0
LOC111110412,NA
LOC111108760,NA
LOC111106989,0
LOC111110635,NA
LOC111107526,NA
LOC111110600,0
LOC111107527,NA
LOC111109039,NA
LOC111107102,NA
LOC111107529,NA
LOC111107758,0
LOC111107530,0
LOC111107785,NA
LOC111107784,NA
LOC111107531,NA
LOC111105739,NA
LOC111110263,NA
LOC111110329,NA
LOC111108710,NA
LOC111107532,NA
LOC111107533,NA
LOC111108766,NA
LOC111110536,NA
LOC111109576,0
LOC111109757,NA
LOC111109849,NA
LOC111107431,NA
LOC111107432,0
LOC111107429,NA
LOC111107534,NA
LOC111106380,NA
LOC111106112,0
LOC111106573,NA
LOC111109592,0
LOC111110623,0
LOC111107536,NA
LOC111110193,NA
LOC111106699,NA
LOC111108354,NA
LOC111110307,NA
LOC111107735,NA
LOC111107741,NA
LOC111107734,NA
LOC111107739,NA
LOC111107537,NA
LOC111107744,NA
LOC111107743,NA
LOC111107737,NA
LOC111107742,NA
LOC111107738,NA
LOC111107539,NA
LOC111109950,NA
LOC111109948,NA
LOC111109949,NA
LOC111109947,NA
LOC111110236,NA
Trnae-uuc_6,NA
LOC111107540,NA
LOC111110150,0
LOC111106304,0
LOC111110685,0
LOC111110684,NA
LOC111110446,0
LOC111110448,-0.419309175715522
LOC111110447,NA
LOC111108191,0
LOC111110132,-0.100695626703343
LOC111110608,0
LOC111109503,0
LOC111109502,0
LOC111106610,0
LOC111106242,NA
LOC111109926,NA
LOC111106145,NA
LOC111107541,NA
LOC111106113,NA
LOC111107314,NA
LOC111106612,NA
LOC111106611,NA
LOC111110442,0
LOC111106905,0
LOC111110573,NA
LOC111106604,NA
LOC111106773,-2.07203977711431
LOC111107396,NA
LOC111106807,NA
LOC111110419,NA
LOC111108419,NA
LOC111108417,NA
LOC111108416,NA
LOC111110023,NA
LOC111109710,NA
Trnae-uuc_7,NA
LOC111107544,NA
LOC111106827,0
LOC111106239,0
LOC111107071,0
LOC111106429,NA
LOC111109880,NA
LOC111109881,0
LOC111108456,0
LOC111110648,0
LOC111107127,-0.323154434621433
LOC111107126,0
LOC111107124,0
LOC111107125,0
LOC111108431,NA
LOC111106654,NA
LOC111108406,NA
LOC111105729,NA
LOC111105730,0
LOC111109937,NA
LOC111110135,NA
LOC111108474,NA
LOC111109790,NA
LOC111105765,NA
LOC111110441,NA
LOC111105774,0
LOC111105773,0
LOC111110339,NA
LOC111106545,NA
LOC111110634,NA
LOC111105787,NA
LOC111105737,NA
LOC111107208,0
LOC111107211,NA
LOC111107212,0
LOC111107210,NA
LOC111107209,NA
LOC111110231,NA
LOC111110232,NA
LOC111107553,NA
LOC111108640,-0.20845061866917
LOC111108639,0
LOC111107561,NA
LOC111110310,NA
LOC111110639,NA
LOC111107562,NA
LOC111106779,NA
LOC111107563,NA
LOC111106328,NA
LOC111107564,NA
LOC111106343,NA
LOC111109878,NA
LOC111105744,NA
LOC111109469,0
LOC111107565,0
LOC111109552,NA
LOC111109633,0
LOC111109936,0
LOC111106256,NA
LOC111108377,NA
LOC111106247,NA
LOC111107133,NA
LOC111107134,NA
LOC111107569,0
LOC111109622,0
Trnae-uuc_8,NA
LOC111110571,NA
LOC111105748,0
LOC111105826,NA
LOC111109605,NA
LOC111107570,NA
LOC111110338,0
LOC111107571,NA
LOC111107572,NA
LOC111107578,NA
LOC111107579,NA
LOC111107580,NA
LOC111107581,NA
LOC111107582,NA
LOC111109701,NA
LOC111109493,NA
LOC111109485,NA
LOC111110578,NA
LOC111110580,NA
LOC111110579,NA
LOC111106109,NA
LOC111109746,0
LOC111108641,NA
LOC111109574,NA
LOC111110078,NA
LOC111106322,NA
LOC111108590,0
LOC111109777,0
LOC111108169,0
LOC111106232,NA
LOC111108523,0
LOC111108741,0
LOC111108642,0
LOC111106047,NA
LOC111106105,NA
LOC111106104,NA
LOC111107585,NA
LOC111109449,-0.383045435701307
LOC111109450,NA
LOC111109507,NA
LOC111109508,NA
LOC111109401,NA
LOC111106727,NA
LOC111110118,NA
LOC111109884,NA
LOC111110556,NA
LOC111110555,NA
LOC111106609,NA
LOC111105889,0
LOC111109731,NA
LOC111106658,NA
LOC111110018,NA
LOC111106259,NA
LOC111108799,0
LOC111108800,NA
LOC111110170,NA
LOC111110144,NA
LOC111110443,NA
LOC111108780,NA
LOC111106000,NA
LOC111105874,NA
LOC111106899,NA
LOC111108405,NA
LOC111106530,NA
LOC111106474,NA
LOC111106217,NA
LOC111107590,NA
LOC111110465,NA
LOC111107386,NA
LOC111107591,0
LOC111107592,NA
LOC111107593,0
LOC111107094,NA
LOC111107598,NA
LOC111107599,NA
LOC111107601,NA
LOC111107093,0
LOC111110233,NA
LOC111108395,NA
LOC111106907,NA
LOC111106885,NA
LOC111106881,NA
LOC111106880,NA
LOC111106879,NA
LOC111106883,NA
LOC111107603,NA
LOC111106882,NA
LOC111106884,NA
LOC111110535,NA
LOC111105815,NA
LOC111106525,NA
LOC111110303,0
LOC111108277,NA
LOC111108279,NA
LOC111108276,NA
LOC111107604,NA
LOC111107089,NA
LOC111109825,NA
LOC111107605,NA
LOC111105778,NA
LOC111108654,-0.86279307515557
LOC111107612,NA
LOC111107613,NA
LOC111110558,NA
LOC111106206,NA
LOC111106132,NA
LOC111106536,NA
LOC111106537,NA
LOC111109960,NA
LOC111109959,NA
LOC111106146,NA
LOC111106820,0
LOC111107614,NA
LOC111106706,0
LOC111106707,NA
LOC111106708,NA
LOC111108718,NA
LOC111108720,NA
LOC111108721,NA
LOC111108719,0
LOC111107410,NA
LOC111107409,0
LOC111108598,NA
LOC111108167,0
LOC111108165,NA
LOC111108166,NA
LOC111107615,0
LOC111108408,NA
LOC111106311,0
LOC111105861,NA
LOC111107138,0
LOC111109951,NA
LOC111110511,NA
LOC111109774,NA
LOC111110492,NA
LOC111108391,NA
LOC111108392,NA
LOC111108390,NA
LOC111108393,NA
LOC111107616,NA
LOC111109969,NA
LOC111109970,NA
LOC111109455,NA
LOC111107617,NA
LOC111106238,-0.0395428634494757
LOC111110641,NA
LOC111110136,NA
LOC111107991,NA
LOC111107992,NA
LOC111107983,NA
LOC111107984,NA
LOC111107986,NA
LOC111107990,NA
LOC111107988,NA
LOC111107977,0
LOC111107981,NA
LOC111107618,NA
LOC111107619,0
LOC111107978,NA
LOC111107985,0
LOC111107982,NA
LOC111107989,NA
LOC111107980,NA
LOC111110333,NA
LOC111110335,NA
LOC111110334,NA
LOC111110336,NA
LOC111107623,NA
LOC111110119,NA
LOC111105792,NA
LOC111110413,NA
LOC111106600,NA
LOC111106237,NA
LOC111105848,NA
LOC111108758,NA
LOC111107060,NA
LOC111106262,NA
LOC111108636,-0.282381256443609
LOC111106915,NA
LOC111106325,NA
LOC111105819,NA
LOC111105766,NA
LOC111110299,NA
LOC111110187,NA
LOC111109786,0
LOC111109787,NA
LOC111106324,NA
LOC111109869,NA
LOC111106718,NA
LOC111109624,0
LOC111107624,NA
LOC111106481,0
LOC111110094,NA
LOC111106460,-3.7599274122503
LOC111109940,NA
LOC111106998,NA
LOC111106606,NA
LOC111106209,0
LOC111106294,NA
LOC111108693,NA
LOC111108515,0
LOC111108491,-1.1244519232454
LOC111108586,0
LOC111106396,NA
LOC111108026,-0.109725794658121
LOC111108027,NA
LOC111109944,NA
LOC111108241,0
LOC111106383,NA
LOC111106845,NA
LOC111108785,NA
LOC111109468,0
LOC111108608,NA
LOC111109814,NA
LOC111109815,NA
LOC111109818,NA
LOC111109816,NA
LOC111109817,NA
LOC111107625,NA
LOC111109616,NA
LOC111108801,NA
LOC111107626,NA
LOC111107707,NA
LOC111109882,NA
LOC111107204,-2.78687969107975
LOC111110383,NA
LOC111106483,NA
LOC111108402,0
LOC111107709,NA
LOC111106308,NA
LOC111106309,NA
LOC111108713,0
LOC111108712,NA
LOC111108714,NA
LOC111105870,0
LOC111105871,NA
LOC111105868,NA
LOC111107711,NA
LOC111107710,NA
LOC111107833,NA
LOC111107830,NA
LOC111107712,NA
LOC111107828,NA
LOC111107832,0
LOC111107713,NA
LOC111107831,NA
LOC111105809,NA
LOC111108504,NA
LOC111107854,0
LOC111107855,-0.384011009355307
LOC111106596,NA
LOC111107714,NA
LOC111105876,NA
LOC111106018,NA
LOC111106258,NA
LOC111110317,NA
LOC111110316,NA
LOC111110314,-1.24889450661521
LOC111110315,0
LOC111107718,NA
LOC111106819,0
LOC111109909,NA
LOC111109910,NA
LOC111106389,NA
LOC111106391,NA
LOC111106390,NA
LOC111106153,NA
LOC111110389,NA
LOC111110387,NA
LOC111107719,0
LOC111106613,0
LOC111106108,NA
LOC111109408,0
LOC111109407,NA
LOC111109422,NA
LOC111107720,NA
LOC111109420,NA
LOC111107721,0
LOC111109423,NA
LOC111109412,NA
LOC111109418,NA
LOC111107724,NA
LOC111107725,NA
LOC111109411,NA
LOC111109415,NA
LOC111109417,NA
LOC111109413,0
LOC111107726,NA
LOC111109419,NA
LOC111109416,0
LOC111109409,NA
LOC111109414,NA
LOC111109554,0
LOC111109555,NA
LOC111106563,NA
LOC111106746,NA
LOC111109456,0
LOC111109457,NA
LOC111105907,0
LOC111108699,NA
LOC111108517,0
LOC111109961,0
LOC111110337,NA
LOC111109986,NA
LOC111106485,NA
LOC111110280,0
LOC111106810,NA
LOC111108226,NA
LOC111108227,NA
LOC111108055,0
LOC111108056,NA
LOC111107730,NA
LOC111110306,NA
LOC111109722,NA
LOC111105677,NA
LOC111106504,-3.04385361555774
LOC111110169,NA
LOC111109532,NA
LOC111106393,NA
LOC111107733,-0.102488727168694
LOC111106197,0
LOC111106127,0
LOC111110450,NA
LOC111108228,0
LOC111108230,NA
LOC111106435,0
LOC111105823,NA
LOC111107745,NA
LOC111110037,NA
LOC111107763,0
LOC111107764,0
LOC111109980,NA
LOC111109981,NA
LOC111109841,NA
LOC111107759,NA
LOC111107762,NA
LOC111107766,NA
LOC111109434,0
LOC111109397,NA
LOC111106605,NA
LOC111107769,NA
LOC111107771,NA
LOC111106034,NA
LOC111107772,NA
LOC111106032,NA
LOC111106036,NA
LOC111106039,NA
LOC111106024,0
LOC111106022,-0.398032895888972
LOC111106029,NA
LOC111106038,NA
LOC111106033,NA
LOC111106035,NA
LOC111106026,NA
LOC111106030,NA
LOC111106025,NA
LOC111106023,NA
LOC111106031,0
LOC111106028,NA
LOC111107512,0
LOC111107514,0
LOC111107773,NA
LOC111107789,NA
LOC111107786,NA
LOC111107788,NA
LOC111109968,NA
LOC111109462,0
LOC111109464,0
LOC111109463,NA
LOC111106282,NA
LOC111107774,NA
LOC111106732,NA
LOC111110273,NA
LOC111110275,NA
LOC111110270,NA
LOC111110272,NA
LOC111110271,0
LOC111110276,NA
LOC111110274,NA
LOC111110269,NA
LOC111106648,-0.0134597982243263
LOC111106649,NA
LOC111109439,NA
LOC111109438,NA
LOC111109436,NA
LOC111109440,NA
LOC111109441,0
LOC111109442,0
LOC111110141,NA
LOC111105752,NA
LOC111107776,NA
LOC111110151,NA
LOC111110609,NA
LOC111109647,0
LOC111108724,-0.768987209376399
LOC111106945,0
LOC111106944,-0.0046841354240255
LOC111110509,NA
LOC111106867,NA
LOC111106424,NA
LOC111105892,0
LOC111110021,0
LOC111106946,NA
LOC111108194,NA
LOC111107777,NA
LOC111107778,NA
LOC111108196,NA
LOC111108195,NA
LOC111108193,0
LOC111106571,NA
LOC111109431,NA
LOC111110376,NA
LOC111108455,-0.250439906640788
LOC111105782,NA
LOC111109642,NA
LOC111110428,NA
LOC111107782,NA
LOC111108149,NA
LOC111108148,0
LOC111107796,NA
LOC111107795,NA
LOC111109505,NA
LOC111109973,0
LOC111106904,NA
LOC111108791,NA
LOC111110369,0
LOC111109608,0
LOC111106173,0
LOC111109470,NA
LOC111109443,NA
LOC111108172,NA
LOC111108173,NA
LOC111109669,NA
LOC111107586,0
LOC111107588,NA
LOC111107587,NA
LOC111109797,0
LOC111107811,NA
LOC111107805,NA
LOC111107783,NA
LOC111107807,NA
LOC111107812,NA
LOC111107806,NA
LOC111107809,NA
LOC111107808,0
LOC111106551,NA
LOC111107025,NA
LOC111108802,0
LOC111106276,NA
LOC111108756,-1.07612578637701
LOC111108755,NA
LOC111105733,0
LOC111110583,NA
LOC111109678,NA
LOC111109679,NA
LOC111108803,NA
LOC111108804,NA
LOC111108805,NA
LOC111108806,NA
LOC111108807,NA
LOC111108808,NA
LOC111108809,NA
LOC111108810,0
LOC111106375,NA
LOC111108481,-0.419309175715522
LOC111108649,NA
LOC111108691,NA
LOC111108064,NA
LOC111108538,0
LOC111109992,NA
LOC111108743,NA
LOC111108631,NA
LOC111108811,NA
LOC111108105,0
Trnag-ucc_11,NA
LOC111110671,NA
LOC111105680,NA
LOC111106288,NA
LOC111106289,NA
LOC111109676,NA
LOC111110409,NA
LOC111106677,0
LOC111106692,NA
LOC111106694,NA
LOC111106682,NA
LOC111106693,NA
LOC111106678,NA
LOC111106680,NA
LOC111106664,NA
LOC111106686,NA
LOC111106674,NA
LOC111106690,NA
LOC111106670,0
LOC111108812,NA
LOC111108813,NA
LOC111108815,NA
LOC111106695,NA
LOC111106668,NA
LOC111106672,NA
LOC111106684,NA
LOC111106673,NA
LOC111106679,NA
LOC111108816,NA
LOC111106697,NA
LOC111106681,NA
LOC111106666,NA
LOC111106683,NA
LOC111108817,NA
LOC111106671,NA
LOC111106689,NA
LOC111108818,NA
LOC111106687,NA
LOC111108819,0
LOC111106675,NA
LOC111106691,NA
LOC111108820,NA
LOC111106688,NA
LOC111108821,NA
LOC111108822,-1.99259347729392
LOC111106667,0
LOC111110189,NA
LOC111109711,NA
LOC111108759,0
LOC111108823,NA
LOC111108824,NA
LOC111108826,NA
LOC111108827,NA
LOC111106134,NA
LOC111108828,NA
LOC111106829,0
LOC111109681,NA
LOC111109448,NA
LOC111108829,NA
LOC111108744,NA
LOC111110331,0
LOC111108234,0
LOC111110237,NA
LOC111106475,NA
LOC111106834,NA
LOC111108322,0
LOC111108315,0
LOC111108321,NA
LOC111108318,NA
LOC111108320,0
LOC111108323,NA
LOC111108316,NA
LOC111108317,NA
LOC111108314,0
LOC111110294,NA
LOC111108145,0
LOC111106118,NA
LOC111106594,NA
LOC111108830,NA
LOC111107319,NA
LOC111105822,NA
LOC111105746,NA
LOC111106436,NA
LOC111110035,NA
LOC111110015,NA
LOC111108831,NA
LOC111109735,NA
LOC111110429,NA
LOC111108525,0
LOC111108527,NA
LOC111106166,NA
LOC111106167,NA
LOC111109802,NA
LOC111105813,NA
LOC111109867,NA
LOC111106744,NA
LOC111108602,NA
LOC111108604,0
LOC111108832,NA
LOC111108605,NA
LOC111110363,NA
LOC111110362,NA
LOC111110364,NA
LOC111109426,NA
LOC111109427,NA
LOC111108210,NA
LOC111108211,NA
LOC111108528,0
LOC111108833,0
LOC111108263,NA
LOC111108262,0
LOC111109645,NA
LOC111108727,NA
LOC111108737,NA
LOC111108728,NA
LOC111108731,NA
LOC111108735,NA
LOC111108736,NA
LOC111108740,NA
LOC111108834,NA
LOC111108734,NA
LOC111108733,NA
LOC111108739,NA
LOC111108730,NA
LOC111108732,0
LOC111110024,NA
LOC111110020,NA
LOC111108651,0
LOC111109585,0
LOC111109890,NA
LOC111107797,NA
LOC111107801,NA
LOC111107804,NA
LOC111107798,NA
LOC111107799,NA
LOC111107803,NA
LOC111107800,NA
LOC111106283,NA
LOC111110661,NA
LOC111108837,NA
LOC111108838,NA
LOC111108115,NA
LOC111108117,NA
LOC111108119,NA
LOC111108116,NA
LOC111108114,NA
LOC111108118,NA
LOC111108113,NA
LOC111105760,NA
LOC111108432,-0.653469481293208
LOC111106977,NA
LOC111108539,NA
LOC111106526,NA
LOC111106527,NA
LOC111108425,-2.35015735496163
LOC111108839,NA
LOC111108673,NA
LOC111108675,0
LOC111108840,0
LOC111108662,NA
LOC111108674,NA
LOC111108677,NA
LOC111108661,-1.45418511753883
LOC111108676,NA
LOC111108668,NA
LOC111108841,NA
LOC111108685,NA
LOC111108683,0
LOC111108681,NA
LOC111108842,NA
LOC111108688,NA
LOC111108843,0
LOC111108669,NA
LOC111108684,NA
LOC111108672,NA
LOC111108660,0
LOC111108663,0
LOC111108665,NA
LOC111108666,NA
LOC111108844,NA
LOC111108680,NA
LOC111108679,NA
LOC111108655,0
LOC111108678,NA
LOC111108657,0
LOC111108671,NA
LOC111108682,0
LOC111108670,0
LOC111108845,NA
LOC111110618,NA
LOC111108687,NA
LOC111108667,NA
LOC111107417,NA
LOC111108686,NA
LOC111108656,0
LOC111108659,0
LOC111110097,NA
LOC111106314,NA
LOC111109458,NA
LOC111110506,0
LOC111108040,NA
LOC111108846,0
LOC111108041,NA
LOC111108848,0
LOC111106442,0
LOC111106440,NA
LOC111108849,0
LOC111106441,NA
LOC111106439,NA
LOC111106438,0
LOC111109875,NA
LOC111108199,0
LOC111106183,NA
LOC111110549,NA
LOC111110466,NA
LOC111108850,NA
LOC111110171,NA
LOC111109930,NA
LOC111110651,NA
LOC111108851,NA
LOC111106733,NA
LOC111108852,NA
LOC111110508,NA
LOC111110659,0
LOC111105853,NA
LOC111105854,0
LOC111108853,NA
LOC111110045,NA
LOC111110473,NA
LOC111106117,NA
LOC111105771,NA
LOC111107231,NA
LOC111107233,NA
LOC111107232,NA
LOC111107234,NA
LOC111107235,NA
LOC111107230,NA
LOC111107236,NA
LOC111106425,NA
LOC111108297,NA
LOC111108298,NA
LOC111107848,NA
LOC111107845,0
LOC111107847,NA
LOC111107849,NA
LOC111107844,0
LOC111109403,NA
LOC111107018,NA
LOC111107022,NA
LOC111107019,NA
LOC111107021,NA
LOC111110620,NA
LOC111108854,NA
LOC111108856,NA
LOC111106844,NA
LOC111105873,NA
LOC111110546,NA
LOC111105846,NA
LOC111105845,NA
LOC111109687,NA
LOC111107156,NA
LOC111107164,NA
LOC111107165,0
LOC111107163,0
LOC111107159,0
LOC111107168,NA
LOC111108858,NA
LOC111107167,NA
LOC111107169,NA
LOC111107161,NA
LOC111108859,0
LOC111107151,NA
LOC111107162,NA
LOC111107152,NA
LOC111107154,0
LOC111107155,0
LOC111107158,0
LOC111108860,NA
LOC111107160,NA
LOC111106587,NA
LOC111110432,NA
LOC111106147,NA
LOC111105883,NA
LOC111108861,NA
LOC111110209,NA
LOC111110507,-1.55616452790852
LOC111106721,NA
LOC111109570,NA
LOC111108862,NA
LOC111106050,NA
LOC111109938,NA
LOC111109939,NA
LOC111110093,NA
LOC111106376,NA
LOC111106184,NA
LOC111105824,NA
LOC111109691,NA
LOC111105710,0
LOC111105701,NA
LOC111105699,NA
LOC111105714,NA
LOC111105700,NA
LOC111105708,0
LOC111105704,NA
LOC111105713,NA
LOC111105705,NA
LOC111105706,NA
LOC111105707,NA
LOC111105711,NA
LOC111105703,NA
LOC111105712,NA
LOC111110647,NA
LOC111108863,NA
LOC111106273,NA
LOC111106347,NA
LOC111107203,NA
LOC111110046,-0.463655831497817
LOC111110534,NA
LOC111107150,NA
LOC111109995,0
LOC111109996,NA
LOC111109799,NA
LOC111108864,NA
LOC111107779,0
LOC111107781,0
LOC111108792,0
LOC111110041,0
LOC111109432,NA
LOC111109559,NA
LOC111109662,NA
LOC111109649,-0.487898125783665
LOC111107008,NA
LOC111110664,NA
LOC111106901,NA
LOC111106470,NA
LOC111109972,NA
LOC111106644,0
LOC111106645,0
LOC111106646,0
LOC111107924,-1.85067762989589
LOC111107925,NA
LOC111105772,NA
LOC111108865,NA
LOC111108866,NA
LOC111108753,NA
LOC111108752,NA
LOC111108868,NA
LOC111108750,NA
LOC111106739,NA
LOC111106849,NA
LOC111106565,NA
LOC111106970,NA
LOC111108869,NA
LOC111106412,0
LOC111106413,NA
LOC111108870,0
LOC111106416,NA
LOC111106410,NA
LOC111108871,NA
LOC111106417,NA
LOC111106409,0
LOC111108872,NA
LOC111106415,NA
LOC111106414,NA
LOC111108873,NA
LOC111109400,NA
LOC111108874,NA
LOC111106048,0
LOC111106443,NA
LOC111110537,NA
LOC111108267,NA
LOC111110471,-0.349355759799354
LOC111109627,0
LOC111107911,0
LOC111107912,NA
LOC111110495,NA
LOC111110368,0
LOC111106480,0
LOC111109957,NA
LOC111107919,NA
LOC111107920,NA
LOC111107917,0
LOC111106962,NA
LOC111106961,NA
LOC111106214,-0.868363773695231
LOC111108280,0
LOC111107318,0
LOC111110554,0
LOC111106392,0
LOC111109748,0
LOC111110568,NA
LOC111110567,NA
LOC111109771,NA
LOC111110649,NA
LOC111109405,NA
LOC111109406,NA
LOC111108435,NA
LOC111108436,NA
LOC111107388,NA
LOC111107391,NA
LOC111108875,NA
LOC111108876,NA
LOC111107389,NA
LOC111110240,NA
LOC111110239,0
LOC111110241,NA
LOC111110238,-1.02960954932942
LOC111108877,NA
LOC111106580,NA
LOC111106974,0
LOC111110525,0
LOC111110528,NA
LOC111110526,NA
LOC111106705,NA
LOC111110426,NA
LOC111106805,NA
LOC111106804,NA
LOC111108879,NA
LOC111108880,0
LOC111108231,NA
LOC111108881,NA
LOC111107004,NA
LOC111109404,NA
LOC111110385,NA
LOC111110156,NA
LOC111106333,0
LOC111109697,NA
LOC111108609,0
LOC111108610,0
LOC111109743,NA
LOC111105678,NA
LOC111108882,NA
LOC111108883,NA
LOC111106155,NA
LOC111108884,NA
LOC111107462,0
LOC111109617,0
LOC111109621,NA
LOC111108646,0
LOC111110121,NA
LOC111108885,NA
LOC111107104,0
LOC111107103,NA
LOC111105676,NA
LOC111106965,NA
LOC111110379,NA
LOC111105801,NA
LOC111110599,NA
LOC111106220,NA
LOC111106566,NA
LOC111106567,0
LOC111109965,0
LOC111109547,NA
LOC111108886,NA
LOC111108046,0
LOC111108887,NA
LOC111108045,NA
LOC111108049,NA
LOC111108048,0
LOC111108457,0
LOC111108459,NA
LOC111108460,NA
LOC111106422,NA
LOC111110262,NA
LOC111106462,NA
LOC111106824,NA
LOC111109916,NA
LOC111110199,NA
LOC111110200,NA
LOC111106564,NA
LOC111109515,NA
LOC111106866,NA
LOC111108413,0
LOC111108007,0
LOC111108009,NA
LOC111108006,0
LOC111109584,0
LOC111110192,0
LOC111106211,NA
LOC111108888,NA
LOC111109870,0
LOC111107001,NA
LOC111110533,NA
LOC111110532,0
LOC111108106,0
LOC111108107,0
LOC111110491,0
LOC111109453,0
LOC111108386,0
LOC111108385,0
LOC111109907,NA
LOC111108889,NA
LOC111108702,NA
LOC111108703,0
LOC111109829,-1.20857128058652
LOC111109830,NA
LOC111108890,NA
LOC111106843,NA
LOC111106651,NA
LOC111108891,0
LOC111110286,NA
