"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","more_me_in","phase_effect"
"LOC111103857.1",0.672135249027142,-0.268884610850395,0.188027501912857,-0.100435365349623,0.919998694211477,1,"not significant","phase1"
"LOC111105518.1",0.309364345335652,0.0409724777807392,0.107530506837261,0,1,1,"not significant","phase1"
"LOC111105520.1",2.62597016027022,-0.0239526268998113,0.206122718954411,0,1,1,"not significant","phase1"
"LOC111102502.1",2.28340911730657,-0.211151322094749,0.247727268721297,0,1,1,"not significant","phase1"
"LOC111105373.1",41.0302600272661,-0.173610080975936,0.184000412626698,0,1,1,"not significant","phase1"
"LOC111102895.1",0.62013472949641,-0.0342727726131229,0.182109660318072,0,1,1,"not significant","phase1"
"LOC111104313.1",1.16771407400613,-0.16231939683529,0.220147994467824,0,1,1,"not significant","phase1"
"LOC111104222.1",96.992868595573,0.14905566145514,0.1309303091653,0,1,1,"not significant","phase1"
"LOC111103817.1",91.8928131311356,-0.0467781452090574,0.129345223462189,0,1,1,"not significant","phase1"
"LOC111102598.1",13.1124368843589,-0.131809764257085,0.232931113030833,0,1,1,"not significant","phase1"
"LOC111103782.1",0.301246277800443,0.0583473031439212,0.125557686998878,0,1,1,"not significant","phase1"
"LOC111104729.1",0.550336316917509,-0.0940416366401085,0.176347501736241,0,1,1,"not significant","phase1"
"LOC111102432.1",1.27030354610897,0.214111508599069,0.193037281029175,0,1,1,"not significant","phase1"
"LOC111105376.1",75.2833253596083,0.0912679403756272,0.141073601675556,0,1,1,"not significant","phase1"
"LOC111104792.1",2.93560107291624,-0.0142163012731799,0.237411625481095,0,1,1,"not significant","phase1"
"LOC111104705.1",0.0932976206445239,-0.0516946161185353,0.0805563476068236,0,1,1,"not significant","phase1"
"LOC111103223.1",27.8742625526042,-0.0639887666725793,0.198864582589204,0,1,1,"not significant","phase1"
"LOC111104811.1",0.595705842271021,0.160876836571835,0.147912657849919,0,1,1,"not significant","phase1"
"LOC111104376.1",2.19846081417146,-0.133804865500116,0.108492388781275,0,1,1,"not significant","phase1"
"LOC111103963.1",8.51074162729884,0.201770457759594,0.229467983940912,0,1,1,"not significant","phase1"
"LOC111103962.1",80.5003218762479,-0.190573648788596,0.173022718080684,0,1,1,"not significant","phase1"
"LOC111104817.1",4.35203087637844,0.282373724237654,0.249007597823996,0.130010989706974,0.896557731961372,1,"not significant","phase1"
"LOC111103630.1",1.10281546162348,-0.0384160323529524,0.182294031752289,0,1,1,"not significant","phase1"
"LOC111103629.1",12.849928002981,0.325145642303141,0.208259775566042,0.36082648268922,0.718229164286985,1,"not significant","phase1"
"LOC111104688.1",28.7822965295475,-0.376516011856706,0.22356977822051,-0.565890492282557,0.57146822522388,1,"not significant","phase1"
"LOC111104689.1",82.6909631622965,-0.124539113932618,0.134641636588688,0,1,1,"not significant","phase1"
"LOC111104104.1",48.1942710580946,-0.530758131686369,0.176180474631785,-1.593582559436,0.111029563340612,1,"not significant","phase1"
"LOC111102607.1",7.68740816144433,-0.11475686092132,0.2323606229348,0,1,1,"not significant","phase1"
"LOC111104020.1",65.4155507338548,0.316685801581252,0.141006496386507,0.472927157898191,0.636265148599317,1,"not significant","phase1"
"LOC111104575.1",11.2891049568056,0.1443012334537,0.219395030544888,0,1,1,"not significant","phase1"
"LOC111102716.1",0.0339854753513006,-0.0375895332992424,0.0804950532147262,0,1,1,"not significant","phase1"
"LOC111104137.1",0.524175452371432,0.0578796909092912,0.112060522819504,0,1,1,"not significant","phase1"
"LOC111105262.1",0.872273061985035,0.191316138615038,0.202875534256177,0,1,1,"not significant","phase1"
"LOC111105261.1",14.4650303973222,0.267444679888055,0.247550766034445,0.0704691008131541,0.943820293370444,1,"not significant","phase1"
"LOC111102850.1",1.2581212073095,0.378970742165055,0.186554143801402,0.69133142548874,NA,NA,NA,"phase1"
"LOC111103880.1",4.1516022609954,0.111070960923244,0.183433587594799,0,1,1,"not significant","phase1"
"LOC111105510.1",22.4994656662046,0.268525916231005,0.200083967724999,0.0925907079994904,0.926228725978044,1,"not significant","phase1"
"LOC111105511.1",0.606290991364169,0.0802463556350109,0.185982883941378,0,1,1,"not significant","phase1"
"LOC111102645.1",9.34257601728687,0.0317966069865513,0.246864156339075,0,1,1,"not significant","phase1"
"LOC111105325.1",1.87363886381229,0.104010696709446,0.24102946028567,0,1,1,"not significant","phase1"
"LOC111105320.1",0,0,0,0,1,NA,"not significant","phase1"
"LOC111105328.1",16.8810242072142,0.392961591987985,0.194906542540322,0.733487907202549,0.463260900744449,1,"not significant","phase1"
"LOC111105332.1",0.39858847017355,0.047126165928222,0.140663722001606,0,1,1,"not significant","phase1"
"LOC111105324.1",0.328848671932742,-0.055219326788702,0.140309621101686,0,1,1,"not significant","phase1"
"LOC111105331.1",10.84494664177,-0.0138609492441091,0.250115155813296,0,1,1,"not significant","phase1"
"LOC111102814.1",8.60087465910548,0.377503881338436,0.246752883915436,0.516727015770696,0.605346734378287,1,"not significant","phase1"
"LOC111103886.1",140.299948318568,0.174059259353885,0.153997672708718,0,1,1,"not significant","phase1"
"Trnad-guc_12.1",0.578763030647888,-0.18895895133787,0.164457110340798,0,1,1,"not significant","phase1"
"LOC111103363.1",3.8846346519593,-0.478514979223101,0.245849541395261,-0.929491175481632,0.352634596361045,1,"not significant","phase1"
"LOC111104007.1",55.2592869922875,-0.0477333301624356,0.169451854370621,0,1,1,"not significant","phase1"
"LOC111103309.1",118.611834450352,0.122893282172895,0.102058386622072,0,1,1,"not significant","phase1"
"LOC111103311.1",63.8429077231469,-0.0176646084399483,0.192624497596984,0,1,1,"not significant","phase1"
"LOC111105060.1",25.8460039128726,0.275857234820593,0.216408687602227,0.119483349338177,0.904892430834986,1,"not significant","phase1"
"LOC111103310.1",65.1836274558547,0.197771955217032,0.217054973994804,0,1,1,"not significant","phase1"
"LOC111102678.1",85.1138769702788,0.134659274419719,0.106597808529672,0,1,1,"not significant","phase1"
"LOC111104086.1",0.738923148888404,-0.00565669476043668,0.182839608042345,0,1,1,"not significant","phase1"
"LOC111103053.1",5.41490409865773,0.192383012403872,0.247084638030637,0,1,1,"not significant","phase1"
"LOC111104358.1",29.9717229028481,0.120524984054206,0.245627784688797,0,1,1,"not significant","phase1"
"LOC111102675.1",1.89521556856385,0.467541018776653,0.230524915954405,0.943676816347611,NA,NA,NA,"phase1"
"LOC111104483.1",4.09994172461806,0.0572667658336322,0.248565734273899,0,1,1,"not significant","phase1"
"LOC111105573.1",1.50508039359757,0.211176122148968,0.216834266447474,0,1,1,"not significant","phase1"
"LOC111104176.1",0.372523952892338,-0.146848107189286,0.115993944570888,0,1,1,"not significant","phase1"
"LOC111104169.1",4.5601259485049,-0.281754921371654,0.244505758449165,-0.129873920242482,0.896666178135967,1,"not significant","phase1"
"LOC111103993.1",68.2779953014899,0.223515550745669,0.122302592288064,0,1,1,"not significant","phase1"
"LOC111102498.1",5.40993319866928,-0.0673696344073138,0.222560836910275,0,1,1,"not significant","phase1"
"LOC111102669.1",72.8355119316501,0.0446282269067597,0.122848399421276,0,1,1,"not significant","phase1"
"LOC111105434.1",70.8978744540734,-0.0303317412563773,0.131838944834377,0,1,1,"not significant","phase1"
"LOC111105433.1",22.4032147114119,0.180293951106335,0.213615251810976,0,1,1,"not significant","phase1"
"LOC111103351.1",26.5621576060622,0.1586497490134,0.248541144380317,0,1,1,"not significant","phase1"
"LOC111103354.1",0.361753634773287,-0.163230701074813,0.11643776484455,0,1,1,"not significant","phase1"
"LOC111103355.1",2.66959832628243,0.256660831018182,0.236816356569733,0.0281265665710929,0.977561205392614,1,"not significant","phase1"
"LOC111105546.1",3.17700433383081,0.294444634019421,0.234737084146091,0.189337931759263,0.849827967704957,1,"not significant","phase1"
"LOC111104603.1",39.0352796606994,-0.295565702315571,0.157270661726563,-0.289727923920056,0.772024391941287,1,"not significant","phase1"
"LOC111102641.1",16.5783778045318,0.0411852470862797,0.223836731487377,0,1,1,"not significant","phase1"
"LOC111104159.1",1.43487489487019,-0.181614816749025,0.121723176567674,0,1,1,"not significant","phase1"
"LOC111105063.1",1.60622060019978,-0.191918883046678,0.217549214695039,0,1,1,"not significant","phase1"
"LOC111104017.1",27.3791827520075,0.0585144617845274,0.188315794340658,0,1,1,"not significant","phase1"
"LOC111105379.1",217.185181593925,-0.124736931787343,0.0942833963553088,0,1,1,"not significant","phase1"
"LOC111104244.1",33.4326661108097,-0.152042445060937,0.152795955707142,0,1,1,"not significant","phase1"
"LOC111105064.1",1.79168718249077,0.451562629504825,0.217460337308656,0.926893759107591,0.353981697836424,1,"not significant","phase1"
"LOC111102361.1",59.0971600357262,-0.254587468332681,0.180849027153832,-0.0253662870344278,0.979762801499503,1,"not significant","phase1"
"LOC111102612.1",20.3326998296762,-0.354007031888713,0.247423475219918,-0.420360403539994,0.674222189707287,1,"not significant","phase1"
"LOC111104146.1",37.1363399908684,0.226314972658875,0.199152572531205,0,1,1,"not significant","phase1"
"LOC111104567.1",3.03062845290893,-0.0462548347903384,0.192892259861385,0,1,1,"not significant","phase1"
"LOC111104024.1",0.37547801782628,0.112435496503857,0.174497863742107,0,1,1,"not significant","phase1"
"LOC111103646.1",115.026306087234,0.189257078424147,0.107013780032918,0,1,1,"not significant","phase1"
"LOC111103836.1",121.505296759488,-0.210192014278537,0.145695915683787,0,1,1,"not significant","phase1"
"LOC111104396.1",0.565689972087213,-0.0298528954410612,0.193087586363246,0,1,1,"not significant","phase1"
"LOC111104362.1",61.9238770327193,-0.106245388995213,0.150452786716044,0,1,1,"not significant","phase1"
"LOC111102373.1",8.64404827914394,-0.419439768098354,0.243214735041594,-0.696667362976084,0.486010988141257,1,"not significant","phase1"
"LOC111104315.1",6.07495367929328,-0.337073538997556,0.249998180167637,-0.348296691356588,0.727617378393101,1,"not significant","phase1"
"LOC111103994.1",71.0066516650031,0.09394598860108,0.150313007802867,0,1,1,"not significant","phase1"
"LOC111103465.1",72.9260634730735,-0.0242865841240667,0.143370628024823,0,1,1,"not significant","phase1"
"LOC111102687.1",23.0567515695369,-0.110030161043175,0.24012982862121,0,1,1,"not significant","phase1"
"LOC111102686.1",14.0885014567288,-0.381255311482404,0.24171305801139,-0.543021186204258,0.587115215463874,1,"not significant","phase1"
"LOC111104367.1",6.55524443917081,-0.333050606608006,0.23170944999328,-0.358425634390028,0.720024810779676,1,"not significant","phase1"
"LOC111103279.1",299.888382109694,-0.0756214553567828,0.0708827145517547,0,1,1,"not significant","phase1"
"LOC111103744.1",0.838360784185011,-0.26610981121688,0.189813168644689,-0.0848719366096048,0.932363202607988,1,"not significant","phase1"
"LOC111105633.1",0.485801805541827,-0.217782991148597,0.18294574825648,0,1,1,"not significant","phase1"
"LOC111104866.1",2.72139088932895,0.601651845911876,0.249935214365704,1.40697198993872,0.15943569468794,1,"not significant","phase1"
"LOC111103373.1",29.9230565273385,0.0332622629933166,0.146587255941119,0,1,1,"not significant","phase1"
"LOC111103372.1",115.375657479657,0.142852716999663,0.116201008471955,0,1,1,"not significant","phase1"
"LOC111103374.1",33.6893089496194,0.371710098267047,0.197438586931821,0.616445347175606,0.537600632130733,1,"not significant","phase1"
"LOC111103884.1",0.262410933637302,0.0861929218600273,0.0915371906688398,0,NA,NA,NA,"phase1"
"LOC111104802.1",0.243582354791842,-0.0802196483329097,0.139443673551476,0,1,1,"not significant","phase1"
"LOC111103778.1",89.0656326958673,-0.0596533533313977,0.0955165799341128,0,1,1,"not significant","phase1"
"LOC111103989.1",22.4545877478025,-0.349729863976483,0.250076137330145,-0.398798002245299,0.690042049194213,1,"not significant","phase1"
"LOC111105529.1",19.4915540385305,0.170126085488922,0.25009241446231,0,1,1,"not significant","phase1"
"LOC111105527.1",3.58276715432725,-0.204739120348687,0.244636215830753,0,1,1,"not significant","phase1"
"LOC111105526.1",34.1288541488641,0.042086044005765,0.147911830671479,0,1,1,"not significant","phase1"
"LOC111104629.1",365.122406585745,0.0596007536156512,0.0769046371695748,0,1,1,"not significant","phase1"
"LOC111103449.1",3.08886353965087,-0.0564661322461921,0.188256190707292,0,1,1,"not significant","phase1"
"LOC111103448.1",8.12501493693931,0.204114613732178,0.234838016989758,0,1,1,"not significant","phase1"
"LOC111103450.1",30.9345640657249,-0.233015180265198,0.229006491126851,0,1,1,"not significant","phase1"
"LOC111102436.1",7.50158373508744,0.497321554408471,0.245861603630084,1.0059380999588,0.314445347251482,1,"not significant","phase1"
"LOC111103892.1",0.532531082077313,-0.0417894273588658,0.14449939737726,0,1,1,"not significant","phase1"
"LOC111103891.1",2.75105900962271,-0.0359050829248399,0.154665595155626,0,1,1,"not significant","phase1"
"LOC111103893.1",9.89392891651028,0.219028601535827,0.246615685940092,0,1,1,"not significant","phase1"
"LOC111103614.1",242.156632873277,-0.0137545511455787,0.0962082531854081,0,1,1,"not significant","phase1"
"LOC111103305.1",187.986928342848,-0.190352932922104,0.0950103763082165,0,1,1,"not significant","phase1"
"LOC111103307.1",1.52173973471683,0.315878813557617,0.189166408252225,0.348258520983161,0.727646041753092,1,"not significant","phase1"
"LOC111104148.1",33.2156261444073,-0.275784358583184,0.238668664819754,-0.108034117518764,0.913968628714698,1,"not significant","phase1"
"LOC111104147.1",57.1454632784922,0.206382010219892,0.164696937919841,0,1,1,"not significant","phase1"
"LOC111104284.1",330.276839188718,-0.170550588053815,0.0924832941537768,0,1,1,"not significant","phase1"
"LOC111104285.1",7.33121294961348,0.109901136265569,0.248743643972911,0,1,1,"not significant","phase1"
"LOC111104287.1",110.466841130749,0.149922387488409,0.103475335405796,0,1,1,"not significant","phase1"
"LOC111104286.1",13.5154631946402,-0.167073587265553,0.228998260925628,0,1,1,"not significant","phase1"
"LOC111103618.1",41.8527178181674,0.04433584114025,0.16666660321938,0,1,1,"not significant","phase1"
"LOC111103620.1",3.75701174818081,-0.27553684906961,0.248084066670521,-0.102936272418998,0.918013549368201,1,"not significant","phase1"
"LOC111103619.1",0.41468422648392,0.0542439087319834,0.0942418709060631,0,1,1,"not significant","phase1"
"LOC111104164.1",0.560158177834493,0.0234407607520045,0.173179967982286,0,1,1,"not significant","phase1"
"LOC111104165.1",24.2624221406075,-0.676495037738728,0.218746222470048,-1.94972527032839,0.0512088726835746,1,"not significant","phase1"
"LOC111104167.1",28.4861105285439,-0.0718373649298168,0.180536696795786,0,1,1,"not significant","phase1"
"LOC111104133.1",24.9266751824255,-0.321077030378674,0.221276539936315,-0.321213583686417,0.748048538863402,1,"not significant","phase1"
"LOC111105096.1",43.2708783111707,-0.414543466348316,0.19514065911947,-0.843204420292435,0.399114126700623,1,"not significant","phase1"
"LOC111103873.1",109.00963382162,0.0858376518471758,0.123967217486743,0,1,1,"not significant","phase1"
"LOC111103812.1",0.328955076507742,-0.0581884575873166,0.0942048073213168,0,1,1,"not significant","phase1"
"LOC111104395.1",15.7433232950053,-0.514155390066389,0.242581589573272,-1.08893420366759,0.276182901703966,1,"not significant","phase1"
"LOC111103489.1",19.3480274585955,0.221260422093971,0.230749887498115,0,1,1,"not significant","phase1"
"LOC111104702.1",18.2278870535184,-0.0865483559695382,0.216815129899027,0,1,1,"not significant","phase1"
"LOC111102892.1",1.92000779613299,-0.0115710559974052,0.1954405257226,0,1,1,"not significant","phase1"
"LOC111102890.1",18.9803076781422,-0.551883802617961,0.231941778446549,-1.30154991756921,0.193070289811106,1,"not significant","phase1"
"LOC111102889.1",4.60627724490824,0.0361628617988581,0.246338719732643,0,1,1,"not significant","phase1"
"LOC111102891.1",0.442595913973665,0.0448711780475774,0.0982498994780136,0,NA,NA,NA,"phase1"
"LOC111104864.1",8.05018637186505,-0.375842391067576,0.240901054353995,-0.522382068459757,0.60140433845748,1,"not significant","phase1"
"LOC111104330.1",5.99222553841649,-0.0655538524850697,0.249715998432402,0,1,1,"not significant","phase1"
"LOC111103700.1",70.6168860406658,0.0934571874404856,0.148017283937815,0,1,1,"not significant","phase1"
"LOC111103357.1",171.207077759547,0.0125957261328938,0.0995618390360506,0,1,1,"not significant","phase1"
"LOC111105252.1",0.174621933523254,-0.0203705044425029,0.101277450717986,0,1,1,"not significant","phase1"
"LOC111102576.1",44.1459766229591,-0.000263450561051876,0.240366650379461,0,1,1,"not significant","phase1"
"LOC111102575.1",22.5455398391693,-0.246538532597188,0.238748819172645,0,1,1,"not significant","phase1"
"LOC111104354.1",24.5907260882096,0.222004549936297,0.231877124114036,0,1,1,"not significant","phase1"
"LOC111103479.1",281.470391394592,0.0930141480031274,0.101816355707027,0,1,1,"not significant","phase1"
"LOC111102601.1",0.748283060450641,-0.0809887869397647,0.16507305906972,0,1,1,"not significant","phase1"
"LOC111102482.1",2.94485283034735,-0.239864116314488,0.227280137852068,0,1,1,"not significant","phase1"
"LOC111103285.1",31.1603656552956,-0.174120951934733,0.156811700322445,0,1,1,"not significant","phase1"
"LOC111103284.1",99.2459199780488,-0.220279865451787,0.139721603026523,0,1,1,"not significant","phase1"
"LOC111103286.1",47.6704526562889,0.562295134363325,0.205752754161642,1.51781751663933,0.129060407992314,1,"not significant","phase1"
"LOC111103957.1",0.671222930366379,0.0368633336096775,0.114028117285134,0,1,1,"not significant","phase1"
"LOC111103827.1",87.1029378897516,-0.079429430263567,0.116818525302549,0,1,1,"not significant","phase1"
"LOC111103922.1",18.6172103739601,-0.463808218631024,0.24530055757053,-0.87161733649769,0.383417169748617,1,"not significant","phase1"
"LOC111105095.1",2.60061365158709,-0.145184589929596,0.169336357415917,0,1,1,"not significant","phase1"
"LOC111103509.1",29.0579448254718,-0.0430514331127496,0.192233437398859,0,1,1,"not significant","phase1"
"LOC111103510.1",4.75436017281834,-0.109899890185392,0.24544071778883,0,1,1,"not significant","phase1"
"LOC111102365.1",18.2982383169781,0.0578535990771041,0.177351604442414,0,1,1,"not significant","phase1"
"LOC111105102.1",7.89033741180105,-0.384234184187537,0.213809709027735,-0.627820807567367,0.530121333680264,1,"not significant","phase1"
"LOC111105105.1",1.44470565469303,0.098443682965836,0.18376150166289,0,1,1,"not significant","phase1"
"LOC111103888.1",31.4687466594381,0.128280744723817,0.172155548213532,0,1,1,"not significant","phase1"
"LOC111103889.1",25.8774443321575,0.293128108207636,0.178736959034215,0.24129373376762,0.809327467165574,1,"not significant","phase1"
"LOC111104114.1",23.6426734951669,0.0445424445640828,0.17460497571598,0,1,1,"not significant","phase1"
"LOC111103820.1",48.631728739655,0.0505132356464903,0.149030357009348,0,1,1,"not significant","phase1"
"LOC111103819.1",403.825400960654,-0.169431688826386,0.0582323333580259,0,1,1,"not significant","phase1"
"LOC111105477.1",0.464899140574182,0.0149507051434543,0.0925113847665645,0,1,1,"not significant","phase1"
"LOC111105460.1",0.486368884008279,-0.087204138128302,0.166842046309125,0,1,1,"not significant","phase1"
"LOC111102938.1",0.663915103916257,-0.215655730903714,0.128192504166446,0,1,1,"not significant","phase1"
"LOC111103785.1",4.51699323178618,0.217678190713768,0.236826865243726,0,NA,NA,NA,"phase1"
"LOC111103786.1",1.69536415158589,-0.00266002587445544,0.133199273212768,0,NA,NA,NA,"phase1"
"LOC111105374.1",0.74142962415983,-0.141674380263945,0.174489198080123,0,1,1,"not significant","phase1"
"LOC111104246.1",0.497935842870762,0.0414325767013001,0.178130526192882,0,1,1,"not significant","phase1"
"LOC111103584.1",14.9131680003124,-0.0521226272845329,0.234687775297787,0,1,1,"not significant","phase1"
"LOC111104814.1",35.2456443643768,0.225938667111128,0.209873603583859,0,1,1,"not significant","phase1"
"LOC111103388.1",0.424905166822129,-0.169994270306204,0.155655222748498,0,1,1,"not significant","phase1"
"LOC111103387.1",108.054539472635,-0.144156246075065,0.157644963662756,0,1,1,"not significant","phase1"
"LOC111103356.1",88.1693974796629,-0.0778867046154186,0.115047037760164,0,1,1,"not significant","phase1"
"LOC111104642.1",24.994696889753,-0.390296172606792,0.20243097126389,-0.693056856521729,0.488273871325019,1,"not significant","phase1"
"LOC111102976.1",0.408858773336257,0.127330257939512,0.118282067109537,0,NA,NA,NA,"phase1"
"LOC111105280.1",1.78968773413335,0.0219221263755031,0.24204163236771,0,1,1,"not significant","phase1"
"LOC111102673.1",0.259007128321825,-0.0676103139659131,0.152132601809436,0,1,1,"not significant","phase1"
"LOC111104847.1",0,0,0,0,1,NA,"not significant","phase1"
"LOC111105116.1",5.32161354260515,-0.307644006846199,0.245926436146632,-0.234395324672737,0.814678087934277,1,"not significant","phase1"
"LOC111102532.1",2.64898039399925,0.184088384065978,0.246758206010386,0,1,1,"not significant","phase1"
"LOC111104596.1",3.48007463600366,0.269599309661864,0.24684152527918,0.0794003749559439,0.936714170413023,1,"not significant","phase1"
"LOC111103430.1",44.2048690608969,0.375948180966321,0.13768497415078,0.914756179773071,0.360319644028792,1,"not significant","phase1"
"LOC111104535.1",45.114907357861,0.0646163499909676,0.209697230094301,0,1,1,"not significant","phase1"
"LOC111104536.1",11.6677403410437,-0.0473695213838502,0.242292731835482,0,1,1,"not significant","phase1"
"LOC111104493.1",0.19645275765973,0.0295135592674647,0.0906829917027109,0,NA,NA,NA,"phase1"
"LOC111104494.1",16.3557961966336,0.409191151210105,0.249709635612026,0.637505039883366,0.523795928170933,1,"not significant","phase1"
"LOC111103170.1",8.58441197967285,0.433578854274804,0.217054804821598,0.845771898142,0.397680005183464,1,"not significant","phase1"
"LOC111103244.1",82.429336674547,-0.107558136806831,0.137388454784148,0,1,1,"not significant","phase1"
"LOC111103676.1",56.3675330864049,0.0396206911370914,0.135841820539453,0,1,1,"not significant","phase1"
"LOC111103090.1",36.8774257210127,-0.250852063393432,0.154111608544721,-0.0055288722340774,0.995588620680611,1,"not significant","phase1"
"LOC111104785.1",3.77923730445041,-0.639526029633607,0.249994700799043,-1.55813714606185,0.119200740769841,1,"not significant","phase1"
"LOC111104784.1",0.547760259356851,-0.31832347377722,0.180927804098817,-0.377628381207257,0.705706678050753,1,"not significant","phase1"
"LOC111104783.1",22.8194373019392,0.268582733636516,0.219594277092975,0.0846230324511055,0.932561087497091,1,"not significant","phase1"
"LOC111103289.1",114.709591192938,0.29930242704083,0.11262662366194,0.437751087956045,0.661566731085793,1,"not significant","phase1"
"LOC111104353.1",3.48979777494403,0.380351300750931,0.249303182418047,0.522862562309172,0.601069898947516,1,"not significant","phase1"
"LOC111104663.1",193.569710545403,0.250912352346294,0.121451878760562,0.00751204802761979,0.994006309230332,1,"not significant","phase1"
"LOC111103818.1",4.06059677252539,0.213982255613769,0.247055469492129,0,1,1,"not significant","phase1"
"LOC111103060.1",6.04893667286335,-0.00224344400875802,0.248320387795123,0,1,1,"not significant","phase1"
"LOC111103366.1",44.5430537943553,0.533314178451287,0.135298463514879,2.09399405648189,0.0362605097079058,1,"not significant","phase1"
"LOC111103923.1",1.72798633391549,-0.219824150448455,0.236985278942524,0,1,1,"not significant","phase1"
"LOC111102555.1",0.0825818708828964,-0.0141746539181096,0.0805138973531303,0,1,1,"not significant","phase1"
"LOC111104077.1",14.72819207725,0.257344424166718,0.24583767542846,0.0298750960523751,0.976166667453112,1,"not significant","phase1"
"LOC111104076.1",2.31976683393063,-0.666947730234779,0.220440767399148,-1.89142750297099,0.0585673000986152,1,"not significant","phase1"
"LOC111103110.1",39.6606336410248,0.475899542298254,0.172520265705134,1.30940873163477,0.190395935321201,1,"not significant","phase1"
"LOC111103105.1",0.0203308776762432,0.0544539927515703,0.082049158732049,0,NA,NA,NA,"phase1"
"LOC111103287.1",36.8030371706816,0.341614068508204,0.167253611729669,0.547755397092885,0.583859868530633,1,"not significant","phase1"
"LOC111103605.1",67.4203733111051,0.105414780448502,0.13655550022687,0,1,1,"not significant","phase1"
"LOC111102970.1",90.7326839379138,-0.18045540806426,0.140296556677122,0,1,1,"not significant","phase1"
"LOC111104778.1",1.20685197091511,0.184819180709987,0.22798737706309,0,1,1,"not significant","phase1"
"LOC111104779.1",10.7005444041482,-0.0764536870626841,0.196664551336525,0,1,1,"not significant","phase1"
"LOC111103314.1",116.031247819513,0.0252685247107868,0.100830178959615,0,1,1,"not significant","phase1"
"LOC111104292.1",12.2572240500026,0.503236934007157,0.224523876773058,1.12788420388412,0.259368825771072,1,"not significant","phase1"
"LOC111104775.1",261.792418936466,0.0817022916200088,0.111161271059908,0,1,1,"not significant","phase1"
"LOC111105123.1",0,0,0,0,1,NA,"not significant","phase1"
"LOC111104054.1",0.521986729881449,-0.456735507770934,0.18046568273671,-1.14556687252584,NA,NA,NA,"phase1"
"LOC111104713.1",31.919842788237,-0.0739254076426935,0.19650522669968,0,1,1,"not significant","phase1"
"LOC111104594.1",1.42972456601064,-0.059795899217462,0.123979618777506,0,1,1,"not significant","phase1"
"LOC111102426.1",84.2866689192468,-0.03446689200459,0.120117088180384,0,1,1,"not significant","phase1"
"LOC111104008.1",69.2354993258813,-0.317441774187712,0.151718654991445,-0.4445186664192,0.656667636267965,1,"not significant","phase1"
"LOC111105125.1",1.94656878826098,0.140815020986716,0.2221527419916,0,1,1,"not significant","phase1"
"LOC111104324.1",4.39826417702945,-0.241104088093147,0.196529118580911,0,1,1,"not significant","phase1"
"LOC111104432.1",69.7253777405608,-0.23530520135182,0.197074669974555,0,1,1,"not significant","phase1"
"LOC111104433.1",21.7066981242834,-0.0224798814270985,0.249919568387117,0,1,1,"not significant","phase1"
"LOC111104431.1",3.22102657993519,-0.0210432885326558,0.23987396617846,0,1,1,"not significant","phase1"
"LOC111104767.1",9.23706329808096,0.29136256647124,0.245653421916481,0.168377733754112,0.866286123900786,1,"not significant","phase1"
"LOC111103039.1",14.9027296563766,-0.0204201754226446,0.190098934145957,0,1,1,"not significant","phase1"
"LOC111103455.1",2.53518763084112,-0.6138523193412,0.250028169893119,-1.45524530094644,0.145601363707721,1,"not significant","phase1"
"LOC111103860.1",10.9668830474091,-0.0849443541993253,0.246638764989771,0,1,1,"not significant","phase1"
"LOC111103864.1",1.32414874787829,0.0550725396141378,0.217346070332928,0,1,1,"not significant","phase1"
"LOC111105129.1",0.917524015945809,0.0059927602173789,0.135980375254979,0,1,1,"not significant","phase1"
"LOC111104825.1",1.32148783824978,0.462264022221618,0.218088300763641,0.973293943225616,0.330407231833997,1,"not significant","phase1"
"LOC111103958.1",1.61891036035173,-0.0571954476848466,0.219951140745594,0,1,1,"not significant","phase1"
"LOC111105590.1",41.2403313450051,-0.238837183185834,0.19328211742564,0,1,1,"not significant","phase1"
"LOC111103322.1",340.148197600655,0.0191640343399103,0.0698837791079955,0,1,1,"not significant","phase1"
"LOC111105497.1",17.0348212885148,0.0056396835183446,0.227685516968024,0,1,1,"not significant","phase1"
"LOC111105134.1",8.87931015538914,-0.22351347860788,0.237026542514895,0,1,1,"not significant","phase1"
"LOC111105135.1",1.14803974573576,-0.0896065103565732,0.183193219995391,0,1,1,"not significant","phase1"
"LOC111105136.1",0.407825704215608,-0.0766322869243305,0.0815650430309027,0,1,1,"not significant","phase1"
"LOC111105137.1",0.157473125903849,-0.0113886900010369,0.0820338744741268,0,1,1,"not significant","phase1"
"LOC111102770.1",70.1006189180943,0.269203584122545,0.148030385515023,0.129727312779284,0.896782172690136,1,"not significant","phase1"
"LOC111102988.1",1.10701415267792,-0.267639284673215,0.234054943514265,-0.0753638628963221,0.939925210643083,1,"not significant","phase1"
"LOC111102414.1",3.46024031674817,0.484233861513359,0.24934452601691,0.939398451031058,0.347526207999108,1,"not significant","phase1"
"LOC111105568.1",0.670869420913892,0.0706515975328274,0.113279369257565,0,1,1,"not significant","phase1"
"LOC111105140.1",0.316484451881777,0.00353035685043861,0.125436176082873,0,1,1,"not significant","phase1"
"LOC111102671.1",0.552412207129958,0.0109589091818332,0.0849495177288908,0,NA,NA,NA,"phase1"
"LOC111105248.1",126.832258461119,-0.176885006656262,0.12566007271408,0,1,1,"not significant","phase1"
