"gene_name" "GO_id"
"35694" "LOC111124719" "GO:0007165"
"35695" "LOC111125045" "GO:0005509; GO:0005886; GO:0007156"
"35696" "LOC111124719" "GO:0007165"
"35697" "LOC111125047" ""
"35698" "LOC111125331" ""
"35699" "LOC111125109" "GO:0005737; GO:0046872"
"35700" "LOC111124720" ""
"35701" "LOC111125049" ""
"35702" "LOC111125339" "GO:0005741; GO:0008320; GO:0030150"
"35703" "LOC111125112" "GO:0016020; GO:0016746"
"35704" "LOC111124722" "GO:0005813; GO:0034454; GO:0060271; GO:0071539"
"35705" "LOC111125044" "GO:0005737; GO:0008270"
"35706" "LOC111125116" ""
"35707" "LOC111125346" ""
"35708" "LOC111125055" ""
"35709" "LOC111125116" ""
"35710" "LOC111125347" ""
"35711" "LOC111125347" ""
"35712" "LOC111124726" "GO:0003677; GO:0003700; GO:0005634; GO:0007165"
"35713" "LOC111125347" ""
"35714" "LOC111125061" "GO:0016702; GO:0034440; GO:0046872"
"35715" "LOC111125347" ""
"35716" "LOC111125122" "GO:0005789; GO:0044232"
"35717" "LOC111125347" ""
"35718" "LOC111124732" "GO:0016020"
"35719" "LOC111125064" "GO:0004888; GO:0005230; GO:0016020"
"35720" "LOC111125347" ""
"35721" "LOC111124737" ""
"35722" "LOC111125124" "GO:0016020"
"35723" "LOC111125353" ""
"35724" "LOC111125350" "GO:0015204; GO:0016020"
"35725" "LOC111124744" "GO:0016020"
"35726" "LOC111125125" "GO:0016020"
"35727" "LOC111125354" "GO:0016020"
"35728" "LOC111125355" "GO:0003824"
"35729" "LOC111124746" "GO:0005525"
"35730" "LOC111125356" "GO:0003924; GO:0005525"
"35731" "LOC111125074" "GO:0004017; GO:0005524; GO:0005737; GO:0016310; GO:0043227"
"35732" "LOC111124747" ""
"35733" "LOC111125134" "GO:0004672; GO:0005524; GO:0016310"
"35734" "LOC111125361" "GO:0004500; GO:0005507"
"35735" "LOC111124747" ""
"35736" "LOC111125134" "GO:0004672; GO:0005524; GO:0016310"
"35737" "LOC111125079" "GO:0003924; GO:0005525; GO:0032482"
"35738" "LOC111125139" "GO:0005975"
"35739" "LOC111125361" "GO:0004500; GO:0005507"
"35740" "LOC111125364" "GO:0016020"
"35741" "LOC111124755" "GO:0005737; GO:0030154"
"35742" "LOC111125364" "GO:0016020"
"35743" "LOC111124962" "GO:0016020"
"35744" "LOC111124759" "GO:0016020"
"35745" "LOC111125091" ""
"35746" "LOC111125372" ""
"35747" "LOC111124762" "GO:0001540"
"35748" "LOC111125368" "GO:0003712; GO:0006357; GO:0016592"
"35749" "LOC111124766" "GO:0007160; GO:0016020"
"35750" "LOC111125372" ""
"35751" "LOC111125375" ""
"35752" "LOC111125104" "GO:0003924; GO:0005525"
"35753" "LOC111125373" ""
"35754" "LOC111125108" "GO:0005737; GO:0046872"
"35755" "LOC111124771" "GO:0007160; GO:0016020"
"35756" "LOC111125375" ""
"35757" "LOC111125379" ""
"35758" "LOC111124772" "GO:0005509; GO:0005886; GO:0007156"
"35759" "LOC111125382" ""
"35760" "LOC111125116" ""
"35761" "LOC111125380" "GO:0003723; GO:0008757; GO:0032259"
"35762" "LOC111125388" ""
"35763" "LOC111125116" ""
"35764" "LOC111125160" "GO:0016020"
"35765" "LOC111124775" "GO:0005886; GO:0015252"
"35766" "LOC111125164" "GO:0005524; GO:0140662"
"35767" "LOC111125386" "GO:0005789; GO:0006886"
"35768" "LOC111125168" ""
"35769" "LOC111125122" "GO:0005789; GO:0044232"
"35770" "LOC111125394" "GO:0016020"
"35771" "LOC111125389" "GO:0005524; GO:0140662"
"35772" "LOC111124783" ""
"35773" "LOC111125391" "GO:0005737"
"35774" "LOC111125392" "GO:0004867; GO:0005576; GO:0016020"
"35775" "LOC111124787" "GO:0007160"
"35776" "LOC111125175" "GO:0006281; GO:0051213"
"35777" "LOC111124792" "GO:0004930; GO:0016020"
"35778" "LOC111125179" "GO:0016020"
"35779" "LOC111125127" "GO:0005737; GO:0008270"
"35780" "LOC111125398" ""
"35781" "LOC111124797" "GO:0003676; GO:0005634; GO:0008270"
"35782" "LOC111125131" "GO:0016020; GO:0016192"
"35783" "LOC111124803" "GO:0016012; GO:0042383"
"35784" "LOC111125134" "GO:0004672; GO:0005524; GO:0016310"
"35785" "LOC111125190" "GO:0016020"
"35786" "LOC111124807" ""
"35787" "LOC111125391" "GO:0005737"
"35788" "LOC111125134" "GO:0004672; GO:0005524; GO:0016310"
"35789" "LOC111125197" "GO:0006508; GO:0008234"
"35790" "LOC111125138" "GO:0003677; GO:0005634"
"35791" "LOC111124808" ""
"35792" "LOC111125411" "GO:0005509; GO:0005886; GO:0007156"
"35793" "LOC111125199" "GO:0008757"
"35794" "LOC111125144" "GO:0003924; GO:0005525"
"35795" "LOC111125414" "GO:0005975; GO:0016020"
"35796" "LOC111125148" "GO:0006520; GO:0016831; GO:0030170"
"35797" "LOC111124812" "GO:0016020"
"35798" "LOC111125411" "GO:0005509; GO:0005886; GO:0007156"
"35799" "LOC111125205" "GO:0016192"
"35800" "LOC111125206" "GO:0004843"
"35801" "LOC111124815" ""
"35802" "LOC111125415" "GO:0016020"
"35803" "LOC111125426" ""
"35804" "LOC111124817" ""
"35805" "LOC111125391" "GO:0005737"
"35806" "LOC111124820" "GO:0016020"
"35807" "LOC111125218" "GO:0016616; GO:0051287"
"35808" "LOC111124830" "GO:0016020"
"35809" "LOC111125433" ""
"35810" "LOC111125158" "GO:0016020"
"35811" "LOC111125212" ""
"35812" "LOC111125434" ""
"35813" "LOC111125160" "GO:0016020"
"35814" "LOC111125224" "GO:0005737; GO:0005815"
"35815" "LOC111125437" ""
"35816" "LOC111125430" ""
"35817" "LOC111124836" "GO:0005634"
"35818" "LOC111125161" ""
"35819" "LOC111125228" ""
"35820" "LOC111125437" ""
"35821" "LOC111125433" ""
"35822" "LOC111124843" "GO:0003700; GO:0005634; GO:0006357; GO:0043565"
"35823" "LOC111125167" "GO:0004198; GO:0006508"
"35824" "LOC111125233" ""
"35825" "LOC111124845" ""
"35826" "LOC111125437" ""
"35827" "LOC111125172" ""
"35828" "LOC111125238" ""
"35829" "LOC111124849" ""
"35830" "LOC111125178" "GO:0016592"
"35831" "LOC111124853" "GO:0003779; GO:0030036; GO:0031267"
"35832" "LOC111125183" ""
"35833" "LOC111125441" ""
"35834" "LOC111125450" "GO:0016020"
"35835" "LOC111125188" "GO:0005524; GO:0016020; GO:0016887; GO:0140359"
"35836" "LOC111124850" "GO:0003676; GO:0008270"
"35837" "LOC111125443" "GO:0000139; GO:0016757"
"35838" "LOC111125450" "GO:0016020"
"35839" "LOC111125194" ""
"35840" "LOC111125249" "GO:0005524; GO:0140662"
"35841" "LOC111124860" ""
"35842" "LOC111125450" "GO:0016020"
"35843" "LOC111125253" "GO:0016020"
"35844" "LOC111124862" "GO:0016020"
"35845" "LOC111125453" ""
"35846" "LOC111124863" ""
"35847" "LOC111125447" ""
"35848" "LOC111125456" "GO:0035556"
"35849" "LOC111124864" "GO:0004713; GO:0005524; GO:0016020"
"35850" "LOC111125203" "GO:0005272; GO:0016020"
"35851" "LOC111125258" "GO:0005737; GO:0008270"
"35852" "LOC111124865" ""
"35853" "LOC111125462" "GO:0005741; GO:0008320; GO:0030150"
"35854" "LOC111125243" "GO:0005509; GO:0005886; GO:0007156"
"35855" "LOC111125450" "GO:0016020"
"35856" "LOC111125265" ""
"35857" "LOC111125206" "GO:0004843"
"35858" "LOC111125271" "GO:0031011"
"35859" "LOC111125201" "GO:0008757; GO:0032259"
"35860" "LOC111125453" ""
"35861" "LOC111124871" ""
"35862" "LOC111125463" "GO:0016020"
"35863" "LOC111125457" "GO:0005096; GO:0007165"
"35864" "LOC111125268" "GO:0016020"
"35865" "LOC111125463" "GO:0016020"
"35866" "LOC111124877" ""
"35867" "LOC111124881" ""
"35868" "LOC111125280" "GO:0000184"
"35869" "LOC111125463" "GO:0016020"
"35870" "LOC111124886" ""
"35871" "LOC111125463" "GO:0016020"
"35872" "LOC111125220" "GO:0016020"
"35873" "LOC111125286" ""
"35874" "LOC111125463" "GO:0016020"
"35875" "LOC111125222" ""
"35876" "LOC111124892" ""
"35877" "LOC111125463" "GO:0016020"
"35878" "LOC111125224" "GO:0005737; GO:0005815"
"35879" "LOC111124894" "GO:0005085"
"35880" "LOC111125463" "GO:0016020"
"35881" "LOC111125224" "GO:0005737; GO:0005815"
"35882" "LOC111124898" "GO:0005737; GO:0008270"
"35883" "LOC111125295" "GO:0005524; GO:0016887; GO:0035499; GO:0046872; GO:0047730"
"35884" "LOC111125463" "GO:0016020"
"35885" "LOC111124900" "GO:0009058"
"35886" "LOC111125463" "GO:0016020"
"35887" "LOC111125298" ""
"35888" "LOC111125463" "GO:0016020"
"35889" "LOC111124902" "GO:0016020"
"35890" "LOC111125212" ""
"35891" "LOC111125300" ""
"35892" "LOC111124904" ""
"35893" "LOC111125463" "GO:0016020"
"35894" "LOC111125236" "GO:0005509"
"35895" "LOC111125463" "GO:0016020"
"35896" "LOC111125302" "GO:0000981; GO:0005634; GO:0008270; GO:0043565"
"35897" "LOC111124904" ""
"35898" "LOC111125238" ""
"35899" "LOC111125306" "GO:0004672; GO:0005524; GO:0016310"
"35900" "LOC111125463" "GO:0016020"
"35901" "LOC111124904" ""
"35902" "LOC111125308" ""
"35903" "LOC111125463" "GO:0016020"
"35904" "LOC111125311" "GO:0016020"
"35905" "LOC111125467" "GO:0006281; GO:0008270"
"35906" "LOC111124906" ""
"35907" "LOC111125246" "GO:0016020"
"35908" "LOC111125313" "GO:0005524; GO:0140662"
"35909" "LOC111125463" "GO:0016020"
"35910" "LOC111124908" "GO:0006629; GO:0016020; GO:0016491"
"35911" "LOC111125473" "GO:0016020; GO:0016757"
"35912" "LOC111125249" ""
"35913" "LOC111125317" "GO:0005524; GO:0140662"
"35914" "LOC111124909" "GO:0000166; GO:0007165; GO:0009966"
"35915" "LOC111125252" "GO:0005525; GO:0005874; GO:0007017"
"35916" "LOC111125463" "GO:0016020"
"35917" "LOC111125255" ""
"35918" "LOC111124912" "GO:0000178; GO:0006396; GO:0006401"
"35919" "LOC111125478" "GO:0004672; GO:0005524; GO:0007229; GO:0016310"
"35920" "LOC111125257" "GO:0016020"
"35921" "LOC111125463" "GO:0016020"
"35922" "LOC111124915" "GO:0003824; GO:0009116"
"35923" "LOC111125321" ""
"35924" "LOC111125261" ""
"35925" "LOC111125320" "GO:0016020"
"35926" "LOC111124921" ""
"35927" "LOC111125468" "GO:0005634"
"35928" "LOC111125320" "GO:0016020"
"35929" "LOC111125486" ""
"35930" "LOC111125473" "GO:0016020; GO:0016757"
"35931" "LOC111125270" "GO:0016020"
"35932" "LOC111124931" "GO:0004197; GO:0006508"
"35933" "LOC111125488" "GO:0004672; GO:0005524; GO:0016310"
"35934" "LOC111125484" "GO:0016020"
"35935" "LOC111124933" ""
"35936" "LOC111125276" "GO:0016020; GO:0022857"
"35937" "LOC111125479" "GO:0005576; GO:0008017; GO:0008061; GO:0030246"
"35938" "LOC111124935" "GO:0016020"
"35939" "LOC111125491" "GO:0004197; GO:0006508; GO:0042981"
"35940" "LOC111125277" ""
"35941" "LOC111125330" "GO:0016020"
"35942" "LOC111125482" ""
"35943" "LOC111125268" "GO:0016020"
"35944" "LOC111125495" "GO:0003676; GO:0006139; GO:0008408"
"35945" "LOC111125284" ""
"35946" "LOC111125330" "GO:0016020"
"35947" "LOC111125501" "GO:0016020"
"35948" "LOC111125286" ""
"35949" "LOC111125486" ""
"35950" "LOC111124939" "GO:0005737; GO:0005815"
"35951" "LOC111125330" "GO:0016020"
"35952" "LOC111125488" "GO:0004672; GO:0005524; GO:0016310"
"35953" "LOC111125504" ""
"35954" "LOC111125490" "GO:0015144; GO:0016020"
"35955" "LOC111125293" "GO:0016020; GO:0022857"
"35956" "LOC111125330" "GO:0016020"
"35957" "LOC111125297" ""
"35958" "LOC111125513" "GO:0016020"
"35959" "LOC111125330" "GO:0016020"
"35960" "LOC111124942" ""
"35961" "LOC111125299" ""
"35962" "LOC111125498" "GO:0005737; GO:0030833; GO:0031267"
"35963" "LOC111125514" ""
"35964" "LOC111125330" "GO:0016020"
"35965" "LOC111125305" "GO:0016020; GO:0016301; GO:0016310"
"35966" "LOC111125517" "GO:0008270"
"35967" "LOC111125306" "GO:0004672; GO:0005524; GO:0016310"
"35968" "LOC111125330" "GO:0016020"
"35969" "LOC111125523" "GO:0016020; GO:0022857"
"35970" "LOC111124944" "GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"35971" "LOC111125504" "GO:0016020"
"35972" "LOC111125308" ""
"35973" "LOC111124944" "GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"35974" "LOC111125504" ""
"35975" "LOC111125530" "GO:0016020"
"35976" "LOC111125330" "GO:0016020"
"35977" "LOC111125309" ""
"35978" "LOC111124946" ""
"35979" "LOC111125531" "GO:0016020"
"35980" "LOC111125313" "GO:0005524; GO:0140662"
"35981" "LOC111125508" "GO:0016020"
"35982" "LOC111124950" "GO:0005737; GO:0008270"
"35983" "LOC111125317" "GO:0005524; GO:0140662"
"35984" "LOC111125335" ""
"35985" "LOC111125513" "GO:0016020"
"35986" "LOC111125514" ""
"35987" "LOC111125539" ""
"35988" "LOC111125519" ""
"35989" "LOC111125320" "GO:0016020"
"35990" "LOC111125526" "GO:0004970; GO:0045211"
"35991" "LOC111125545" ""
"35992" "LOC111124955" "GO:0006511; GO:0016020; GO:0031625"
"35993" "LOC111125320" "GO:0016020"
"35994" "LOC111125530" "GO:0016020"
"35995" "LOC111125347" ""
"35996" "LOC111124969" ""
"35997" "LOC111125347" ""
"35998" "LOC111125554" ""
"35999" "LOC111124971" "GO:0008270"
"36000" "LOC111125347" ""
"36001" "LOC111124976" ""
"36002" "LOC111125557" "GO:0003779; GO:0030036; GO:0031267"
"36003" "LOC111125347" ""
"36004" "LOC111125330" "GO:0016020"
"36005" "LOC111125559" ""
"36006" "LOC111125351" ""
"36007" "LOC111125330" "GO:0016020"
"36008" "LOC111125539" ""
"36009" "LOC111125540" "GO:0003677"
"36010" "LOC111125543" ""
"36011" "LOC111125355" "GO:0003824"
"36012" "LOC111125330" "GO:0016020"
"36013" "LOC111124991" "GO:0005737"
"36014" "LOC111125545" ""
"36015" "LOC111124995" "GO:0016020"
"36016" "LOC111125330" "GO:0016020"
"36017" "LOC111125551" "GO:0008757"
"36018" "LOC111125362" "GO:0004672; GO:0005524; GO:0016310"
"36019" "LOC111125569" "GO:0005524; GO:0006040; GO:0009254; GO:0016773"
"36020" "LOC111125330" "GO:0016020"
"36021" "LOC111124999" "GO:0005813; GO:0034454; GO:0060271; GO:0071539"
"36022" "LOC111125363" ""
"36023" "LOC111125570" ""
"36024" "LOC111125365" "GO:0016020"
"36025" "LOC111125001" "GO:0031514"
"36026" "LOC111125330" "GO:0016020"
"36027" "LOC111125574" "GO:0005634"
"36028" "LOC111125558" ""
"36029" "LOC111125365" "GO:0016020"
"36030" "LOC111125004" ""
"36031" "LOC111125330" "GO:0016020"
"36032" "LOC111125559" ""
"36033" "LOC111125004" ""
"36034" "LOC111125375" ""
"36035" "LOC111125330" "GO:0016020"
"36036" "LOC111125579" "GO:0016020"
"36037" "LOC111125010" "GO:0005509"
"36038" "LOC111125584" "GO:0016020"
"36039" "LOC111125378" "GO:0005524; GO:0006040; GO:0009254; GO:0016773"
"36040" "LOC111125590" "GO:0016020"
"36041" "LOC111125330" "GO:0016020"
"36042" "LOC111125384" ""
"36043" "LOC111125592" "GO:0005643; GO:0015031; GO:0017056; GO:0051028"
"36044" "LOC111125387" "GO:0016020"
"36045" "LOC111125594" ""
"36046" "LOC111125570" ""
"36047" "LOC111125336" ""
"36048" "LOC111125594" ""
"36049" "LOC111125390" "GO:0015095; GO:0016020"
"36050" "LOC111125597" ""
"36051" "LOC111125391" "GO:0005737"
"36052" "LOC111125019" ""
"36053" "LOC111125601" ""
"36054" "LOC111125397" ""
"36055" "LOC111125344" "GO:0005737; GO:0008270"
"36056" "LOC111125606" "GO:0008270; GO:0016787"
"36057" "LOC111125347" ""
"36058" "LOC111125607" "GO:0043565"
"36059" "LOC111125347" ""
"36060" "LOC111125616" ""
"36061" "LOC111125571" "GO:0004672; GO:0005524; GO:0016310"
"36062" "LOC111125030" "GO:0005262; GO:0016020"
"36063" "LOC111125347" ""
"36064" "LOC111125585" ""
"36065" "LOC111125030" "GO:0005262; GO:0016020"
"36066" "LOC111125625" "GO:0005741; GO:0035694"
"36067" "LOC111125351" ""
"36068" "LOC111125032" "GO:0005096; GO:0051056"
"36069" "LOC111125592" "GO:0005643; GO:0015031; GO:0017056; GO:0051028"
"36070" "LOC111125032" "GO:0005096; GO:0051056"
"36071" "LOC111125391" "GO:0005737"
"36072" "LOC111125594" ""
"36073" "LOC111125035" ""
"36074" "LOC111125417" ""
"36075" "LOC111125634" "GO:0005085"
"36076" "LOC111125362" "GO:0004672; GO:0005524; GO:0016310"
"36077" "LOC111125422" ""
"36078" "LOC111125599" "GO:0004672; GO:0005524; GO:0016310"
"36079" "LOC111125363" ""
"36080" "LOC111125043" "GO:0005509; GO:0005886; GO:0007156"
"36081" "LOC111125612" "GO:0005576"
"36082" "LOC111125602" "GO:0005737; GO:0008270"
"36083" "LOC111125364" "GO:0016020"
"36084" "LOC111125639" "GO:0016020"
"36085" "LOC111125429" ""
"36086" "LOC111125606" "GO:0008270; GO:0016787"
"36087" "LOC111125639" "GO:0016020"
"36088" "LOC111125046" "GO:0004888; GO:0005230; GO:0005886"
"36089" "LOC111125369" "GO:0003723; GO:1990904"
"36090" "LOC111125641" ""
"36091" "LOC111125048" "GO:0005085; GO:0035556; GO:0046872"
"36092" "LOC111125372" ""
"36093" "LOC111125643" "GO:0016020; GO:0016311; GO:0016791"
"36094" "LOC111125432" ""
"36095" "LOC111125617" "GO:0005509"
"36096" "LOC111125050" "GO:0016020; GO:0016747"
"36097" "LOC111125434" ""
"36098" "LOC111125375" ""
"36099" "LOC111125621" "GO:0030145; GO:0070006"
"36100" "LOC111125626" ""
"36101" "LOC111125375" ""
"36102" "LOC111125651" "GO:0031011"
"36103" "LOC111125055" ""
"36104" "LOC111125437" ""
"36105" "LOC111125377" "GO:0003950"
"36106" "LOC111125420" ""
"36107" "LOC111125383" "GO:0004930; GO:0016020"
"36108" "LOC111125656" "GO:0006508; GO:0008234"
"36109" "LOC111125623" ""
"36110" "LOC111125061" "GO:0016702; GO:0034440; GO:0046872"
"36111" "LOC111125441" ""
"36112" "LOC111125387" "GO:0016020"
"36113" "LOC111125658" "GO:0016020"
"36114" "LOC111125066" "GO:0005509"
"36115" "LOC111125634" "GO:0005085"
"36116" "LOC111125071" ""
"36117" "LOC111125445" "GO:0016020; GO:0022857"
"36118" "LOC111125663" "GO:0005096; GO:0051056"
"36119" "LOC111125393" "GO:0005509"
"36120" "LOC111125634" ""
"36121" "LOC111125663" "GO:0005096; GO:0051056"
"36122" "LOC111125396" "GO:0004656; GO:0005783; GO:0016020"
"36123" "LOC111125450" "GO:0016020"
"36124" "LOC111125076" "GO:0005789"
"36125" "LOC111125639" "GO:0016020"
"36126" "LOC111125664" "GO:0046983"
"36127" "LOC111125080" "GO:0003924; GO:0005525"
"36128" "LOC111125640" "GO:0016020"
"36129" "LOC111125452" "GO:0030695"
"36130" "LOC111125391" "GO:0005737"
"36131" "LOC111125083" "GO:0006689; GO:0008047"
"36132" "LOC111125454" ""
"36133" "LOC111125085" "GO:0008509; GO:0016020; GO:0098661"
"36134" "LOC111125670" "GO:0004930; GO:0016020"
"36135" "LOC111125648" ""
"36136" "LOC111125090" "GO:0000428; GO:0003677; GO:0005730; GO:0006351"
"36137" "LOC111125662" ""
"36138" "LOC111125391" "GO:0005737"
"36139" "LOC111125650" "GO:0019901"
"36140" "LOC111125463" "GO:0016020"
"36141" "LOC111125091" ""
"36142" "LOC111125676" "GO:0005929; GO:0035721"
"36143" "LOC111125412" "GO:0005509; GO:0005886; GO:0007156"
"36144" "LOC111125416" "GO:0016020"
"36145" "LOC111125655" ""
"36146" "LOC111125463" "GO:0016020"
"36147" "LOC111125101" "GO:0005540; GO:0005737; GO:0005819"
"36148" "LOC111125421" "GO:0005509; GO:0005815"
"36149" "LOC111125679" "GO:0005507; GO:0016020; GO:0016491"
"36150" "LOC111125656" "GO:0006508; GO:0008234"
"36151" "LOC111125102" "GO:0016020"
"36152" "LOC111125463" "GO:0016020"
"36153" "LOC111125391" "GO:0005737"
"36154" "LOC111125683" ""
"36155" "LOC111125659" "GO:0016757"
"36156" "LOC111125463" "GO:0016020"
"36157" "LOC111125688" "GO:0005044"
"36158" "LOC111125463" "GO:0016020"
"36159" "LOC111125116" ""
"36160" "LOC111125663" "GO:0005096; GO:0051056"
"36161" "LOC111125429" ""
"36162" "LOC111125117" "GO:0003723"
"36163" "LOC111125663" "GO:0005096; GO:0051056"
"36164" "LOC111125432" ""
"36165" "LOC111125463" "GO:0016020"
"36166" "LOC111125120" "GO:0016020; GO:0022857"
"36167" "LOC111125695" ""
"36168" "LOC111125664" "GO:0046983"
"36169" "LOC111125433" ""
"36170" "LOC111125121" "GO:0016020"
"36171" "LOC111125463" "GO:0016020"
"36172" "LOC111125436" "GO:0005524; GO:0016020; GO:0016887"
"36173" "LOC111125699" "GO:0046872"
"36174" "LOC111125662" ""
"36175" "LOC111125707" "GO:0043565"
"36176" "LOC111125463" "GO:0016020"
"36177" "LOC111125124" "GO:0016020"
"36178" "LOC111125671" "GO:0005524; GO:0016887; GO:0090729"
"36179" "LOC111125463" "GO:0016020"
"36180" "LOC111125441" ""
"36181" "LOC111125716" ""
"36182" "LOC111125132" "GO:0016020"
"36183" "LOC111125673" "GO:0016020"
"36184" "LOC111125463" "GO:0016020"
"36185" "LOC111125134" "GO:0004672; GO:0005524; GO:0016310"
"36186" "LOC111125717" ""
"36187" "LOC111125720" "GO:0005509"
"36188" "LOC111125135" "GO:0016020"
"36189" "LOC111125445" "GO:0016020; GO:0022857"
"36190" "LOC111125141" ""
"36191" "LOC111125146" ""
"36192" "LOC111125473" "GO:0016020; GO:0016757"
"36193" "LOC111125450" "GO:0016020"
"36194" "LOC111125684" "GO:0016020"
"36195" "LOC111125149" "GO:0005524; GO:0016020; GO:0016887; GO:0140359"
"36196" "LOC111125478" "GO:0004672; GO:0005524; GO:0007229; GO:0016310"
"36197" "LOC111125688" "GO:0005044"
"36198" "LOC111125143" "GO:0016020"
"36199" "LOC111125733" "GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037"
"36200" "LOC111125692" "GO:0016020"
"36201" "LOC111125450" "GO:0016020"
"36202" "LOC111125735" ""
"36203" "LOC111125483" "GO:0016020"
"36204" "LOC111125143" ""
"36205" "LOC111125695" ""
"36206" "LOC111125737" ""
"36207" "LOC111125486" ""
"36208" "LOC111125674" "GO:0003746; GO:0006368; GO:0070449"
"36209" "LOC111125739" "GO:0003677"
"36210" "LOC111125488" "GO:0004672; GO:0005524; GO:0016310"
"36211" "LOC111125458" "GO:0007160; GO:0016020"
"36212" "LOC111125143" ""
"36213" "LOC111125710" "GO:0005634; GO:0005694; GO:0006355; GO:0046975"
"36214" "LOC111125740" ""
"36215" "LOC111125488" "GO:0004672; GO:0005524; GO:0016310"
"36216" "LOC111125463" "GO:0016020"
"36217" "LOC111125746" "GO:0006556; GO:0006730"
"36218" "LOC111125713" ""
"36219" "LOC111125751" ""
"36220" "LOC111125463" "GO:0016020"
"36221" "LOC111125484" "GO:0016020"
"36222" "LOC111125162" "GO:0005975; GO:0006865; GO:0016020"
"36223" "LOC111125717" ""
"36224" "LOC111125484" "GO:0016020"
"36225" "LOC111125165" "GO:0003824"
"36226" "LOC111125463" "GO:0016020"
"36227" "LOC111125758" ""
"36228" "LOC111125717" ""
"36229" "LOC111125503" "GO:0004930; GO:0016020"
"36230" "LOC111125169" "GO:0006368; GO:0016593"
"36231" "LOC111125760" "GO:0003677; GO:0046872"
"36232" "LOC111125720" "GO:0005509"
"36233" "LOC111125463" "GO:0016020"
"36234" "LOC111125504" "GO:0016020"
"36235" "LOC111125173" "GO:0000139; GO:0016757"
"36236" "LOC111125763" "GO:0008270"
"36237" "LOC111125176" "GO:0005634; GO:0043565; GO:0046872"
"36238" "LOC111125463" "GO:0016020"
"36239" "LOC111125764" "GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"36240" "LOC111125727" "GO:0003677; GO:0004519; GO:0006281"
"36241" "LOC111125510" "GO:0016020"
"36242" "LOC111125764" "GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"36243" "LOC111125730" "GO:0004252; GO:0006508"
"36244" "LOC111125514" ""
"36245" "LOC111125463" "GO:0016020"
"36246" "LOC111125764" "GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"36247" "LOC111125515" ""
"36248" "LOC111125191" "GO:0000981; GO:0003677; GO:0005634"
"36249" "LOC111125463" "GO:0016020"
"36250" "LOC111125761" "GO:0016301; GO:0016310"
"36251" "LOC111125735" ""
"36252" "LOC111125518" "GO:0016020"
"36253" "LOC111125767" ""
"36254" "LOC111125737" ""
"36255" "LOC111125463" "GO:0016020"
"36256" "LOC111125768" ""
"36257" "LOC111125740" ""
"36258" "LOC111125529" "GO:0016020"
"36259" "LOC111125771" ""
"36260" "LOC111125463" "GO:0016020"
"36261" "LOC111125741" "GO:0005737; GO:0008270"
"36262" "LOC111125774" ""
"36263" "LOC111125747" "GO:0042407; GO:0061617"
"36264" "LOC111125780" ""
"36265" "LOC111125465" "GO:0016020; GO:0016301; GO:0016310"
"36266" "LOC111125205" "GO:0016192"
"36267" "LOC111125752" ""
"36268" "LOC111125463" "GO:0016020"
"36269" "LOC111125787" "GO:0005794; GO:0016020; GO:0048193"
"36270" "LOC111125542" "GO:0016020"
"36271" "LOC111125470" "GO:0008270; GO:0016787"
"36272" "LOC111125758" ""
"36273" "LOC111125791" "GO:0005794"
"36274" "LOC111125543" ""
"36275" "LOC111125473" "GO:0016020; GO:0016757"
"36276" "LOC111125760" "GO:0003677; GO:0005634; GO:0046872"
"36277" "LOC111125795" "GO:0003950"
"36278" "LOC111125548" "GO:0003723; GO:0003735; GO:0006412; GO:0015935"
"36279" "LOC111125796" "GO:0003735; GO:0006412; GO:0015935"
"36280" "LOC111125764" "GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"36281" "LOC111125552" "GO:0016020"
"36282" "LOC111125219" "GO:0016020"
"36283" "LOC111125483" "GO:0016020"
"36284" "LOC111125799" "GO:0003779; GO:0030036; GO:0031267"
"36285" "LOC111125559" ""
"36286" "LOC111125764" "GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"36287" "LOC111125224" "GO:0005737; GO:0005815"
"36288" "LOC111125486" ""
"36289" "LOC111125802" "GO:0007165"
"36290" "LOC111125560" ""
"36291" "LOC111125764" "GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"36292" "LOC111125224" "GO:0005737; GO:0005815"
"36293" "LOC111125487" "GO:0016020"
"36294" "LOC111125802" "GO:0007165"
"36295" "LOC111125563" ""
"36296" "LOC111125764" "GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"36297" "LOC111125225" "GO:0007165"
"36298" "LOC111125803" "GO:0016020; GO:0022857"
"36299" "LOC111125488" "GO:0004672; GO:0005524; GO:0016310"
"36300" "LOC111125229" "GO:0006325"
"36301" "LOC111125767" ""
"36302" "LOC111125805" "GO:0005576; GO:0008061"
"36303" "LOC111125234" ""
"36304" "LOC111125493" "GO:0003676; GO:0006139; GO:0008408"
"36305" "LOC111125568" "GO:0003950"
"36306" "LOC111125811" "GO:0005581"
"36307" "LOC111125771" ""
"36308" "LOC111125499" "GO:0016020"
"36309" "LOC111125238" ""
"36310" "LOC111125775" "GO:0016020"
"36311" "LOC111125573" ""
