"","x"
"9785","LOC111109031"
"9786","LOC111109032"
"9787","LOC111109033"
"9788","LOC111109034"
"9789","LOC111109035"
"9790","LOC111109036"
"9791","LOC111109037"
"9792","LOC111109038"
"9793","LOC111109039"
"9794","LOC111109040"
"9795","LOC111109041"
"9796","LOC111109042"
"9797","LOC111109043"
"9798","LOC111109044"
"9799","LOC111109045"
"9800","LOC111109046"
"9801","LOC111109047"
"9802","LOC111109048"
"9803","LOC111109049"
"9804","LOC111109050"
"9805","LOC111109051"
"9806","LOC111109052"
"9807","LOC111109053"
"9808","LOC111109054"
"9809","LOC111109055"
"9810","LOC111109056"
"9811","LOC111109057"
"9812","LOC111109058"
"9813","LOC111109059"
"9814","LOC111109060"
"9815","LOC111109061"
"9816","LOC111109062"
"9817","LOC111109063"
"9818","LOC111109064"
"9819","LOC111109065"
"9820","LOC111109066"
"9821","LOC111109067"
"9822","LOC111109068"
"9823","LOC111109069"
"9824","LOC111109070"
"9825","LOC111109071"
"9826","LOC111109072"
"9827","LOC111109073"
"9828","LOC111109074"
"9829","LOC111109075"
"9830","LOC111109076"
"9831","LOC111109077"
"9832","LOC111109078"
"9833","LOC111109079"
"9834","LOC111109080"
"9835","LOC111109081"
"9836","LOC111109082"
"9837","LOC111109083"
"9838","LOC111109084"
"9839","LOC111109085"
"9840","LOC111109086"
"9841","LOC111109087"
"9842","LOC111109088"
"9843","LOC111109089"
"9844","LOC111109090"
"9845","LOC111109091"
"9846","LOC111109092"
"9847","LOC111109093"
"9848","LOC111109094"
"9849","LOC111109095"
"9850","LOC111109096"
"9851","LOC111109097"
"9852","LOC111109098"
"9853","LOC111109099"
"9854","LOC111109100"
"9855","LOC111109101"
"9856","LOC111109102"
"9857","LOC111109103"
"9858","LOC111109104"
"9859","LOC111109105"
"9860","LOC111109106"
"9861","LOC111109107"
"9862","LOC111109108"
"9863","LOC111109109"
"9864","LOC111109110"
"9865","LOC111109111"
"9866","LOC111109112"
"9867","LOC111109113"
"9868","LOC111109114"
"9869","LOC111109115"
"9870","LOC111109116"
"9871","LOC111109117"
"9872","LOC111109118"
"9873","LOC111109119"
"9874","LOC111109120"
"9875","LOC111109121"
"9876","LOC111109122"
"9877","LOC111109123"
"9878","LOC111109124"
"9879","LOC111109125"
"9880","LOC111109126"
"9881","LOC111109127"
"9882","LOC111109128"
"9883","LOC111109129"
"9884","LOC111109130"
"9885","LOC111109131"
"9886","LOC111109132"
"9887","LOC111109133"
"9888","LOC111109134"
"9889","LOC111109135"
"9890","LOC111109136"
"9891","LOC111109137"
"9892","LOC111109138"
"9893","LOC111109139"
"9894","LOC111109140"
"9895","LOC111109141"
"9896","LOC111109142"
"9897","LOC111109143"
"9898","LOC111109144"
"9899","LOC111109145"
"9900","LOC111109146"
"9901","LOC111109147"
"9902","LOC111109148"
"9903","LOC111109149"
"9904","LOC111109150"
"9905","LOC111109151"
"9906","LOC111109152"
"9907","LOC111109153"
"9908","LOC111109154"
"9909","LOC111109155"
"9910","LOC111109156"
"9911","LOC111109157"
"9912","LOC111109158"
"9913","LOC111109159"
"9914","LOC111109160"
"9915","LOC111109161"
"9916","LOC111109162"
"9917","LOC111109163"
"9918","LOC111109164"
"9919","LOC111109165"
"9920","LOC111109166"
"9921","LOC111109167"
"9922","LOC111109168"
"9923","LOC111109169"
"9924","LOC111109170"
"9925","LOC111109171"
"9926","LOC111109172"
"9927","LOC111109173"
"9928","LOC111109174"
"9929","LOC111109175"
"9930","LOC111109176"
"9931","LOC111109177"
"9932","LOC111109178"
"9933","LOC111109179"
"9934","LOC111109180"
"9935","LOC111109181"
"9936","LOC111109182"
"9937","LOC111109183"
"9938","LOC111109184"
"9939","LOC111109185"
"9940","LOC111109186"
"9941","LOC111109187"
"9942","LOC111109188"
"9943","LOC111109189"
"9944","LOC111109190"
"9945","LOC111109191"
"9946","LOC111109192"
"9947","LOC111109193"
"9948","LOC111109194"
"9949","LOC111109195"
"9950","LOC111109196"
"9951","LOC111109197"
"9952","LOC111109198"
"9953","LOC111109199"
"9954","LOC111109200"
"9955","LOC111109201"
"9956","LOC111109202"
"9957","LOC111109203"
"9958","LOC111109204"
"9959","LOC111109205"
"9960","LOC111109206"
"9961","LOC111109207"
"9962","LOC111109208"
"9963","LOC111109209"
"9964","LOC111109210"
"9965","LOC111109211"
"9966","LOC111109212"
"9967","LOC111109213"
"9968","LOC111109214"
"9969","LOC111109215"
"9970","LOC111109216"
"9971","LOC111109217"
"9972","LOC111109218"
"9973","LOC111109219"
"9974","LOC111109220"
"9975","LOC111109221"
"9976","LOC111109222"
"9977","LOC111109223"
"9978","LOC111109224"
"9979","LOC111109225"
"9980","LOC111109226"
"9981","LOC111109227"
"9982","LOC111109228"
"9983","LOC111109229"
"9984","LOC111109230"
"9985","LOC111109231"
"9986","LOC111109232"
"9987","LOC111109233"
"9988","LOC111109234"
"9989","LOC111109235"
"9990","LOC111109236"
"9991","LOC111109237"
"9992","LOC111109238"
"9993","LOC111109239"
"9994","LOC111109240"
"9995","LOC111109241"
"9996","LOC111109242"
"9997","LOC111109243"
"9998","LOC111109244"
"9999","LOC111109245"
"10000","LOC111109246"
"10001","LOC111109247"
"10002","LOC111109248"
"10003","LOC111109249"
"10004","LOC111109250"
"10005","LOC111109251"
"10006","LOC111109252"
"10007","LOC111109253"
"10008","LOC111109254"
"10009","LOC111109255"
"10010","LOC111109256"
"10011","LOC111109257"
"10012","LOC111109258"
"10013","LOC111109259"
"10014","LOC111109260"
"10015","LOC111109261"
"10016","LOC111109262"
"10017","LOC111109263"
"10018","LOC111109264"
"10019","LOC111109265"
"10020","LOC111109266"
"10021","LOC111109267"
"10022","LOC111109268"
"10023","LOC111109269"
"10024","LOC111109270"
"10025","LOC111109271"
"10026","LOC111109272"
"10027","LOC111109273"
"10028","LOC111109274"
"10029","LOC111109275"
"10030","LOC111109276"
"10031","LOC111109277"
"10032","LOC111109278"
"10033","LOC111109279"
"10034","LOC111109280"
"10035","LOC111109281"
"10036","LOC111109282"
"10037","LOC111109283"
"10038","LOC111109284"
"10039","LOC111109285"
"10040","LOC111109286"
"10041","LOC111109287"
"10042","LOC111109288"
"10043","LOC111109289"
"10044","LOC111109290"
"10045","LOC111109291"
"10046","LOC111109292"
"10047","LOC111109293"
"10048","LOC111109294"
"10049","LOC111109295"
"10050","LOC111109296"
"10051","LOC111109297"
"10052","LOC111109298"
"10053","LOC111109299"
"10054","LOC111109300"
"10055","LOC111109301"
"10056","LOC111109302"
"10057","LOC111109303"
"10058","LOC111109304"
"10059","LOC111109305"
"10060","LOC111109306"
"10061","LOC111109307"
"10062","LOC111109308"
"10063","LOC111109309"
"10064","LOC111109310"
"10065","LOC111109311"
"10066","LOC111109312"
"10067","LOC111109313"
"10068","LOC111109314"
"10069","LOC111109315"
"10070","LOC111109316"
"10071","LOC111109317"
"10072","LOC111109318"
"10073","LOC111109319"
"10074","LOC111109320"
"10075","LOC111109321"
"10076","LOC111109322"
"10077","LOC111109323"
"10078","LOC111109324"
"10079","LOC111109325"
"10080","LOC111109326"
"10081","LOC111109327"
"10082","LOC111109328"
"10083","LOC111109329"
"10084","LOC111109330"
"10085","LOC111109331"
"10086","LOC111109332"
"10087","LOC111109333"
"10088","LOC111109334"
"10089","LOC111109335"
"10090","LOC111109336"
"10091","LOC111109337"
"10092","LOC111109338"
"10093","LOC111109339"
"10094","LOC111109340"
"10095","LOC111109341"
"10096","LOC111109342"
"10097","LOC111109343"
"10098","LOC111109344"
"10099","LOC111109345"
"10100","LOC111109346"
"10101","LOC111109347"
"10102","LOC111109348"
"10103","LOC111109349"
"10104","LOC111109350"
"10105","LOC111109351"
"10106","LOC111109352"
"10107","LOC111109353"
"10108","LOC111109354"
"10109","LOC111109355"
"10110","LOC111109356"
"10111","LOC111109357"
"10112","LOC111109358"
"10113","LOC111109359"
"10114","LOC111109360"
"10115","LOC111109361"
"10116","LOC111109362"
"10117","LOC111109363"
"10118","LOC111109364"
"10119","LOC111109365"
"10120","LOC111109366"
"10121","LOC111109367"
"10122","LOC111109368"
"10123","LOC111109369"
"10124","LOC111109370"
"10125","LOC111109371"
"10126","LOC111109372"
"10127","LOC111109373"
"10128","LOC111109374"
"10129","LOC111109375"
"10130","LOC111109376"
"10131","LOC111109377"
"10132","LOC111109378"
"10133","LOC111109379"
"10134","LOC111109380"
"10135","LOC111109381"
"10136","LOC111109382"
"10137","LOC111109383"
"10138","LOC111109384"
"10139","LOC111109385"
"10140","LOC111109386"
"10141","LOC111109387"
"10142","LOC111109388"
"10143","LOC111109389"
"10144","LOC111109390"
"10145","LOC111109391"
"10146","LOC111109392"
"10147","LOC111109393"
"10148","LOC111109394"
"10149","LOC111109395"
"10150","LOC111109396"
"10151","LOC111109397"
"10152","LOC111109398"
"10153","LOC111109399"
"10154","LOC111109400"
"10155","LOC111109401"
"10156","LOC111109402"
"10157","LOC111109403"
"10158","LOC111109404"
"10159","LOC111109405"
"10160","LOC111109406"
"10161","LOC111109407"
"10162","LOC111109408"
"10163","LOC111109409"
"10164","LOC111109410"
"10165","LOC111109411"
"10166","LOC111109412"
"10167","LOC111109413"
"10168","LOC111109414"
"10169","LOC111109415"
"10170","LOC111109416"
"10171","LOC111109417"
"10172","LOC111109418"
"10173","LOC111109419"
"10174","LOC111109420"
"10175","LOC111109421"
"10176","LOC111109422"
"10177","LOC111109423"
"10178","LOC111109424"
"10179","LOC111109425"
"10180","LOC111109426"
"10181","LOC111109427"
"10182","LOC111109428"
"10183","LOC111109429"
"10184","LOC111109430"
"10185","LOC111109431"
"10186","LOC111109432"
"10187","LOC111109433"
"10188","LOC111109434"
"10189","LOC111109435"
"10190","LOC111109436"
"10191","LOC111109437"
"10192","LOC111109438"
"10193","LOC111109439"
"10194","LOC111109440"
"10195","LOC111109441"
"10196","LOC111109442"
"10197","LOC111109443"
"10198","LOC111109444"
"10199","LOC111109445"
"10200","LOC111109446"
"10201","LOC111109447"
"10202","LOC111109448"
"10203","LOC111109449"
"10204","LOC111109450"
"10205","LOC111109451"
"10206","LOC111109452"
"10207","LOC111109453"
"10208","LOC111109454"
"10209","LOC111109455"
"10210","LOC111109456"
"10211","LOC111109457"
"10212","LOC111109458"
"10213","LOC111109459"
"10214","LOC111109460"
"10215","LOC111109461"
"10216","LOC111109462"
"10217","LOC111109463"
"10218","LOC111109464"
"10219","LOC111109465"
"10220","LOC111109466"
"10221","LOC111109467"
"10222","LOC111109468"
"10223","LOC111109469"
"10224","LOC111109470"
"10225","LOC111109471"
"10226","LOC111109472"
"10227","LOC111109473"
"10228","LOC111109474"
"10229","LOC111109475"
"10230","LOC111109476"
"10231","LOC111109477"
"10232","LOC111109478"
"10233","LOC111109479"
"10234","LOC111109480"
"10235","LOC111109481"
"10236","LOC111109482"
"10237","LOC111109483"
"10238","LOC111109484"
"10239","LOC111109485"
"10240","LOC111109486"
"10241","LOC111109487"
"10242","LOC111109488"
"10243","LOC111109489"
"10244","LOC111109490"
"10245","LOC111109491"
"10246","LOC111109492"
"10247","LOC111109493"
"10248","LOC111109494"
"10249","LOC111109495"
"10250","LOC111109496"
"10251","LOC111109497"
"10252","LOC111109498"
"10253","LOC111109499"
"10254","LOC111109500"
"10255","LOC111109501"
"10256","LOC111109502"
"10257","LOC111109503"
"10258","LOC111109504"
"10259","LOC111109505"
"10260","LOC111109506"
"10261","LOC111109507"
"10262","LOC111109508"
"10263","LOC111109509"
"10264","LOC111109510"
"10265","LOC111109511"
"10266","LOC111109512"
"10267","LOC111109513"
"10268","LOC111109514"
"10269","LOC111109515"
"10270","LOC111109516"
"10271","LOC111109517"
"10272","LOC111109518"
"10273","LOC111109519"
"10274","LOC111109520"
"10275","LOC111109521"
"10276","LOC111109522"
"10277","LOC111109523"
"10278","LOC111109524"
"10279","LOC111109525"
"10280","LOC111109526"
"10281","LOC111109527"
"10282","LOC111109528"
"10283","LOC111109529"
"10284","LOC111109530"
"10285","LOC111109531"
"10286","LOC111109532"
"10287","LOC111109533"
"10288","LOC111109534"
"10289","LOC111109535"
"10290","LOC111109536"
"10291","LOC111109537"
"10292","LOC111109538"
"10293","LOC111109539"
"10294","LOC111109540"
"10295","LOC111109541"
"10296","LOC111109542"
"10297","LOC111109543"
"10298","LOC111109544"
"10299","LOC111109545"
"10300","LOC111109546"
"10301","LOC111109547"
"10302","LOC111109548"
"10303","LOC111109549"
"10304","LOC111109550"
"10305","LOC111109551"
"10306","LOC111109552"
"10307","LOC111109553"
"10308","LOC111109554"
"10309","LOC111109555"
"10310","LOC111109556"
"10311","LOC111109557"
"10312","LOC111109558"
"10313","LOC111109559"
"10314","LOC111109560"
"10315","LOC111109561"
"10316","LOC111109562"
"10317","LOC111109563"
"10318","LOC111109564"
"10319","LOC111109565"
"10320","LOC111109566"
"10321","LOC111109567"
"10322","LOC111109568"
"10323","LOC111109569"
"10324","LOC111109570"
"10325","LOC111109571"
"10326","LOC111109572"
"10327","LOC111109573"
"10328","LOC111109574"
"10329","LOC111109575"
"10330","LOC111109576"
"10331","LOC111109577"
"10332","LOC111109578"
"10333","LOC111109579"
"10334","LOC111109580"
"10335","LOC111109581"
"10336","LOC111109582"
"10337","LOC111109583"
"10338","LOC111109584"
"10339","LOC111109585"
"10340","LOC111109586"
"10341","LOC111109587"
"10342","LOC111109588"
"10343","LOC111109589"
"10344","LOC111109590"
"10345","LOC111109591"
"10346","LOC111109592"
"10347","LOC111109593"
"10348","LOC111109594"
"10349","LOC111109595"
"10350","LOC111109596"
"10351","LOC111109597"
"10352","LOC111109598"
"10353","LOC111109599"
"10354","LOC111109600"
"10355","LOC111109601"
"10356","LOC111109602"
"10357","LOC111109603"
"10358","LOC111109604"
"10359","LOC111109605"
"10360","LOC111109606"
"10361","LOC111109607"
"10362","LOC111109608"
"10363","LOC111109609"
"10364","LOC111109610"
"10365","LOC111109611"
"10366","LOC111109612"
"10367","LOC111109613"
"10368","LOC111109614"
"10369","LOC111109615"
"10370","LOC111109616"
"10371","LOC111109617"
"10372","LOC111109618"
"10373","LOC111109619"
"10374","LOC111109620"
"10375","LOC111109621"
"10376","LOC111109622"
"10377","LOC111109623"
"10378","LOC111109624"
"10379","LOC111109625"
"10380","LOC111109626"
"10381","LOC111109627"
"10382","LOC111109628"
"10383","LOC111109629"
"10384","LOC111109630"
"10385","LOC111109631"
"10386","LOC111109632"
"10387","LOC111109633"
"10388","LOC111109634"
"10389","LOC111109635"
"10390","LOC111109636"
"10391","LOC111109637"
"10392","LOC111109638"
"10393","LOC111109639"
"10394","LOC111109640"
"10395","LOC111109641"
"10396","LOC111109642"
"10397","LOC111109643"
"10398","LOC111109644"
"10399","LOC111109645"
"10400","LOC111109646"
"10401","LOC111109647"
"10402","LOC111109648"
"10403","LOC111109649"
"10404","LOC111109650"
"10405","LOC111109651"
"10406","LOC111109652"
"10407","LOC111109653"
"10408","LOC111109654"
"10409","LOC111109655"
"10410","LOC111109656"
"10411","LOC111109657"
"10412","LOC111109658"
"10413","LOC111109659"
"10414","LOC111109660"
"10415","LOC111109661"
"10416","LOC111109662"
"10417","LOC111109663"
"10418","LOC111109664"
"10419","LOC111109665"
"10420","LOC111109666"
"10421","LOC111109667"
"10422","LOC111109668"
"10423","LOC111109669"
"10424","LOC111109670"
"10425","LOC111109671"
"10426","LOC111109672"
"10427","LOC111109673"
"10428","LOC111109674"
"10429","LOC111109675"
"10430","LOC111109676"
"10431","LOC111109677"
"10432","LOC111109678"
"10433","LOC111109679"
"10434","LOC111109680"
"10435","LOC111109681"
"10436","LOC111109682"
"10437","LOC111109683"
"10438","LOC111109684"
"10439","LOC111109685"
"10440","LOC111109686"
"10441","LOC111109687"
"10442","LOC111109688"
"10443","LOC111109689"
"10444","LOC111109690"
"10445","LOC111109691"
"10446","LOC111109692"
"10447","LOC111109693"
"10448","LOC111109694"
"10449","LOC111109695"
"10450","LOC111109696"
"10451","LOC111109697"
"10452","LOC111109698"
"10453","LOC111109699"
"10454","LOC111109700"
"10455","LOC111109701"
"10456","LOC111109702"
"10457","LOC111109703"
"10458","LOC111109704"
"10459","LOC111109705"
"10460","LOC111109706"
"10461","LOC111109707"
"10462","LOC111109708"
"10463","LOC111109709"
"10464","LOC111109710"
"10465","LOC111109711"
"10466","LOC111109712"
"10467","LOC111109713"
"10468","LOC111109714"
"10469","LOC111109715"
"10470","LOC111109716"
"10471","LOC111109717"
"10472","LOC111109718"
"10473","LOC111109719"
"10474","LOC111109720"
"10475","LOC111109721"
"10476","LOC111109722"
"10477","LOC111109723"
"10478","LOC111109724"
"10479","LOC111109725"
"10480","LOC111109726"
"10481","LOC111109727"
"10482","LOC111109728"
"10483","LOC111109729"
"10484","LOC111109730"
"10485","LOC111109731"
"10486","LOC111109732"
"10487","LOC111109733"
"10488","LOC111109734"
"10489","LOC111109735"
"10490","LOC111109736"
"10491","LOC111109737"
"10492","LOC111109738"
"10493","LOC111109739"
"10494","LOC111109740"
"10495","LOC111109741"
"10496","LOC111109742"
"10497","LOC111109743"
"10498","LOC111109744"
"10499","LOC111109745"
"10500","LOC111109746"
"10501","LOC111109747"
"10502","LOC111109748"
"10503","LOC111109749"
"10504","LOC111109750"
"10505","LOC111109751"
"10506","LOC111109752"
"10507","LOC111109753"
"10508","LOC111109754"
"10509","LOC111109755"
"10510","LOC111109756"
"10511","LOC111109757"
"10512","LOC111109758"
"10513","LOC111109759"
"10514","LOC111109760"
"10515","LOC111109761"
"10516","LOC111109762"
"10517","LOC111109763"
"10518","LOC111109764"
"10519","LOC111109765"
"10520","LOC111109766"
"10521","LOC111109767"
"10522","LOC111109768"
"10523","LOC111109769"
"10524","LOC111109770"
"10525","LOC111109771"
"10526","LOC111109772"
"10527","LOC111109773"
"10528","LOC111109774"
"10529","LOC111109775"
"10530","LOC111109776"
"10531","LOC111109777"
"10532","LOC111109778"
"10533","LOC111109779"
"10534","LOC111109780"
"10535","LOC111109781"
"10536","LOC111109782"
"10537","LOC111109783"
"10538","LOC111109784"
"10539","LOC111109785"
"10540","LOC111109786"
"10541","LOC111109787"
"10542","LOC111109788"
"10543","LOC111109789"
"10544","LOC111109790"
"10545","LOC111109791"
"10546","LOC111109792"
"10547","LOC111109793"
"10548","LOC111109794"
"10549","LOC111109795"
"10550","LOC111109796"
"10551","LOC111109797"
"10552","LOC111109798"
"10553","LOC111109799"
"10554","LOC111109800"
"10555","LOC111109801"
"10556","LOC111109802"
"10557","LOC111109803"
"10558","LOC111109804"
"10559","LOC111109805"
"10560","LOC111109806"
"10561","LOC111109807"
"10562","LOC111109808"
"10563","LOC111109809"
"10564","LOC111109810"
"10565","LOC111109811"
"10566","LOC111109812"
"10567","LOC111109813"
"10568","LOC111109814"
"10569","LOC111109815"
"10570","LOC111109816"
"10571","LOC111109817"
"10572","LOC111109818"
"10573","LOC111109819"
"10574","LOC111109820"
"10575","LOC111109821"
"10576","LOC111109822"
"10577","LOC111109823"
"10578","LOC111109824"
"10579","LOC111109825"
"10580","LOC111109826"
"10581","LOC111109827"
"10582","LOC111109828"
"10583","LOC111109829"
"10584","LOC111109830"
"10585","LOC111109831"
"10586","LOC111109832"
"10587","LOC111109833"
"10588","LOC111109834"
"10589","LOC111109835"
"10590","LOC111109836"
"10591","LOC111109837"
"10592","LOC111109838"
"10593","LOC111109839"
"10594","LOC111109840"
"10595","LOC111109841"
"10596","LOC111109842"
"10597","LOC111109843"
"10598","LOC111109844"
"10599","LOC111109845"
"10600","LOC111109846"
"10601","LOC111109847"
"10602","LOC111109848"
"10603","LOC111109849"
"10604","LOC111109850"
"10605","LOC111109851"
"10606","LOC111109852"
"10607","LOC111109853"
"10608","LOC111109854"
"10609","LOC111109855"
"10610","LOC111109856"
"10611","LOC111109857"
"10612","LOC111109858"
"10613","LOC111109859"
"10614","LOC111109860"
"10615","LOC111109861"
"10616","LOC111109862"
"10617","LOC111109863"
"10618","LOC111109864"
"10619","LOC111109865"
"10620","LOC111109866"
"10621","LOC111109867"
"10622","LOC111109868"
"10623","LOC111109869"
"10624","LOC111109870"
"10625","LOC111109871"
"10626","LOC111109872"
"10627","LOC111109873"
"10628","LOC111109874"
"10629","LOC111109875"
"10630","LOC111109876"
"10631","LOC111109877"
"10632","LOC111109878"
"10633","LOC111109879"
"10634","LOC111109880"
"10635","LOC111109881"
"10636","LOC111109882"
"10637","LOC111109883"
"10638","LOC111109884"
"10639","LOC111109885"
"10640","LOC111109886"
"10641","LOC111109887"
"10642","LOC111109888"
"10643","LOC111109889"
"10644","LOC111109890"
"10645","LOC111109891"
"10646","LOC111109892"
"10647","LOC111109893"
"10648","LOC111109894"
"10649","LOC111109895"
"10650","LOC111109896"
"10651","LOC111109897"
"10652","LOC111109898"
"10653","LOC111109899"
"10654","LOC111109900"
"10655","LOC111109901"
"10656","LOC111109902"
"10657","LOC111109903"
"10658","LOC111109904"
"10659","LOC111109905"
"10660","LOC111109906"
"10661","LOC111109907"
"10662","LOC111109908"
"10663","LOC111109909"
"10664","LOC111109910"
"10665","LOC111109911"
"10666","LOC111109912"
"10667","LOC111109913"
"10668","LOC111109914"
"10669","LOC111109915"
"10670","LOC111109916"
"10671","LOC111109917"
"10672","LOC111109918"
"10673","LOC111109919"
"10674","LOC111109920"
"10675","LOC111109921"
"10676","LOC111109922"
"10677","LOC111109923"
"10678","LOC111109924"
"10679","LOC111109925"
"10680","LOC111109926"
"10681","LOC111109927"
"10682","LOC111109928"
"10683","LOC111109929"
"10684","LOC111109930"
"10685","LOC111109931"
"10686","LOC111109932"
"10687","LOC111109933"
"10688","LOC111109934"
"10689","LOC111109935"
"10690","LOC111109936"
"10691","LOC111109937"
"10692","LOC111109938"
"10693","LOC111109939"
"10694","LOC111109940"
"10695","LOC111109941"
"10696","LOC111109942"
"10697","LOC111109943"
"10698","LOC111109944"
"10699","LOC111109945"
"10700","LOC111109946"
"10701","LOC111109947"
"10702","LOC111109948"
"10703","LOC111109949"
"10704","LOC111109950"
"10705","LOC111109951"
"10706","LOC111109952"
"10707","LOC111109953"
"10708","LOC111109954"
"10709","LOC111109955"
"10710","LOC111109956"
"10711","LOC111109957"
"10712","LOC111109958"
"10713","LOC111109959"
"10714","LOC111109960"
"10715","LOC111109961"
"10716","LOC111109962"
"10717","LOC111109963"
"10718","LOC111109964"
"10719","LOC111109965"
"10720","LOC111109966"
"10721","LOC111109967"
"10722","LOC111109968"
"10723","LOC111109969"
"10724","LOC111109970"
"10725","LOC111109971"
"10726","LOC111109972"
"10727","LOC111109973"
"10728","LOC111109974"
"10729","LOC111109975"
"10730","LOC111109976"
"10731","LOC111109977"
"10732","LOC111109978"
"10733","LOC111109979"
"10734","LOC111109980"
"10735","LOC111109981"
"10736","LOC111109982"
"10737","LOC111109983"
"10738","LOC111109984"
"10739","LOC111109985"
"10740","LOC111109986"
"10741","LOC111109987"
"10742","LOC111109988"
"10743","LOC111109989"
"10744","LOC111109990"
"10745","LOC111109991"
"10746","LOC111109992"
"10747","LOC111109993"
"10748","LOC111109994"
"10749","LOC111109995"
"10750","LOC111109996"
"10751","LOC111109997"
"10752","LOC111109998"
"10753","LOC111109999"
"10754","LOC111110000"
"10755","LOC111110001"
"10756","LOC111110002"
"10757","LOC111110003"
"10758","LOC111110004"
"10759","LOC111110005"
"10760","LOC111110006"
"10761","LOC111110007"
"10762","LOC111110008"
"10763","LOC111110009"
"10764","LOC111110010"
"10765","LOC111110011"
"10766","LOC111110012"
"10767","LOC111110013"
"10768","LOC111110014"
"10769","LOC111110015"
"10770","LOC111110016"
"10771","LOC111110017"
"10772","LOC111110018"
"10773","LOC111110019"
"10774","LOC111110020"
"10775","LOC111110021"
"10776","LOC111110022"
"10777","LOC111110023"
"10778","LOC111110024"
"10779","LOC111110025"
"10780","LOC111110026"
"10781","LOC111110027"
"10782","LOC111110028"
"10783","LOC111110029"
"10784","LOC111110030"
"10785","LOC111110031"
"10786","LOC111110032"
"10787","LOC111110033"
"10788","LOC111110034"
"10789","LOC111110035"
"10790","LOC111110036"
"10791","LOC111110037"
"10792","LOC111110038"
"10793","LOC111110039"
"10794","LOC111110040"
"10795","LOC111110041"
"10796","LOC111110042"
"10797","LOC111110043"
"10798","LOC111110044"
"10799","LOC111110045"
"10800","LOC111110046"
"10801","LOC111110047"
"10802","LOC111110048"
"10803","LOC111110049"
"10804","LOC111110050"
"10805","LOC111110051"
"10806","LOC111110052"
"10807","LOC111110053"
"10808","LOC111110054"
"10809","LOC111110055"
"10810","LOC111110056"
"10811","LOC111110057"
"10812","LOC111110058"
"10813","LOC111110059"
"10814","LOC111110060"
"10815","LOC111110061"
"10816","LOC111110062"
"10817","LOC111110063"
"10818","LOC111110064"
"10819","LOC111110065"
"10820","LOC111110066"
"10821","LOC111110067"
"10822","LOC111110068"
"10823","LOC111110069"
"10824","LOC111110070"
"10825","LOC111110071"
"10826","LOC111110072"
"10827","LOC111110073"
"10828","LOC111110074"
"10829","LOC111110075"
"10830","LOC111110076"
"10831","LOC111110077"
"10832","LOC111110078"
"10833","LOC111110079"
"10834","LOC111110080"
"10835","LOC111110081"
"10836","LOC111110082"
"10837","LOC111110083"
"10838","LOC111110084"
"10839","LOC111110085"
"10840","LOC111110086"
"10841","LOC111110087"
"10842","LOC111110088"
"10843","LOC111110089"
"10844","LOC111110090"
"10845","LOC111110091"
"10846","LOC111110092"
"10847","LOC111110093"
"10848","LOC111110094"
"10849","LOC111110095"
"10850","LOC111110096"
"10851","LOC111110097"
"10852","LOC111110098"
"10853","LOC111110099"
"10854","LOC111110100"
"10855","LOC111110101"
"10856","LOC111110102"
"10857","LOC111110103"
"10858","LOC111110104"
"10859","LOC111110105"
"10860","LOC111110106"
"10861","LOC111110107"
"10862","LOC111110108"
"10863","LOC111110109"
"10864","LOC111110110"
"10865","LOC111110111"
"10866","LOC111110112"
"10867","LOC111110113"
"10868","LOC111110114"
"10869","LOC111110115"
"10870","LOC111110116"
"10871","LOC111110117"
"10872","LOC111110118"
"10873","LOC111110119"
"10874","LOC111110120"
"10875","LOC111110121"
"10876","LOC111110122"
"10877","LOC111110123"
"10878","LOC111110124"
"10879","LOC111110125"
"10880","LOC111110126"
"10881","LOC111110127"
"10882","LOC111110128"
"10883","LOC111110129"
"10884","LOC111110130"
"10885","LOC111110131"
"10886","LOC111110132"
"10887","LOC111110133"
"10888","LOC111110134"
"10889","LOC111110135"
"10890","LOC111110136"
"10891","LOC111110137"
"10892","LOC111110138"
"10893","LOC111110139"
"10894","LOC111110140"
"10895","LOC111110141"
"10896","LOC111110142"
"10897","LOC111110143"
"10898","LOC111110144"
"10899","LOC111110145"
"10900","LOC111110146"
"10901","LOC111110147"
"10902","LOC111110148"
"10903","LOC111110149"
"10904","LOC111110150"
"10905","LOC111110151"
"10906","LOC111110152"
"10907","LOC111110153"
"10908","LOC111110154"
"10909","LOC111110155"
"10910","LOC111110156"
"10911","LOC111110157"
"10912","LOC111110158"
"10913","LOC111110159"
"10914","LOC111110160"
"10915","LOC111110161"
"10916","LOC111110162"
"10917","LOC111110163"
"10918","LOC111110164"
"10919","LOC111110165"
"10920","LOC111110166"
"10921","LOC111110167"
"10922","LOC111110168"
"10923","LOC111110169"
"10924","LOC111110170"
"10925","LOC111110171"
"10926","LOC111110172"
"10927","LOC111110173"
"10928","LOC111110174"
"10929","LOC111110175"
"10930","LOC111110176"
"10931","LOC111110177"
"10932","LOC111110178"
"10933","LOC111110179"
"10934","LOC111110180"
"10935","LOC111110181"
"10936","LOC111110182"
"10937","LOC111110183"
"10938","LOC111110184"
"10939","LOC111110185"
"10940","LOC111110186"
"10941","LOC111110187"
"10942","LOC111110188"
"10943","LOC111110189"
"10944","LOC111110190"
"10945","LOC111110191"
"10946","LOC111110192"
"10947","LOC111110193"
"10948","LOC111110194"
"10949","LOC111110195"
"10950","LOC111110196"
