"","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111136924",282,241,93,20,169,105,117,23,224,127,137,72,16,99,59
"LOC111136435",1,0,0,0,3,0,2,0,0,0,0,0,1,3,0
"LOC111134683",6,0,0,0,2,1,1,0,0,13,3,1,0,0,1
"LOC111099045",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"LOC111134693",0,0,1,0,0,3,8,0,0,5,0,0,0,0,0
"LOC111134694",3,0,0,0,2,3,1,0,2,2,1,1,0,6,0
"LOC111135231",8,5,1,0,6,1,2,0,1,3,1,1,0,13,0
"LOC111132381",4,6,0,0,12,1,3,0,4,4,2,5,0,10,0
"LOC111136058",5,5,1,0,3,0,1,0,10,3,1,3,0,0,0
"LOC111132028",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC111132982",0,0,0,0,25,0,0,0,0,0,3,0,0,0,0
"LOC111099214",1,2,0,1,2,1,3,0,3,0,0,0,0,3,0
"LOC111138224",1,0,0,0,4,0,2,0,0,3,2,0,0,9,0
"LOC111136746",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111138252",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
"LOC111133720",0,9,0,0,1,0,0,0,1,2,3,0,1,0,1
"LOC111137461",0,0,0,0,1,0,1,1,2,0,1,0,0,0,0
"LOC111134963",2,3,0,0,1,0,0,0,0,2,0,0,0,0,0
"LOC111134651",5,4,2,0,0,0,1,0,14,0,3,0,1,0,0
"LOC111133466",3,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"LOC111135621",0,0,0,0,20,0,5,0,13,1,2,1,0,3,0
"LOC111132964",2,1,1,1,0,2,3,0,4,1,1,0,1,1,0
"LOC111137961",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111136629",4,3,0,0,1,0,0,0,0,0,0,0,0,2,0
"LOC111136628",2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"LOC111136630",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"LOC111136230",1,1,0,0,0,0,0,0,5,0,0,0,1,0,0
"LOC111136227",8,7,0,0,9,1,1,2,11,3,6,9,0,1,0
"LOC111135616",3,0,0,0,4,1,2,0,0,2,1,0,0,0,0
"LOC111137203",7,2,0,1,2,0,0,0,1,0,0,0,0,1,0
"LOC111134331",2,1,0,0,1,0,0,0,2,1,1,0,0,0,0
"LOC111134002",1,0,0,0,1,0,0,0,1,0,0,0,0,4,0
"LOC111135915",1,1,1,0,5,1,0,0,0,0,0,0,0,0,0
"LOC111133026",3,5,0,0,0,1,7,1,1,0,2,0,0,3,0
"LOC111137494",0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"LOC111134656",6,0,0,0,2,0,0,0,0,1,0,1,0,0,0
"LOC111134654",6,0,0,0,4,0,1,1,6,0,0,1,0,1,0
"LOC111133239",1,0,0,0,3,0,0,0,0,1,4,0,0,0,0
"LOC111137531",0,3,1,0,2,3,4,0,3,2,4,1,0,1,0
"LOC111137868",5,0,0,0,1,0,2,0,3,1,1,0,0,5,0
"LOC111134091",10,8,3,0,5,1,2,1,1,2,4,0,1,4,0
"LOC111132115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111136798",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"LOC111137436",15,4,0,0,0,1,0,0,9,0,0,2,0,0,0
"LOC111137437",14,0,0,0,4,0,0,0,4,0,0,0,0,0,0
"LOC111134790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111138034",2,2,1,0,0,0,1,0,5,1,1,2,0,1,0
"LOC111134080",0,0,0,0,1,1,2,0,0,0,0,1,0,0,0
"LOC111135195",5,0,0,0,10,0,0,0,2,1,2,0,0,0,0
"LOC111132329",4,7,2,0,8,0,0,2,4,3,1,9,0,4,0
"LOC111133259",62,62,8,7,17,14,4,5,25,23,21,9,140,30,2
"LOC111133258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111133266",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111133256",0,4,0,0,3,0,0,0,0,0,0,0,0,2,0
"LOC111132333",3,5,1,0,9,1,0,0,4,4,2,2,0,1,0
"LOC111133257",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111133269",5,1,0,0,3,0,0,0,5,0,1,0,0,0,0
"LOC111137730",0,0,0,0,1,0,0,0,0,9,0,0,0,0,0
"LOC111136880",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"LOC111136722",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"LOC111134726",54,48,6,5,48,10,14,2,33,29,28,7,114,32,2
"LOC111136812",0,2,0,0,0,20,0,0,1,1,0,0,0,50,0
"LOC111135861",5,0,0,1,0,1,0,0,0,0,4,0,0,0,0
"LOC111136082",8,8,1,0,13,1,3,2,1,1,3,5,1,1,0
"LOC111137224",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LOC111136196",1,0,1,0,5,0,0,2,1,0,3,3,0,1,0
"LOC111136399",0,1,0,0,3,0,1,0,1,1,1,0,0,1,0
"LOC111133048",0,0,1,0,0,0,0,0,3,0,1,0,0,0,0
"LOC111133052",0,0,0,0,0,0,1,0,5,3,3,0,0,1,0
"LOC111132335",0,1,0,0,2,0,1,0,0,0,2,0,0,5,1
"LOC111132195",0,0,0,0,1,0,1,0,1,0,0,0,0,2,0
"LOC111138386",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"LOC111132336",0,0,1,0,1,2,2,1,1,0,0,0,0,0,0
"LOC111135739",14,3,0,0,7,0,2,0,0,0,1,5,0,2,0
"LOC111135738",8,4,0,0,1,3,2,0,8,5,1,0,0,5,0
"LOC111135740",0,5,0,0,0,2,0,0,6,0,4,0,0,5,0
"LOC111135741",0,7,0,0,0,1,0,0,7,0,9,0,1,5,0
"LOC111138462",2,0,0,0,8,0,0,0,2,1,3,1,0,19,0
"LOC111133803",0,2,2,0,2,0,0,0,3,0,1,0,0,1,0
"LOC111137040",3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"LOC111136036",1,0,0,0,0,0,0,0,0,0,2,1,0,1,0
"LOC111135047",2,5,0,0,1,0,2,0,1,1,1,0,0,0,0
"LOC111136550",5,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"LOC111135726",86,108,19,5,111,28,37,11,94,54,39,37,5,63,64
"LOC111135484",1,2,0,0,0,0,0,1,2,1,0,0,0,1,0
"LOC111138306",11,13,0,0,1,5,2,0,13,10,1,3,0,1,0
"LOC111136463",115,91,17,11,90,27,45,12,76,63,60,36,2,83,129
"LOC111136464",56,55,15,3,62,12,18,5,41,19,25,9,1,31,96
"LOC111136776",927,763,167,76,742,232,240,88,588,388,359,269,78,447,155
"LOC111132883",1,1,0,0,8,0,0,0,0,1,1,4,0,6,0
"LOC111137927",1,0,0,0,2,7,3,0,0,9,5,0,1,0,0
"LOC111136203",4,4,0,0,5,2,3,0,0,0,2,1,0,7,0
"LOC111134121",11,3,0,1,0,0,0,0,0,0,0,2,0,0,0
"LOC111136751",2,0,0,0,2,0,3,0,2,1,0,0,0,0,0
"LOC111132341",15,0,0,1,7,0,5,0,5,0,3,3,0,0,0
"LOC111133485",4,1,0,0,7,0,0,0,3,0,1,0,0,0,0
"LOC111137511",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"LOC111137513",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"LOC111133396",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"LOC111134706",1,0,0,0,2,2,1,0,0,4,2,0,0,1,0
"LOC111134789",4,0,0,0,6,0,3,0,2,3,0,0,0,6,0
"LOC111136083",16,1,1,0,1,2,3,0,0,1,0,0,2,6,0
"LOC111099196",1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"LOC111133822",1,0,2,0,5,0,0,0,0,0,1,3,1,0,0
"LOC111136255",2,0,1,0,0,0,1,0,0,0,3,0,0,2,0
"LOC111132346",18,9,0,0,22,2,0,0,0,2,5,1,0,6,0
"LOC111136940",1,2,0,0,0,0,1,0,1,0,0,0,0,0,0
"LOC111137074",0,1,2,0,0,0,0,0,0,0,2,0,0,0,0
"LOC111133334",0,0,0,0,2,0,0,0,2,0,1,0,0,0,0
"LOC111137568",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111132355",0,0,0,0,2,0,1,0,5,1,1,1,0,0,0
"LOC111136350",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"LOC111137185",0,0,0,0,18,0,0,0,0,1,3,0,0,0,0
"LOC111136091",1,0,0,0,2,2,0,0,2,1,1,4,0,1,0
"LOC111137662",5,0,0,0,3,0,4,0,3,0,3,0,0,2,0
"LOC111137558",4,8,0,1,11,2,7,1,5,4,0,4,1,2,0
"LOC111138079",13,4,1,0,1,4,3,0,5,1,1,1,0,1,0
"LOC111133715",0,0,1,0,7,7,2,0,0,0,0,1,0,0,0
"LOC111136823",4,4,0,1,2,1,4,0,1,1,3,0,1,3,0
"LOC111133497",0,1,1,1,0,0,2,6,6,0,1,0,168,7,0
"LOC111133998",0,4,0,1,3,0,2,0,6,7,2,0,1,1,0
"LOC111134145",0,8,0,0,12,1,0,0,0,1,16,0,0,0,0
"LOC111134851",3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"LOC111132289",4,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"LOC111136644",3,1,0,0,2,3,2,1,0,0,2,3,0,3,0
"LOC111133736",3,1,0,0,2,0,1,0,2,0,0,1,0,4,0
"LOC111134032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111137142",42,0,0,2,0,0,0,0,0,0,1,2,0,0,0
"LOC111135938",0,0,0,0,6,0,0,0,0,0,1,0,0,0,0
"LOC111135541",14,2,0,0,0,0,0,0,0,0,1,3,0,1,0
"LOC111134262",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111132368",14,5,2,0,8,0,0,0,2,1,4,7,0,2,0
"LOC111133086",3,2,2,0,8,0,1,0,1,3,2,1,0,17,0
"LOC111135896",0,1,0,0,0,4,0,0,0,0,0,0,0,4,0
"LOC111134454",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111135764",1,4,1,0,2,2,3,0,5,4,11,0,2,0,0
"LOC111136560",0,6,2,0,1,2,1,0,20,5,1,0,1,0,0
"LOC111137017",5,2,0,2,2,0,3,0,0,1,8,0,0,1,1
"LOC111138358",0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111136790",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111133324",0,0,1,0,0,0,0,0,5,2,0,0,0,0,0
"Trnad-guc_2",0,4,0,0,1,0,0,0,6,0,0,1,0,0,0
"LOC111133826",0,19,0,0,0,0,0,1,0,2,0,0,0,2,0
"LOC111132188",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trnaq-cug_5",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Trnad-guc_3",0,2,0,0,1,0,0,1,6,2,0,1,0,0,1
"Trnad-guc_5",0,2,0,0,1,0,0,1,3,0,0,1,0,0,0
"Trnad-guc_6",0,3,0,1,0,3,0,0,3,0,0,0,0,0,0
"LOC111138398",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"LOC111132378",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"LOC111133834",0,2,1,1,0,2,0,1,0,0,0,0,0,14,0
"LOC111133170",0,0,0,0,2,0,2,0,1,0,1,0,1,0,1
"LOC111134049",4,6,2,0,1,0,0,0,7,18,1,2,1,0,0
"LOC111138247",21,1,0,0,6,0,0,0,0,0,1,1,0,0,0
"LOC111132887",32,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111132387",0,0,3,0,0,0,0,0,0,5,0,0,0,0,0
"LOC111136326",0,1,13,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111099053",3,4,0,0,1,0,2,1,1,2,1,0,1,14,0
"LOC111135125",9,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"LOC111136925",4,1,0,0,2,1,3,2,1,0,0,0,0,1,0
"LOC111136468",2,0,0,0,1,0,0,0,2,0,1,0,0,0,0
"LOC111136615",4,3,0,0,12,0,1,0,4,4,1,1,0,1,0
"LOC111137708",0,0,4,2,0,2,2,3,0,0,0,1,0,0,0
"LOC111133387",0,0,0,0,0,0,0,2,1,0,0,0,0,10,0
"LOC111133383",0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
"LOC111133389",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111132926",0,0,0,0,4,0,1,1,0,0,0,0,0,1,0
"LOC111138360",0,4,0,0,12,3,1,1,1,2,4,0,0,9,0
"LOC111135817",1,0,0,0,2,0,0,1,1,0,0,3,0,0,0
"LOC111135807",7,2,2,0,4,0,0,0,3,0,0,0,0,11,0
"LOC111135811",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"LOC111135805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111138168",2,3,0,1,5,2,1,2,10,2,3,3,0,0,0
"LOC111134409",1,2,0,0,0,0,0,0,1,1,0,2,0,0,0
"LOC111134046",17,3,0,1,0,1,0,0,0,0,5,22,0,0,0
"LOC111137299",1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
"LOC111136597",7,8,3,0,1,1,0,0,13,3,2,0,1,1,0
"LOC111132864",5,0,0,0,1,0,0,0,3,1,1,0,0,2,0
"LOC111132491",7,15,1,0,10,11,4,4,3,5,16,1,0,2,94
"LOC111137079",2,1,0,0,6,0,0,0,0,1,1,0,0,0,0
"LOC111135768",0,0,0,0,2,0,0,1,15,12,3,0,0,1,0
"LOC111134665",3,1,1,0,3,1,0,0,0,1,0,0,0,0,0
"LOC111134663",0,0,1,0,4,0,3,0,2,1,2,5,0,1,0
"LOC111135476",0,9,0,0,5,2,0,0,3,3,6,2,0,3,0
"LOC111137831",4,0,0,0,1,5,1,0,2,0,4,0,0,3,0
"LOC111135395",5,1,1,0,1,2,1,0,0,0,0,1,0,0,0
"LOC111135684",0,0,0,0,0,0,0,0,20,22,2,0,0,0,0
"LOC111135471",0,1,0,0,2,3,0,0,0,0,0,0,0,0,0
"LOC111133203",1,0,0,0,1,0,0,0,10,0,2,5,0,0,0
"LOC111135246",0,0,0,0,0,5,0,0,0,0,0,0,0,13,0
"LOC111135245",0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
"LOC111137806",7,1,3,0,4,2,2,0,3,2,2,2,0,4,0
"LOC111132063",1,1,0,0,1,0,0,0,1,0,4,0,0,1,0
"LOC111135733",134,74,10,6,96,41,24,7,60,56,42,28,3,56,65
"LOC111138365",12,3,2,0,1,0,1,0,4,3,4,1,0,0,0
"LOC111133818",0,0,1,0,1,1,0,0,2,0,0,0,0,0,0
"LOC111136138",2,0,0,0,2,0,0,0,0,1,0,0,1,1,0
"LOC111136134",54,39,12,6,26,27,8,3,32,38,14,11,91,33,1
"LOC111132413",2,1,0,0,0,0,1,0,0,1,3,1,0,0,0
"LOC111136114",14,1,0,0,4,1,0,2,6,1,0,0,1,7,0
"LOC111136137",1,2,0,0,1,0,0,0,1,2,0,0,0,0,0
"LOC111136121",18,0,0,2,2,0,0,0,0,1,2,2,0,2,0
"LOC111136120",12,0,0,0,0,0,0,0,2,3,1,1,0,2,0
"LOC111136127",0,0,0,0,0,0,1,2,1,0,0,0,0,2,0
"LOC111136103",2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"LOC111135453",3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"LOC111132421",1,5,1,0,1,1,0,0,2,0,1,0,0,0,0
"LOC111134463",3,2,6,0,6,2,0,1,1,1,0,3,0,0,0
"Trnad-guc_7",0,1,0,0,1,0,0,0,9,0,1,0,0,0,0
"Trnad-guc_8",0,2,0,0,3,0,0,0,4,1,0,0,0,0,0
"LOC111132851",4,0,0,1,2,0,1,0,1,0,1,0,0,0,0
"Trnad-guc_9",0,1,0,0,2,0,0,0,3,2,1,0,0,0,0
"LOC111138084",0,0,0,0,0,0,0,0,9,0,1,0,0,0,0
"LOC111137131",0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
"LOC111134399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111134398",1,1,1,0,1,0,1,0,1,0,2,0,0,0,0
"LOC111134394",4,6,8,0,5,0,2,0,21,6,1,0,0,2,0
"LOC111137165",9,0,2,0,1,4,0,0,17,8,1,2,0,0,0
"LOC111137006",8,0,0,0,8,0,0,0,0,1,1,0,1,9,0
"LOC111138171",2,6,0,0,0,5,0,0,11,0,0,3,0,0,0
"LOC111138173",0,4,1,0,0,4,0,0,1,1,0,0,0,0,0
"LOC111132960",0,0,0,0,2,0,0,0,3,0,1,0,0,0,0
"LOC111136638",0,0,0,0,6,0,0,0,0,0,1,0,0,0,0
"LOC111138243",1,2,0,0,1,0,0,0,0,0,2,3,0,10,0
"LOC111133475",2,1,1,0,6,0,1,1,2,0,1,0,0,1,0
"LOC111136782",0,0,0,0,10,0,0,0,0,1,4,0,0,1,0
"LOC111136785",0,2,0,0,0,1,0,1,0,0,0,0,0,1,0
"LOC111134504",0,2,0,0,0,0,0,0,0,5,0,0,0,0,0
"LOC111138105",3,0,0,0,3,1,0,3,1,5,19,0,0,2,1
"LOC111135081",2,2,0,0,1,0,0,0,4,3,3,0,0,1,0
"LOC111135089",0,2,1,0,2,0,7,0,16,4,4,0,1,0,0
"LOC111135083",2,0,0,0,0,0,0,0,2,1,0,0,0,2,0
"LOC111135085",5,10,0,0,0,0,1,1,2,2,2,2,0,1,0
"LOC111135072",0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
"LOC111135104",0,3,0,0,2,1,1,0,0,0,0,0,0,2,1
"LOC111136319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111134687",0,7,0,1,0,0,0,0,2,2,0,0,0,6,0
"LOC111134411",121,224,38,36,150,62,58,23,189,97,85,35,161,107,4
"LOC111133539",0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
"LOC111133543",0,3,0,0,3,0,0,0,3,1,0,0,0,0,0
"LOC111132441",5,3,1,0,4,0,1,0,4,0,3,4,0,0,0
"LOC111136600",1,0,0,0,1,1,0,1,0,0,0,1,0,6,0
"LOC111136022",1,0,0,0,44,0,1,0,0,2,5,0,0,1,0
"LOC111136037",0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
"LOC111132443",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LOC111132444",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"LOC111133901",10,2,1,0,1,0,2,0,11,0,0,1,0,2,0
"LOC111137954",0,1,0,0,2,1,0,0,4,0,0,0,0,0,0
"LOC111099209",71,69,8,1,55,19,33,4,67,19,28,23,59,33,1
"LOC111134243",409,435,86,43,377,122,110,39,332,247,218,102,378,141,7
"LOC111138521",139,124,19,6,90,38,35,13,121,44,75,57,10,43,171
"LOC111138508",1,2,0,0,0,0,0,0,0,0,2,1,0,0,0
"LOC111132446",6,5,0,2,0,0,0,1,7,0,0,5,0,0,0
"LOC111138511",16,20,1,0,6,1,1,0,1,0,0,2,0,4,0
"LOC111138503",2,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"LOC111135719",0,0,0,0,44,0,0,0,0,0,8,0,0,0,0
"LOC111134724",5,5,1,0,3,1,0,1,7,1,4,0,0,0,0
"LOC111137535",191,91,16,26,160,31,21,6,52,37,57,34,2,82,200
"LOC111137537",2,27,0,1,1,1,3,0,0,2,4,0,0,0,0
"LOC111135343",8,1,0,0,1,0,1,0,0,2,2,0,0,0,0
"LOC111132452",1,2,0,0,1,0,0,0,2,1,0,0,0,2,0
"LOC111133525",1,0,0,0,1,0,0,0,2,0,3,0,0,0,0
"LOC111134855",0,1,0,0,1,8,1,1,8,1,0,0,0,0,0
"LOC111133820",0,1,1,0,9,0,4,2,0,0,3,0,1,1,0
"LOC111138322",1,3,1,0,0,0,0,0,0,2,0,0,0,0,0
"LOC111137266",16,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"LOC111137174",1,0,0,0,1,0,0,0,0,0,1,11,0,0,0
"LOC111133069",6,1,8,0,4,0,1,0,21,0,5,1,0,2,0
"LOC111134578",0,0,0,0,7,0,0,0,0,1,3,0,0,0,0
"LOC111137648",14,11,3,0,12,2,1,0,11,4,1,6,0,1,0
"LOC111132858",0,0,1,0,11,0,0,0,0,1,0,0,0,0,0
"LOC111134429",5,3,3,0,5,0,0,0,3,21,18,2,0,1,0
"LOC111134430",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"LOC111134406",66,54,6,1,31,25,17,5,34,25,27,16,0,14,46
"LOC111135135",3,0,0,0,1,0,0,0,0,1,0,1,0,1,0
"LOC111135138",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"LOC111135137",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"LOC111137025",0,0,1,0,0,0,0,0,0,0,24,0,0,0,0
"LOC111135773",4,2,0,0,3,0,29,0,2,0,1,1,2,0,0
"LOC111134871",1,1,0,0,6,0,0,0,9,0,3,0,0,0,0
"LOC111134870",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111134873",7,4,1,0,17,0,1,2,3,1,1,3,0,8,0
"LOC111137044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111133974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111137061",3,1,0,0,0,0,0,0,0,0,0,1,0,2,0
"LOC111136682",3,1,4,0,6,5,1,0,0,10,3,1,0,0,0
"LOC111134318",5,7,0,0,9,0,0,0,4,5,1,1,0,4,0
"LOC111134319",1,1,0,0,2,0,1,0,1,0,0,0,0,0,0
"LOC111136871",2,1,0,0,2,0,1,2,4,1,1,0,0,1,0
"LOC111132474",0,0,0,0,1,0,0,1,0,0,6,0,0,0,0
"LOC111138416",17,1,1,0,1,0,2,1,0,6,2,3,0,17,0
"LOC111136715",1,3,0,0,1,3,2,0,3,0,1,0,0,1,0
"LOC111136089",8,3,1,0,1,0,2,0,4,0,3,0,0,6,0
"LOC111135140",1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"LOC111134021",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111134020",1,0,0,0,2,0,1,0,1,0,1,1,0,0,0
"LOC111134018",35,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"LOC111132484",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"LOC111134242",0,1,0,0,0,0,1,0,1,0,4,0,0,0,1
"LOC111137960",0,1,0,0,0,0,0,0,0,0,0,0,0,7,0
"LOC111137774",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"LOC111137603",12,0,0,0,5,0,2,0,4,1,1,0,0,0,0
"LOC111135803",3,6,0,0,5,5,1,0,2,1,0,0,0,1,0
"LOC111138109",0,17,1,0,3,1,2,0,23,9,3,0,0,0,0
"LOC111137088",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"Trnad-guc_10",0,2,0,0,1,0,0,0,2,1,1,0,0,0,0
"LOC111135156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111137998",0,38,2,0,0,0,3,0,5,1,0,8,0,0,0
"LOC111137541",3,12,1,0,4,0,0,1,11,2,3,0,0,5,0
"LOC111134007",3,2,0,1,0,4,1,2,1,1,1,0,0,1,0
"LOC111137326",3,2,1,0,2,0,3,0,0,0,1,0,0,0,0
"LOC111136418",29,5,0,0,8,4,0,1,11,1,5,9,1,4,0
"LOC111138227",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111132497",11,7,2,0,4,1,1,1,3,2,0,0,0,9,0
"LOC111134477",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"LOC111132498",5,2,2,0,4,0,0,0,8,1,1,1,0,11,0
"LOC111134476",2,2,2,0,2,0,0,0,1,2,0,0,0,1,0
"LOC111133441",0,0,0,0,0,0,0,4,0,1,0,0,0,10,0
"LOC111138395",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111132918",0,0,0,0,0,1,0,0,0,1,0,3,0,7,0
"LOC111132499",4,1,0,0,11,0,3,0,0,1,1,0,0,0,0
"LOC111133780",10,0,3,4,2,0,0,0,0,0,0,0,0,3,0
"LOC111132500",0,2,0,0,6,0,0,0,1,0,0,0,0,2,0
"LOC111132501",6,1,2,0,7,0,1,1,0,2,2,3,0,3,0
"LOC111134268",0,1,0,2,17,3,0,0,1,3,3,0,0,14,0
"LOC111136048",1,12,2,0,0,2,4,0,6,2,0,4,0,2,0
"LOC111134346",1,0,0,0,2,0,1,0,1,0,0,0,0,4,0
"LOC111136432",4,3,0,2,1,1,0,0,0,4,0,1,0,4,0
"LOC111136316",2,17,1,0,4,1,4,2,13,5,6,0,0,0,0
"LOC111137484",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LOC111133971",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC111138123",0,0,0,0,2,0,0,0,1,1,22,0,0,1,0
"LOC111138137",3,0,0,0,1,4,1,0,7,1,6,1,0,2,0
"LOC111138140",0,5,0,0,2,0,0,0,0,4,0,1,0,0,0
"LOC111138131",0,1,0,0,10,0,0,0,7,0,0,0,0,0,1
"LOC111138139",12,1,0,1,1,3,0,2,5,0,3,1,0,3,0
"LOC111136668",8,12,0,2,2,0,0,0,1,1,1,2,0,0,0
"LOC111137859",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111137860",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111136764",1,0,0,0,0,1,2,0,0,1,0,0,0,1,0
"LOC111132511",11,0,0,1,1,0,1,1,1,0,2,0,0,2,0
"LOC111133426",6,6,0,1,6,0,0,0,5,3,0,4,0,1,0
"LOC111132512",0,0,0,0,0,2,2,0,9,0,0,0,0,1,0
"LOC111137548",0,1,0,0,9,0,0,0,0,0,2,0,0,0,0
"LOC111136513",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111132172",7,1,0,0,2,0,0,0,1,1,9,1,0,0,0
"LOC111132514",2,2,0,0,3,3,0,0,8,0,1,0,0,1,0
"LOC111135552",0,4,0,0,7,0,2,0,1,0,0,1,0,0,0
"LOC111136100",1,0,0,0,1,0,0,0,0,0,63,0,0,1,0
"LOC111133908",0,0,0,0,0,0,1,0,5,0,2,2,0,0,0
"LOC111135402",0,7,0,0,1,0,0,0,0,4,0,1,0,0,0
"LOC111136680",2,0,0,0,1,0,0,0,0,0,0,2,0,1,0
"LOC111138425",8,7,1,0,6,0,1,0,0,0,3,0,0,0,0
"LOC111138423",7,0,0,0,2,1,1,0,1,0,0,1,0,4,0
"LOC111135732",13,4,0,0,0,0,3,0,2,1,0,2,0,3,0
"LOC111132159",5,2,0,0,1,0,3,0,4,1,7,1,0,0,0
"LOC111135252",2,1,1,0,2,1,4,0,2,1,2,0,0,3,0
"LOC111137189",34,9,1,1,3,0,0,1,1,2,8,5,0,5,0
"LOC111134498",0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"LOC111137788",0,0,0,0,2,1,0,0,8,0,0,0,2,0,0
"LOC111134879",0,0,0,0,1,0,0,0,1,0,16,0,0,0,0
"LOC111137379",0,141,1,0,0,0,0,0,1,1,1,0,15,10,0
"LOC111137341",70,23,21,9,36,11,11,3,38,37,35,17,1,15,74
