"","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111124199",4,1,0,1,2,0,0,0,0,1,0,0,0,0,0
"LOC111126157",9,1,0,0,3,0,2,0,0,3,0,6,0,11,0
"LOC111123543",0,0,0,0,0,0,0,0,11,0,0,0,0,1,0
"LOC111125148",1,2,0,0,0,0,0,0,1,0,0,4,0,0,0
"LOC111124589",0,2,0,0,5,0,0,0,2,3,1,4,0,0,0
"LOC111122495",2,0,1,0,6,0,5,0,4,2,0,0,0,3,0
"LOC111123436",7,0,0,0,0,2,0,0,0,3,0,2,0,0,0
"LOC111123438",5,1,1,0,1,0,0,0,2,2,2,0,0,2,0
"LOC111123440",0,1,0,0,2,0,1,0,0,0,3,0,0,0,0
"LOC111126864",1,0,0,1,1,1,0,0,1,1,1,3,6,0,0
"LOC111123144",4,2,0,1,4,0,1,0,14,0,1,0,0,1,0
"LOC111123835",3,1,0,0,4,0,2,1,8,0,2,0,0,0,0
"LOC111125194",0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
"LOC111125193",2,0,1,0,2,0,0,2,9,2,1,3,0,1,0
"LOC111127473",15,0,0,0,0,0,0,0,0,4,2,0,0,0,0
"LOC111123901",12,1,0,0,1,0,0,2,1,5,0,0,0,1,0
"LOC111124888",0,0,0,0,0,1,0,1,1,0,0,4,1,44,0
"LOC111123923",0,0,0,0,0,1,0,0,11,0,2,0,0,0,0
"LOC111125295",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"LOC111125492",1,1,1,0,4,0,1,0,6,1,4,2,0,1,0
"LOC111125823",4,6,1,0,14,1,0,0,1,1,1,3,0,2,0
"LOC111123334",0,0,0,0,9,0,2,0,0,0,2,0,0,2,0
"LOC111123615",2,1,1,0,43,0,1,0,0,4,6,1,0,0,0
"LOC111123614",0,0,0,0,41,0,0,0,0,7,5,8,0,0,0
"LOC111126596",150,73,13,6,70,21,34,10,74,33,27,13,96,22,2
"LOC111127539",6,3,4,1,2,6,0,0,3,2,8,3,0,2,0
"LOC111126312",5,2,2,0,3,0,0,0,1,0,4,0,0,0,0
"LOC111125819",3,7,0,0,0,0,0,1,1,5,4,4,0,0,0
"LOC111127411",10,11,0,1,8,0,0,0,6,1,2,2,0,0,1
"LOC111126366",1,3,0,0,8,1,0,2,3,0,5,5,0,4,0
"LOC111125301",4,1,1,0,1,1,2,1,0,11,1,0,0,2,0
"LOC111127091",3,25,0,0,6,0,1,0,3,1,2,0,0,2,0
"LOC111125644",1,2,1,0,1,1,0,0,1,4,2,4,0,0,0
"LOC111126544",5,4,0,0,2,0,1,2,2,0,2,0,0,2,0
"LOC111126320",8,5,0,1,5,2,0,0,14,3,18,11,0,1,0
"LOC111127565",3,9,4,0,5,2,2,1,1,4,3,2,0,3,1
"LOC111126143",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111125717",0,8,0,0,0,0,0,0,9,0,0,0,0,0,0
"LOC111125719",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111125546",1,0,0,0,2,0,0,0,1,1,3,0,1,0,0
"LOC111123658",5,1,0,0,2,0,3,2,7,2,6,0,0,0,0
"LOC111127507",4,0,1,0,3,0,0,0,0,0,2,1,0,3,0
"LOC111125781",6,0,0,0,6,1,2,2,10,2,2,1,0,3,0
"LOC111124926",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
"LOC111124927",2,3,0,0,4,0,1,0,1,1,1,2,0,2,1
"LOC111122723",0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
"LOC111126070",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111125822",1,0,0,0,7,0,1,0,2,1,0,0,0,1,0
"LOC111125071",1,2,0,0,3,0,0,0,0,0,0,1,0,0,0
"LOC111125072",2,1,0,0,2,0,0,0,1,0,1,0,0,2,0
"LOC111125852",8,2,1,0,1,1,2,0,3,2,2,1,0,3,0
"LOC111125881",3,3,0,0,5,0,1,0,2,0,1,1,0,5,0
"LOC111125796",1,0,5,1,0,2,1,0,2,0,0,1,0,0,0
"LOC111124786",0,30,2,0,0,3,1,1,1,7,0,0,0,2,0
"LOC111124777",0,21,4,0,7,4,0,0,0,11,1,0,0,2,0
"LOC111124776",1,0,0,0,1,0,0,0,0,3,0,1,0,0,0
"LOC111124229",0,4,1,0,0,0,1,2,0,0,0,0,1,0,0
"LOC111124793",3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"LOC111124230",0,12,3,0,0,2,0,0,0,2,0,0,0,1,0
"LOC111124775",3,1,0,0,1,0,0,0,1,3,1,1,0,0,0
"LOC111124803",0,0,0,0,1,0,3,0,0,1,4,0,0,0,0
"LOC111124770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111124766",0,1,0,0,0,0,5,0,0,0,0,0,1,0,0
"LOC111124772",10,4,0,0,3,0,3,0,2,2,4,1,0,3,0
"LOC111126821",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC111123890",101,38,42,9,87,41,44,21,75,37,48,20,1,53,93
"LOC111126567",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"LOC111126341",9,1,0,1,0,1,0,0,2,0,0,1,0,0,0
"LOC111122717",11,7,1,1,9,0,4,1,0,1,2,2,0,1,0
"LOC111126774",0,3,0,0,0,1,0,2,45,0,0,0,0,0,0
"LOC111125021",0,2,1,0,0,0,9,0,1,0,0,0,0,0,0
"LOC111125418",0,5,2,0,1,0,0,0,2,0,0,3,0,0,0
"LOC111125424",0,1,1,0,0,2,1,0,2,0,0,0,0,0,0
"LOC111125417",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111125406",2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"LOC111125412",3,1,0,0,0,2,0,0,0,1,0,0,0,0,0
"LOC111122972",5,2,0,1,1,2,0,0,2,2,3,0,0,3,0
"LOC111122796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125453",2,14,0,1,0,0,2,0,2,3,0,0,0,1,0
"LOC111126599",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111124238",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"LOC111123121",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111123636",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111127146",5,4,1,0,1,0,0,0,1,0,0,1,0,0,0
"LOC111124935",2,0,0,0,0,1,3,0,0,0,1,0,0,0,0
"LOC111124239",0,0,0,0,2,0,2,0,4,2,1,2,0,3,1
"LOC111127563",9,5,1,0,4,0,1,0,8,1,4,5,0,0,0
"LOC111127405",32,35,1,3,0,0,0,0,0,0,0,2,0,2,0
"LOC111125049",1,0,0,1,2,0,1,0,3,0,0,0,0,0,0
"LOC111124523",25,53,6,0,56,5,6,5,20,25,25,8,4,7,87
"LOC111124522",5,10,4,0,1,1,3,0,7,3,7,2,0,0,0
"LOC111126708",2,2,1,0,7,0,1,0,10,1,1,0,0,0,0
"LOC111127257",0,16,1,0,2,0,3,2,0,2,3,0,0,1,0
"LOC111123598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125377",0,0,0,0,8,1,0,0,0,1,4,0,0,0,0
"LOC111126559",3,0,0,0,2,4,2,0,2,2,0,0,0,1,0
"LOC111123507",2,1,0,0,0,0,0,0,0,0,3,0,0,0,0
"LOC111123510",0,0,0,0,0,17,0,0,1,0,0,0,0,27,0
"LOC111123509",0,10,0,0,0,0,1,1,1,2,1,2,0,0,0
"LOC111123499",4,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"LOC111125799",0,0,0,0,0,0,1,1,3,1,1,1,0,0,0
"LOC111125568",0,0,1,0,9,1,0,0,0,0,4,3,0,0,0
"LOC111123980",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"LOC111126025",1,0,0,0,2,0,0,0,0,0,0,0,0,3,0
"LOC111126793",4,3,0,0,4,0,1,0,9,3,3,0,0,1,0
"LOC111127521",7,7,1,1,9,0,1,0,7,4,0,2,0,14,0
"LOC111126628",0,0,0,1,0,16,0,0,0,0,0,0,0,23,0
"LOC111126568",137,81,26,21,116,40,38,19,54,77,45,40,185,71,3
"LOC111124630",0,0,0,0,2,2,0,0,0,43,4,0,0,1,0
"LOC111126750",2,10,2,0,5,0,2,0,7,2,8,3,0,0,0
"LOC111124270",6,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111125150",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"LOC111124271",0,7,0,0,4,0,0,0,13,1,0,0,0,6,1
"LOC111125170",3,1,0,2,1,0,3,1,1,1,4,4,1,2,0
"LOC111125158",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"LOC111125367",2,0,1,1,2,0,0,0,2,1,0,3,0,1,0
"LOC111125109",3,1,1,1,1,0,0,0,4,1,1,0,0,8,0
"LOC111126574",0,1,0,0,0,1,0,1,4,2,1,0,0,0,1
"LOC111125249",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"LOC111126914",1,0,0,0,0,4,0,0,1,0,0,0,0,0,0
"LOC111127126",1,1,0,0,1,0,0,0,6,0,0,0,0,0,0
"LOC111126054",11,15,0,0,6,0,5,0,0,3,11,2,0,0,0
"LOC111126194",9,2,0,0,3,0,0,0,0,1,0,1,0,0,0
"LOC111126038",1,7,1,0,3,0,2,0,10,1,4,1,0,1,0
"LOC111126173",15,0,0,3,0,0,0,0,2,1,0,0,0,0,0
"LOC111126185",5,4,2,0,13,2,1,1,11,1,3,1,0,2,0
"LOC111125537",0,14,1,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111126412",0,0,0,0,0,2,0,0,1,0,1,3,0,0,0
"LOC111125490",11,0,0,0,9,1,2,0,4,2,2,1,0,4,0
"LOC111126067",0,0,0,0,0,0,1,2,0,0,0,0,1,1,0
"LOC111124912",13,4,1,1,8,0,1,4,5,8,6,6,0,2,0
"LOC111124551",0,3,0,0,5,0,0,0,0,0,2,0,0,0,0
"LOC111125030",200,148,18,10,124,34,76,6,121,76,76,44,5,101,94
"LOC111123820",0,0,0,0,5,0,0,0,0,0,0,0,0,1,0
"LOC111124697",6,8,0,0,4,1,4,1,4,2,1,4,0,5,0
"LOC111124622",11,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LOC111126754",166,154,60,9,183,35,49,14,152,72,70,52,161,104,4
"LOC111126280",10,3,2,1,11,1,0,0,5,2,0,0,1,2,0
"LOC111127135",0,2,0,0,0,0,0,0,0,0,6,0,0,0,0
"LOC111126345",1,1,0,0,1,0,2,0,1,2,1,5,0,0,0
"LOC111126881",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111122848",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"LOC111125479",0,0,0,0,0,3,0,0,0,0,2,0,0,0,0
"LOC111126006",2,20,0,0,0,0,0,0,0,1,0,5,0,0,0
"LOC111126005",0,17,0,0,1,0,0,0,1,1,0,27,0,0,0
"LOC111126009",0,12,0,0,0,0,0,0,0,0,0,2,0,0,0
"LOC111123796",157,162,36,14,156,71,50,12,76,82,45,40,12,81,79
"LOC111125481",0,0,0,0,0,0,0,1,12,0,0,0,0,0,2
"LOC111126676",2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"LOC111127244",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111126236",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"LOC111124989",2,19,0,0,4,1,0,0,19,1,0,0,0,4,0
"LOC111127536",0,0,0,1,1,0,2,0,4,0,1,2,0,0,0
"LOC111125379",0,7,0,0,2,0,0,0,5,8,1,5,0,0,0
"LOC111125323",2,2,0,0,0,0,1,0,7,0,0,0,0,0,0
"LOC111123897",7,3,3,0,0,1,1,0,5,2,4,2,0,1,0
"LOC111126179",29,0,0,1,22,0,0,0,0,0,3,3,0,0,0
"LOC111123822",1,0,0,0,1,1,5,1,7,1,0,0,0,0,0
"LOC111125206",0,2,0,0,0,0,0,1,1,0,2,0,0,2,0
"LOC111123421",1,1,0,0,6,0,0,0,0,2,0,1,0,2,0
"LOC111126991",0,9,1,0,2,1,3,1,13,0,3,1,1,1,0
"LOC111125043",3,1,0,0,1,2,0,0,0,0,0,0,0,0,0
"LOC111126288",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111123090",1,0,0,0,1,0,0,1,0,0,0,0,0,3,0
"LOC111123400",0,0,2,0,0,0,6,0,0,0,0,0,1,0,0
"LOC111126068",2,3,1,0,17,1,3,2,5,2,7,4,0,11,0
"LOC111123965",0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
"LOC111127242",4,1,0,0,5,0,0,0,2,0,1,1,0,3,0
"LOC111125478",5,2,0,0,1,1,0,0,0,1,2,0,0,0,0
"LOC111127525",0,2,2,0,22,1,0,0,1,2,1,0,0,1,0
"LOC111123575",0,0,0,0,0,4,0,1,6,0,0,0,0,1,0
"LOC111123571",0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
"LOC111124294",12,4,0,0,7,1,3,0,11,8,4,1,0,0,0
"LOC111126882",0,48,0,0,0,1,0,0,0,0,0,0,0,1,0
"LOC111127338",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"LOC111122588",7,1,3,0,4,5,0,0,1,2,0,2,0,6,0
"LOC111124295",1,0,0,0,1,0,0,0,6,5,0,0,0,4,0
"LOC111125238",7,0,1,0,0,0,0,0,10,0,0,1,0,0,0
"LOC111126298",0,1,2,0,4,0,0,0,3,11,3,0,0,8,0
"LOC111127518",5,0,0,0,0,0,2,2,3,8,1,4,0,0,0
"LOC111126187",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC111126188",3,1,0,0,2,1,2,0,1,0,0,1,0,0,0
"LOC111126661",0,0,0,0,14,0,4,0,1,0,0,0,0,0,0
"LOC111122655",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111122654",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111126375",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LOC111126996",2,0,1,0,1,0,0,0,2,0,0,0,0,0,0
"LOC111124475",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0
"LOC111124473",5,0,0,0,0,0,1,0,4,0,0,2,1,0,0
"LOC111124466",3,0,4,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111125962",139,0,1,4,1,0,0,0,1,0,0,8,0,0,0
"LOC111125947",1,111,0,1,0,0,0,0,1,0,0,0,1,0,0
"LOC111124301",2,0,0,0,0,1,3,0,27,0,0,0,35,0,0
"LOC111125973",1,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"LOC111125988",7,6,3,0,1,0,0,0,1,4,0,1,0,3,0
"LOC111125984",0,14,2,1,22,0,0,4,3,2,10,0,0,6,133
"LOC111125974",3,0,0,0,1,1,0,0,1,1,0,0,0,0,1
"LOC111125970",1,0,0,0,1,0,0,0,0,0,2,0,1,0,0
"LOC111125969",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"LOC111125955",2,0,0,0,13,1,0,0,1,0,1,0,0,0,0
"LOC111125957",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"LOC111125966",4,1,1,2,4,1,6,0,17,0,0,3,0,3,0
"LOC111126276",16,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"LOC111125311",11,2,3,0,5,3,0,1,1,8,2,4,0,2,0
"LOC111124304",9,2,1,0,9,0,2,0,3,2,1,2,0,2,0
"LOC111123877",0,2,0,0,1,0,1,0,1,0,0,0,0,0,0
"LOC111123989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125041",1,0,0,0,1,3,0,1,1,0,0,0,0,0,0
"LOC111125790",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LOC111124305",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"LOC111125539",1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
"LOC111126511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111127466",6,1,2,0,0,0,0,0,3,0,4,1,0,0,0
"LOC111123983",185,178,33,10,147,58,66,27,119,102,86,72,16,87,70
"LOC111123987",8,2,4,0,2,3,0,0,1,2,0,2,0,1,0
"LOC111126433",2,0,0,0,0,0,1,0,0,1,0,3,0,1,0
"LOC111126863",5,0,1,0,0,0,0,0,3,1,0,0,0,0,0
"LOC111123591",8,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"LOC111124526",8,0,0,0,0,1,0,0,0,0,0,1,0,12,0
"LOC111126386",0,6,0,0,0,0,2,0,0,0,1,1,0,2,0
"LOC111127495",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125123",7,6,1,0,10,1,3,1,4,3,1,1,0,12,0
"LOC111125811",821,651,131,51,619,217,246,75,593,399,379,202,54,421,300
"LOC111127470",0,2,0,0,3,0,2,0,0,0,3,3,0,0,0
"LOC111122550",6,4,0,0,5,1,2,0,5,1,0,0,0,2,0
"LOC111124311",2,0,0,0,0,0,0,1,1,0,1,0,0,2,0
"LOC111124875",2,2,1,0,4,0,6,1,0,6,0,0,0,1,0
"LOC111127339",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111127095",0,0,0,0,11,2,3,0,25,0,5,1,0,1,0
"LOC111127096",3,2,0,0,1,5,1,0,1,1,0,0,0,3,0
"LOC111127475",1,1,0,0,4,0,0,0,0,0,0,0,0,1,0
"LOC111125560",0,0,0,0,0,0,0,4,6,0,0,0,0,0,0
"LOC111126439",0,1,0,0,0,0,0,0,2,16,2,0,1,1,1
"LOC111127562",1,0,0,1,0,0,1,0,0,0,13,0,0,1,0
"LOC111124314",4,0,0,0,5,0,0,0,5,2,7,0,0,0,0
"LOC111126347",3,2,0,0,5,2,0,0,1,0,5,1,0,2,0
"LOC111126871",0,62,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111125097",3,0,0,0,3,1,1,2,4,0,0,3,0,0,0
"LOC111122702",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"LOC111122700",5,10,2,0,3,3,1,0,4,0,10,0,0,1,0
"LOC111127278",4,22,4,0,3,0,1,0,1,7,1,7,0,1,0
"LOC111125225",8,0,1,1,3,0,3,4,3,0,1,0,0,7,0
"LOC111124327",109,134,31,6,73,35,39,13,81,59,60,36,3,28,134
"LOC111127142",1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"LOC111126104",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"LOC111125838",17,10,1,0,5,0,3,0,1,1,3,3,0,7,0
"LOC111126494",1,1,0,0,11,0,3,1,0,1,0,0,0,2,0
"LOC111125142",2,0,0,0,0,0,1,0,0,0,2,1,0,0,0
"LOC111125853",1,0,0,1,4,0,0,0,0,0,1,0,0,0,0
"LOC111127559",5,0,0,0,0,0,0,0,1,0,2,1,0,0,0
"LOC111124894",208,215,35,15,130,53,58,14,182,100,69,37,21,62,83
"LOC111126087",0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
"LOC111125432",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"LOC111127196",3,0,0,0,0,0,2,0,1,0,0,1,0,0,0
"LOC111126163",3,2,0,0,4,0,0,0,3,0,1,0,0,1,0
"LOC111122663",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125720",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LOC111123526",2,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"LOC111126369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125820",4,0,0,1,2,0,3,0,3,3,0,1,0,1,0
"LOC111125567",4,0,1,0,0,0,3,0,4,0,0,0,0,5,0
"LOC111126279",0,12,3,0,6,0,6,0,0,3,4,0,1,1,0
"LOC111124745",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"LOC111123952",1,0,0,0,0,0,0,0,1,2,0,1,0,2,0
"LOC111126735",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111125864",9,15,0,0,16,1,4,3,3,3,7,1,0,2,0
"LOC111126548",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"LOC111127106",0,1,0,0,1,0,2,0,0,0,4,0,0,4,0
"LOC111127089",3,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LOC111126979",2,4,0,0,1,0,2,0,2,0,1,1,1,0,0
"LOC111122963",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"LOC111122669",6,7,1,0,6,0,4,1,10,1,5,2,0,2,0
"LOC111125232",1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
"LOC111125233",1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"LOC111127103",5,7,6,0,3,1,3,0,6,3,1,0,0,1,0
"LOC111124021",3,1,0,0,6,0,0,0,0,0,1,0,0,0,0
"LOC111124022",0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
"LOC111127008",3,7,2,0,0,2,2,0,23,0,6,4,0,2,0
"LOC111122725",1,3,1,0,1,1,5,0,3,0,5,0,0,0,0
"LOC111124634",0,0,0,0,0,1,0,0,10,5,0,1,0,0,0
"LOC111122814",0,27,0,0,0,1,0,0,0,2,1,2,0,0,0
"LOC111125403",0,0,0,0,0,0,2,0,0,0,0,0,1,3,0
"LOC111124653",0,0,1,0,0,0,1,0,1,4,3,0,0,0,0
"LOC111126836",9,7,1,0,3,5,2,0,8,2,3,1,0,5,0
"LOC111126835",253,119,49,37,287,96,97,33,204,137,148,60,242,162,4
"LOC111125765",5,9,2,0,7,0,1,0,7,1,0,3,0,1,1
"LOC111125766",0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
"LOC111124631",147,128,34,15,121,40,37,11,96,80,49,41,18,116,87
"LOC111125574",13,1,1,0,6,1,5,0,2,0,1,1,1,3,0
"LOC111126107",3,1,0,0,1,2,0,0,0,1,0,0,0,1,0
"LOC111125133",6,0,1,0,6,3,0,0,2,0,3,1,0,0,0
"LOC111124346",1,1,1,1,3,2,0,0,2,2,0,2,0,3,0
"LOC111125188",0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
"LOC111125203",6,3,3,0,6,0,0,0,1,2,2,0,0,0,0
"LOC111123198",15,5,1,2,3,0,2,3,1,2,1,2,0,5,0
"LOC111123336",70,0,0,6,0,0,0,0,0,0,0,2,0,0,0
"LOC111125801",14,1,1,0,8,2,1,1,3,2,2,1,1,13,0
"LOC111125779",3,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"LOC111127513",0,0,0,0,1,0,0,0,0,1,1,2,0,1,0
"LOC111124355",0,0,0,0,0,0,0,0,3,0,0,7,0,0,0
"LOC111123999",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111122739",2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"LOC111126175",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111122921",0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
"LOC111126398",0,1,1,0,0,0,0,0,0,6,0,0,0,0,0
"LOC111124872",1,0,0,0,3,0,0,0,0,0,2,0,0,0,0
"LOC111124873",9,17,2,1,3,1,2,1,5,2,2,7,0,2,0
"LOC111127443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125129",2,1,0,0,3,0,2,3,4,1,1,15,0,1,0
"LOC111126891",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"LOC111124357",9,9,0,0,1,4,3,0,10,3,0,2,0,1,0
"LOC111123706",2,0,0,2,0,0,0,0,0,1,0,0,1,2,1
"LOC111123704",5,3,0,0,0,2,0,0,0,2,0,0,0,0,1
"LOC111123702",0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111127201",0,8,0,0,0,0,0,0,0,0,0,3,0,0,0
"LOC111126642",0,2,0,0,1,0,2,0,2,1,1,0,0,0,0
"LOC111125631",2,11,1,0,0,0,2,1,0,5,2,1,1,0,0
"LOC111125633",0,0,0,3,0,0,0,0,0,4,1,0,0,0,0
"LOC111125632",4,1,0,0,1,1,0,0,0,0,2,2,1,0,0
"LOC111125078",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"LOC111124359",2,2,1,1,0,0,1,0,5,0,2,0,0,1,0
"LOC111124993",2,1,0,0,20,0,0,0,0,3,6,0,0,0,0
"LOC111125514",1,0,0,0,5,0,0,0,0,0,2,0,0,3,0
"LOC111125504",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111125501",7,8,2,1,5,3,4,0,7,1,0,1,0,1,0
"LOC111123964",1,1,0,0,2,0,0,0,2,1,0,0,0,0,0
"LOC111124360",1,0,0,0,0,0,0,1,10,2,0,0,0,0,0
"LOC111126692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111122540",0,0,0,0,3,0,3,0,11,3,2,0,0,0,0
"LOC111127223",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111125883",12,2,1,1,11,0,7,1,6,0,0,0,0,4,1
"LOC111124568",52,49,11,5,54,16,25,6,38,28,16,31,2,41,121
"LOC111122898",2,0,0,0,1,0,3,1,6,0,0,0,0,0,0
"LOC111125770",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111123397",0,0,0,0,2,0,0,0,0,0,17,0,0,0,0
"LOC111123372",11,1,1,1,7,0,1,1,6,2,2,3,0,8,0
"LOC111123383",14,5,0,0,10,0,2,0,2,0,0,1,0,5,0
"LOC111124366",2,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"LOC111123370",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111122686",1,7,3,0,14,0,0,0,1,2,2,2,0,1,0
"LOC111126158",0,0,0,0,2,1,0,0,0,22,1,0,0,0,0
"LOC111124483",12,1,0,0,2,0,0,1,0,59,10,0,0,3,3
"LOC111124373",9,4,2,0,8,0,6,0,8,2,5,1,0,4,0
"LOC111125532",237,220,47,12,192,67,68,11,152,122,121,54,231,160,6
"LOC111127153",2,4,0,1,0,1,0,0,2,0,0,2,0,3,0
"LOC111123228",54,0,0,3,1,0,0,0,0,0,0,5,0,0,0
"LOC111125355",8,5,0,0,6,2,1,1,4,2,0,5,0,0,0
"LOC111125353",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC111124378",0,0,0,0,2,0,1,0,0,0,0,0,0,1,0
"LOC111125060",0,0,0,0,0,0,1,0,5,0,0,0,0,0,0
"LOC111127164",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111126709",0,11,1,0,7,2,2,2,7,5,3,2,0,3,0
"LOC111122881",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111123562",11,1,0,1,3,1,1,1,0,1,1,2,0,10,0
"LOC111124379",1,4,1,0,0,1,0,0,7,5,1,4,0,0,0
"LOC111122500",3,1,0,0,1,0,1,0,1,0,0,0,1,0,0
"LOC111124574",1,2,2,0,0,10,0,1,0,0,0,0,0,0,0
"LOC111123752",8,6,0,1,7,0,0,0,5,3,1,10,0,3,0
"LOC111123750",5,8,3,0,10,0,3,0,1,0,1,2,0,6,0
"LOC111127237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111123333",3,2,0,0,0,1,1,0,1,0,1,0,0,2,0
"LOC111124688",0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
"LOC111127330",2,0,0,0,2,0,2,0,0,1,8,4,0,0,0
"LOC111127336",26,10,1,0,7,2,0,0,10,6,0,6,0,2,0
