"GO.IDs","GOslim","Term","gene_id"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111112045"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111123598"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111111844"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111105690"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111132050"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111123774"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111129084"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111099165"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111104434"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111133717"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111121359"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111120384"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111115279"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111131082"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111119890"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111101308"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111123147"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111137153"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111117818"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111112562"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111130875"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111122313"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111137832"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111102494"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111128416"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111118936"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111125760"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111120889"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111130564"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111123924"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111099524"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126485"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111114536"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111124762"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136239"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126703"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111110548"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111101640"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111132474"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111103635"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111107513"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111122219"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111102083"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111100179"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111107565"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111117824"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111110554"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111135118"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127044"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111121961"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111113246"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111119070"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111122712"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111125155"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111129048"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111099044"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111124435"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111137108"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111108512"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111120078"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136248"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111105324"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111134048"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111099909"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111129212"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111107158"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111125827"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111135789"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111119093"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111116568"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111101485"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111134305"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127848"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136133"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111138046"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111108790"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111134463"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111120820"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136576"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111128482"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111119341"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111133928"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111137317"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111117921"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111133562"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127227"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111130043"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111128989"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111122145"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111101883"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111108970"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111118300"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111100279"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111135401"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111104518"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111117145"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111103123"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111123127"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111128054"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111129165"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111104245"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111116543"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126659"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111125267"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111105109"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111117803"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111117033"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111114721"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111129007"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111137141"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111128091"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136406"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111109649"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111125191"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111137181"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126528"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111138034"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111123163"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111105509"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127169"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111135254"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111124277"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111109845"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126306"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111119776"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111130017"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111100190"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111131089"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111109199"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111129947"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111120662"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111101156"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111123344"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111131126"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127026"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111101857"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111123369"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111104480"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111121973"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111134402"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111122930"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111138036"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111135165"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111128103"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111124613"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111138114"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111122448"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136050"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127170"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111133853"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111134548"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111134745"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136914"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127004"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111108312"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111122001"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111102916"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111124564"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111108083"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136554"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111131179"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127228"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111111710"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111103634"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111099359"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111132307"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111107548"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111122547"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126844"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126412"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111111977"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111137661"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111101275"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126803"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111135140"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111119940"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111119837"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111138119"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111130178"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111130085"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111123084"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127118"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111108643"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111116471"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127137"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111138141"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111128554"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111130489"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111117558"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111128232"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111137426"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111108477"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111125600"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136035"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111137868"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111125710"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111127444"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111122033"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111136948"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126771"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111138013"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111126225"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111119980"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111112750"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111120757"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111100791"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111108954"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111118416"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111112227"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111125807"
"GO:0006355","GO:0006351","DNA-templated transcription","LOC111099503"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111137035"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111130460"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111136673"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111113042"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111111256"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111103372"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111106496"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111134359"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111105512"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111121836"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111132144"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111129828"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111128758"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111136977"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111101234"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131411"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111117092"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111134507"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111123322"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111101596"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111135542"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111126220"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111119585"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111132222"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111134789"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111127274"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111135210"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111135933"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111104368"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111109039"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111137934"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111135296"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111099803"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111133871"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111113861"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111125907"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111115116"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111127047"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111112218"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111136943"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111109677"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111120743"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111114851"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111128301"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111130750"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111102437"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111135417"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111126083"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111123828"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111126963"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111104133"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131021"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111121596"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111105795"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111130042"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111134771"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111132210"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111099080"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111115224"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111118359"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111109847"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111122873"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111100571"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111124530"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111138448"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111133060"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111118832"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131403"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111133369"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111128917"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111130408"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111134944"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111123927"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111130331"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111104779"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111114244"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131017"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111123435"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111124119"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131138"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111122516"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111128718"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111133472"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111132710"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131848"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111137837"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111132925"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111134835"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111109403"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111128600"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111130800"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111118939"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111128773"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111117505"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111100230"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111123028"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111126144"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111101110"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111123492"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111109706"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111115338"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111108508"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111125008"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111117175"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111125237"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111128564"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111127759"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111111048"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111115838"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111133713"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111111934"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111133969"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131058"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111122910"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111099478"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131588"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131146"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111137409"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111112210"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111101568"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131265"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111126527"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111126507"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111102168"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111117352"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111128642"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111131663"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111123388"
"GO:0006357","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111132910"
