"GO.IDs","GOslim","Term","gene_id"
"GO:0000266","GO:0007005","mitochondrion organization","LOC111121049"
"GO:0000271","GO:0005975","carbohydrate metabolic process","LOC111125277"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111100962"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111119736"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111137520"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111130554"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111130371"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111135213"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111101896"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111130078"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111119669"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111135930"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111135084"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111100563"
"GO:0000281","GO:0000278;GO:0000910","mitotic cell cycle;cytokinesis","LOC111130070"
"GO:0000288","GO:0016071","mRNA metabolic process","LOC111134304"
"GO:0000288","GO:0016071","mRNA metabolic process","LOC111122785"
"GO:0000288","GO:0016071","mRNA metabolic process","LOC111127486"
"GO:0000288","GO:0016071","mRNA metabolic process","LOC111134434"
"GO:0000288","GO:0016071","mRNA metabolic process","LOC111132777"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111122313"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111136530"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111121527"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111103002"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111129335"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111121165"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111104518"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111125680"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111103940"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111136350"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111104183"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111110780"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111104972"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111119316"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111125645"
"GO:0000289","GO:0016071","mRNA metabolic process","LOC111101883"
"GO:0000290","GO:0016071","mRNA metabolic process","LOC111101096"
"GO:0000290","GO:0016071","mRNA metabolic process","LOC111113248"
"GO:0000290","GO:0016071","mRNA metabolic process","LOC111101129"
"GO:0000290","GO:0016071","mRNA metabolic process","LOC111131610"
"GO:0000290","GO:0016071","mRNA metabolic process","LOC111100321"
"GO:0000290","GO:0016071","mRNA metabolic process","LOC111108701"
"GO:0000291","GO:0016071","mRNA metabolic process","LOC111130698"
"GO:0000291","GO:0016071","mRNA metabolic process","LOC111130689"
"GO:0000301","GO:0016192","vesicle-mediated transport","LOC111129114"
"GO:0000349","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111125937"
"GO:0000350","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111109520"
"GO:0000350","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111127480"
"GO:0000350","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111106173"
"GO:0000350","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111121655"
"GO:0000350","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111123257"
"GO:0000350","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111108517"
"GO:0000379","GO:0006399","tRNA metabolic process","LOC111124329"
"GO:0000379","GO:0006399","tRNA metabolic process","LOC111120126"
"GO:0000379","GO:0006399","tRNA metabolic process","LOC111120312"
"GO:0000380","GO:0016071","mRNA metabolic process","LOC111109660"
"GO:0000380","GO:0016071","mRNA metabolic process","LOC111106083"
"GO:0000380","GO:0016071","mRNA metabolic process","LOC111107394"
"GO:0000380","GO:0016071","mRNA metabolic process","LOC111129313"
"GO:0000380","GO:0016071","mRNA metabolic process","LOC111134659"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111118304"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111135640"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111134659"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111107879"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111122437"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111135927"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111103794"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111102426"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111123088"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111120648"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111111599"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111131406"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111122436"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111118274"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111133327"
"GO:0000381","GO:0016071","mRNA metabolic process","LOC111129112"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111129496"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111136413"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111111322"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111119055"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111121760"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111124861"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111127346"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111123418"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111109639"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111104149"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111110869"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111106521"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111127340"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111108450"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111100386"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111136320"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111132305"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111132304"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111105999"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111102822"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111118793"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111125980"
"GO:0000387","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111105199"
"GO:0000389","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111108517"
"GO:0000389","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111106173"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111137385"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111126885"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111118729"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111128511"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111133047"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111135339"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111114893"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111137383"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111137384"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111133046"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111103922"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111129406"
"GO:0000390","GO:0016071","mRNA metabolic process","LOC111103989"
"GO:0000395","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111129065"
"GO:0000395","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111125980"
"GO:0000395","GO:0016071;GO:0065003","mRNA metabolic process;protein-containing complex assembly","LOC111135697"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111126390"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111103801"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111106827"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111108729"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111131406"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111130348"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111115058"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111125522"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111135387"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111137745"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111138463"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111138362"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111108084"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111110150"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111106006"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111102822"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111136408"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111122783"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111103914"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111130237"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111100581"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111118582"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111130462"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111120614"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111131375"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111126234"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111103989"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111131771"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111122650"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111130801"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111104149"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111122502"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111103293"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111108640"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111125036"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111106552"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111122437"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111121753"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111124636"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111107428"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111109804"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111102762"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111119055"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111126498"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111124615"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111105896"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111131012"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111135474"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111107488"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111136320"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111121349"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111119166"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111129301"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111106010"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111131787"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111118194"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111129054"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111126553"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111117994"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111108450"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111129407"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111121238"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111122436"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111126107"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111123200"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111128900"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111138305"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111132870"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111119364"
"GO:0000398","GO:0016071","mRNA metabolic process","LOC111119918"
