,2018--BBB-WBO-B21-CV,2018--BBB-WBV-B70-CV,2018--BBO-BBO-B16-CV,2018--BBO-BBY-B27-CV,2018--BBO-WBO-B16-CV,2018--BBO-WBV-B64-CV,2018--BBR-BBB-B50-CV,2018--BBR-BBG-B38-CV,2018--BBR-BBY-B26-CV,2018--BBY-WBG-B42-CV,2018--BPO-BPO-O16-CV,2018--BPR-BPG-O38-CV,2018--BPR-BPR-O02-CV,2018--BPY-BPG-O42-CV,2018--BPY-BPY-O29-CV,2018--WBB-WBV-W69-CV,2018--WBG-BBB-W56-CV,2018--WBG-WBG-W44-CV,2018--WBO-BBR-W03-CV,2018--WBO-WBV-W64-CV,2018--WBR-BBY-W25-CV,2018--WBV-WBO-W23-CV,2018--WBV-WBR-W12-CV,2018--WBY-BBV-W65-CV,2018--WBY-BBY-W30-CV,2018--WPB-BPG-G45-CV,2018--WPO-BPO-G16-CV,2018--WPO-BPY-G28-CV,2018--WPR-BPY-G25-CV,2018--WPV-BPR-G11-CV
LOC111128980,2,6,3,0,4,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LOC111128981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128982,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128983,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128985,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128988,87,48,52,27,59,51,24,54,36,14,5,22,3,2,9,79,37,6,5,49,11,13,4,29,18,35,14,1,39,1
LOC111128989,17,11,2,2,19,11,3,9,3,0,0,7,0,0,3,15,2,1,0,17,0,1,2,9,5,5,0,1,0,0
LOC111128990,20,25,36,14,26,15,9,17,18,8,2,7,3,4,2,29,53,6,0,16,6,9,4,32,11,23,3,4,4,0
LOC111128991,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,3,0,0,0,0
LOC111128992,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,2,0,1,0,3,0,1,0,4,0,3,1,0,1,0
LOC111128993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111128996,369,244,190,106,335,284,109,180,186,66,26,105,11,16,39,265,207,38,22,208,73,82,15,192,130,69,44,6,133,3
LOC111128997,12,39,30,19,41,12,20,38,41,3,6,16,7,5,18,39,44,3,2,42,7,11,2,18,26,31,4,31,12,2
LOC111128998,466,344,279,220,344,342,135,302,282,87,27,185,34,10,50,317,289,49,14,273,97,76,36,257,168,126,123,114,185,9
LOC111128999,271,174,190,132,192,154,122,188,229,52,31,95,47,10,46,220,216,49,10,218,67,83,16,189,102,85,61,49,65,3
LOC111129000,17,2,14,2,4,1,6,3,21,1,0,10,1,0,0,7,10,4,1,20,0,12,2,0,2,3,1,0,10,0
LOC111129001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LOC111129002,38,28,25,13,18,39,17,30,21,11,1,16,2,1,7,18,26,4,0,27,4,6,2,17,3,10,5,2,30,0
LOC111129003,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129006,36,30,27,11,33,30,16,22,21,5,2,17,2,2,12,32,10,3,2,22,6,21,5,32,12,6,4,0,12,0
LOC111129007,66,63,45,35,96,57,31,39,71,23,1,39,3,2,7,55,55,7,3,31,6,25,3,58,21,19,19,15,22,0
LOC111129008,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129009,199,120,75,57,147,134,48,102,73,42,11,59,7,4,22,103,61,11,4,105,20,22,4,45,42,41,34,3,42,1
LOC111129010,2,1,1,1,1,17,0,2,2,4,0,3,0,0,3,0,18,0,0,12,0,2,0,0,9,1,0,0,2,0
LOC111129011,109,74,70,55,108,64,22,61,48,7,6,40,7,2,12,29,53,19,1,57,21,28,5,57,32,21,18,24,15,1
LOC111129012,18,32,15,18,64,3,9,2,8,4,5,23,10,3,7,2,7,2,0,15,27,6,3,57,25,19,0,58,10,65
LOC111129013,62,30,42,28,50,44,28,49,46,15,7,25,0,4,4,74,57,10,4,56,10,21,7,41,29,30,17,2,24,1
LOC111129014,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0
LOC111129015,115,105,70,45,137,125,51,79,77,22,5,61,13,6,23,125,158,12,15,76,46,36,8,77,58,56,31,60,57,8
LOC111129016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129017,178,140,71,58,187,168,40,83,73,22,9,53,11,11,17,129,72,18,13,77,36,21,11,47,46,44,29,3,72,1
LOC111129018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129019,8,8,23,4,10,6,14,12,8,3,2,6,1,2,5,13,41,4,1,16,5,14,2,37,8,6,5,0,6,0
LOC111129020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129021,73,71,31,36,70,59,13,62,37,20,3,22,8,1,11,59,60,9,6,70,19,20,12,48,32,35,5,44,25,1
LOC111129022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129024,32,55,43,27,60,82,18,31,44,14,7,7,4,2,8,24,60,13,0,48,8,19,2,27,6,18,6,2,6,0
LOC111129025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC111129030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129032,106,80,54,55,134,66,33,83,100,17,5,56,7,4,18,116,97,17,5,80,41,45,8,49,45,39,15,2,39,2
LOC111129033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129047,11,10,7,4,12,12,4,8,5,6,1,7,0,1,2,26,6,0,2,11,4,5,0,16,12,16,2,0,4,0
LOC111129048,280,217,138,89,244,261,64,177,150,59,13,94,29,12,29,211,137,48,12,108,50,58,19,118,75,40,26,6,125,4
LOC111129049,73,44,20,7,42,54,7,27,18,6,0,12,2,1,3,20,16,2,2,11,3,1,3,3,15,8,12,1,69,1
LOC111129050,16,13,2,1,15,11,0,5,0,4,1,2,0,1,0,3,3,0,0,4,0,1,1,0,1,3,0,0,6,0
LOC111129051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129055,80,41,48,44,85,66,30,29,72,13,6,49,7,4,18,66,64,22,5,61,13,18,6,76,52,36,21,2,20,4
LOC111129056,21,9,1,0,18,11,1,1,2,1,1,0,0,0,0,0,1,3,0,1,5,0,2,12,0,0,0,0,2,0
LOC111129057,83,61,95,48,148,106,32,82,72,29,9,52,10,4,21,84,45,15,5,73,33,34,6,91,57,29,24,4,41,2
LOC111129058,0,0,3,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
LOC111129059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129061,0,0,4,1,0,0,3,1,0,1,0,3,0,0,3,3,9,2,0,0,0,1,0,8,1,0,1,0,0,0
LOC111129062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129063,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,2,2,1,0,0,0,0
LOC111129064,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129065,116,79,76,52,138,107,42,69,100,28,13,56,7,7,20,82,100,21,9,90,13,46,5,76,52,55,25,41,55,2
LOC111129066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129067,4,2,2,0,2,5,1,1,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,11,0,4,0,0,0
LOC111129068,0,1,4,2,5,1,2,1,4,0,1,0,0,1,0,9,5,0,0,3,0,4,0,0,0,2,2,1,1,0
LOC111129069,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129077,166,129,104,64,140,118,50,111,88,35,14,54,17,11,15,92,114,26,3,113,21,38,16,84,58,51,29,3,52,2
LOC111129078,99,61,64,32,83,68,31,72,52,18,4,43,4,5,17,88,56,11,3,63,15,29,5,63,26,19,33,2,35,3
LOC111129079,233,201,129,104,280,161,69,148,128,50,10,81,17,12,48,169,166,35,13,143,49,42,20,147,87,96,51,23,96,5
LOC111129080,15,9,29,43,35,43,32,43,51,5,15,25,8,1,17,26,50,7,4,80,9,17,13,44,38,39,10,1,32,0
LOC111129081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LOC111129082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC111129083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129084,87,70,69,35,74,70,38,47,34,15,12,27,8,4,11,62,55,21,4,62,17,26,7,56,27,30,18,19,14,2
LOC111129085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0
LOC111129086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129087,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129088,4,3,3,0,11,6,6,4,4,1,0,1,0,0,0,5,3,0,0,0,0,5,0,7,1,1,2,0,4,1
LOC111129089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129090,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
LOC111129091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129092,21,16,8,12,0,34,2,16,11,0,0,5,0,1,3,28,10,3,0,1,0,1,1,0,5,7,1,0,3,0
LOC111129093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
LOC111129095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129103,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,3,0,0,0,0
LOC111129104,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0
LOC111129105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129112,20,18,11,12,17,15,17,13,16,3,2,13,1,0,6,23,35,5,1,10,8,7,2,18,14,17,9,1,2,0
LOC111129113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129114,51,21,25,11,41,49,27,25,18,8,4,22,3,2,2,39,44,7,3,28,12,4,2,25,2,12,14,1,20,1
LOC111129115,11,6,3,2,6,5,4,9,5,1,0,9,0,0,0,3,3,2,0,8,1,3,0,3,6,1,1,1,4,0
LOC111129116,27,9,6,7,26,4,6,0,9,4,1,7,0,1,1,21,10,2,2,21,2,8,2,21,4,2,4,0,6,0
LOC111129117,53,37,31,31,42,63,27,36,17,14,6,13,6,1,6,20,31,10,0,31,23,11,1,50,21,20,5,3,20,2
LOC111129118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129121,5,6,0,0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0
LOC111129122,4,3,1,3,19,10,2,4,1,5,0,1,1,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,1
LOC111129123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129124,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC111129125,89,83,52,40,112,34,29,76,65,14,4,22,13,2,14,54,49,22,2,75,21,26,10,38,30,27,11,51,23,3
LOC111129126,31,26,34,26,89,62,36,62,28,11,7,29,3,6,15,61,59,6,2,39,8,8,4,47,19,30,10,2,41,0
LOC111129127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LOC111129128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129131,230,174,173,112,232,167,86,136,130,57,6,75,23,8,42,140,149,39,9,133,29,65,7,68,74,68,51,41,113,4
LOC111129132,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
LOC111129133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
LOC111129134,0,0,0,0,0,9,1,16,11,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,3,1,0,1,0
LOC111129135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129137,1,0,0,0,2,1,2,2,2,0,1,0,0,0,1,2,0,1,2,3,1,5,0,3,1,5,1,0,0,0
LOC111129138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129139,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LOC111129140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129141,64,46,30,42,71,66,28,49,53,16,10,25,10,7,17,50,59,14,0,67,14,30,7,61,19,34,18,0,35,0
LOC111129142,1,0,0,0,1,10,1,0,0,0,0,17,0,0,0,34,1,0,0,0,0,0,0,0,0,0,2,0,15,0
LOC111129143,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LOC111129144,133,115,68,35,113,117,45,66,104,27,8,47,7,3,14,109,96,23,6,73,36,72,12,84,40,51,48,16,55,1
LOC111129145,1,1,6,4,6,1,1,5,10,2,0,3,3,0,3,4,2,0,0,6,3,4,0,6,3,4,0,1,2,0
LOC111129146,13,7,0,0,6,2,0,2,0,0,1,0,3,0,0,2,7,0,0,6,4,1,0,2,2,5,1,0,7,0
LOC111129147,35,29,57,16,34,24,13,13,31,11,1,36,8,2,1,22,58,6,2,26,8,19,7,44,34,7,9,17,30,0
LOC111129148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129151,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0
LOC111129152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129158,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,2,0,0,0,0
LOC111129159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129160,31,32,61,44,71,47,19,56,66,14,19,39,9,4,6,58,60,12,3,49,8,14,6,27,27,39,20,1,22,5
LOC111129161,8,13,14,11,22,15,30,19,20,9,2,9,4,0,2,19,32,2,1,24,4,7,1,31,5,5,11,2,14,0
LOC111129162,2,0,2,1,0,0,1,0,0,0,1,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC111129163,2,2,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LOC111129164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,1,0,0,0
LOC111129165,74,62,58,42,88,60,31,67,55,14,4,44,9,1,18,64,52,13,2,35,15,13,2,54,38,20,20,2,27,1
LOC111129166,10,4,7,9,5,10,13,9,16,2,2,3,2,4,1,13,7,1,2,12,1,8,0,7,1,3,10,0,7,0
LOC111129167,0,1,0,0,12,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129169,24,1,12,12,13,24,8,11,14,4,3,3,1,1,1,3,12,4,0,3,5,3,2,12,10,0,3,0,4,1
LOC111129170,47,24,40,23,89,30,24,36,24,9,2,36,2,2,1,63,33,2,1,32,19,19,3,12,8,21,10,1,25,0
LOC111129171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129174,232,209,116,68,232,215,59,122,151,50,23,92,13,12,19,154,109,15,20,153,25,58,14,72,63,56,61,59,142,3
LOC111129175,37,71,37,38,64,71,25,51,77,11,2,49,7,5,14,70,45,13,4,54,17,16,8,42,22,23,5,2,20,0
LOC111129176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129177,212,181,118,69,245,176,70,138,105,49,19,116,13,10,27,176,111,31,8,153,28,42,15,88,63,81,36,5,112,78
LOC111129178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111129179,9,4,2,8,9,5,4,6,7,0,1,5,1,0,0,2,7,1,0,8,1,3,2,5,5,2,2,0,5,1
LOC111129180,0,50,27,0,0,3,2,0,5,1,0,1,0,0,1,0,0,0,0,3,18,0,1,3,0,4,0,0,0,0
LOC111129181,77,64,35,39,102,71,29,27,53,18,5,10,13,3,2,91,51,10,5,64,15,15,6,35,28,27,26,2,50,0
